,0
2003, All right.
2005,We're gonna make
2006,"fireworks, aren't we?"
2008,"All right, all right, Ivanhoe,"
2009,shut your dumb mouth.
2011,"Ivan, shut the fuck up."
2013, Burnt ends.
2014," All right, all right."
2016,That's enough.
2017,Shut your dumb mouth.
2019,Sorry about him.
2020,He drinks too much.
2022,Doesn't know
2023,what he's saying.
2025,"Just to be clear,"
2026,"the, uh."
2028,The Organization
2029,is strictly nonviolent.
2031,"Oh, nonviolent"
2032,"like that nigger,"
2034,"that dead nigger,"
2035,Martin Luther Coon.
2037," Yeah, gotcha."
2038, Ron? You mind coming with me?
2040,"Yeah, where to?"
2042,You undercover
2043,or something?
2045, You ask too many questions.
2046, All right.
2048,"Be friendly, now."
2050,This is family.
2051,All right?
2053,Let's go.
2055,Congrats. You passed
2056,the mustard.
2058,How about we go and get that
2059,membership process started?
2061, That's it?
2062, That's it.
2064,"Uh, have a seat."
2066,"Go ahead and, uh,"
2067,fill these out.
2069,Send 'em to
2070,the national headquarters.
2072,"Now, once they send you"
2073,"your membership card,"
2075,you'll be able to participate
2076,in all our programs.
2078,Alcoa can't wait.
2080,I love those commercials.
2082,Imperial tax
2083,"to become a member,"
2085,"$10 for the year,"
2086,$15 chapter fee.
2088,Robes and hoods are not
2089,included. That's extra.
2091,Fucking inflation.
2093,I can't thank you brothers enough.
2094,This means a lot to me.
2096,Pleasure's all ours.
2098,"You're not a Jew, right?"
2099,Jews killed Christ.
2101,Are you trying
2102,to offend me?
2104,Protocol.
2106,Course I'm no stinkin' kike.
2108,"All right, look,"
2109,"we gotta ask it, is all."
2111,"But he's not a Jew,"
2112,all right? Satisfied?
2114,Smells kosher to me.
2116, Stop fucking around.
2117, I fuck straight.
2119, Who you fucking?
2120, Double D!
2122,"All right, both of you,"
2123,give the man some space.
2125,Jesus Christ.
2126,Let him breathe a little.
2128,"Ron, let me"
2129,buy you a beer.
2131, Okay.
2132, Come on.
2134,Sorry about these guys.
2135,"They're a little, uh,"
2137,too friendly sometimes.
2139,They just get excited.
2141,Yeah.
2143, What kind of beer you like?
2144," Coors, if you got it."
2146,That was interesting.
2148,Not exactly
2149,the Beverly Hillbillies.
2151,They liked you.
2153,Except for that Felix guy.
2155,Do not ride
2156,his bumper like that.
2158,Two car lengths.
2160,You think he got
2161,a good look at my face?
2163,Probably.
2165,You get the papers?
2167,They want you to join.
2169,"Technically,"
2170,they want you to join.
2172,Yeah.
2174,"Yeah, they want a black man"
2175,to join the Ku Klux Klan.
2177,I'd say that's
2178,mission impossible.
2180,Double success.
2182,We're in!
2184,"Slow down, brother."
2185,Slow down.
2187,And exactly how much
2188,should we be worried about them?
2190,Enough that we'd like
2191,to dig deeper.
2193,One of the men discussed plans
2194,"for a possible attack, so."
2196,I wouldn't give him that much credit.
2197,These guys like to boast.
2199,What kind of attack?
2201,"Uh, Ivan."
2203,"Ivanhoe said ""boom,"" mentioned"
2204,something about fireworks.
2206,"But personally, I didn't buy it."
2207,I doubt they're even capable.
2209,"Either way, at this point,"
2210,we're looking for full support
2212,from the department
2213,"on this, Sarge."
2215,Let's move on with
2216,the investigation.
2218,Let's try to find out
2219,if they are capable of anything.
2221,Okay.
2223," Thank you, Sarge."
2224, You got it.
2226,When we dropped Brother Kwame
2227,"off at the airport,"
2229,he told me that
2230,the Black Power movement
2232,needed strong sisters like me
2233,to lead the fight
2235,against capitalist oppression
2237,and the politicians and pigs
2238,who perpetuate it.
2240,His words almost made
2241,that whole pig nightmare worthwhile.
2243,What's wrong?
2245,What do you mean?
2247,What's wrong?
2249,I don't really
2250,use that word.
2252,What word?
2254,"""Pigs."""
2256,"Well, what else"
2257,would you call them?
2259,Cops.
2261,Police.
2263,Officers.
2265,A bunch of racist cops
2266,on a power trip.
2268,"So, you think all cops"
2269,are racist?
2271,It only takes one to pull a trigger
2272,on an innocent sister or brother.
2274,Hmm.
2276,Why were you at
2277,Brother Kwame's speech?
2279,He's got some good ideas.
2281,"I don't agree with all of them,"
2282,"but he's a smart brother,"
2284,definitely worth hearing.
2286,Are you down
2287,for the liberation of black people?
2289,Do we always have
2290,to talk politics?
2292,What's more important?
2294,Do you ever
2295,take time off?
2297,No. It's a lifetime job.
2299,"Sister Angela Davis,"
2300,"most righteous sister,"
2302,can we please spend
2303,some quality time together?
2305,And what did you say
2306,your J-O-B is?
2308,"Sister Kathleen Cleaver,"
2309,I didn't.
2311,Are you a pig?
2313,Excuse me?
2315,Are you a pig?
2317,You mean a cop?
2319,Are you a cop?
2321,No.
2323,I'm in construction.
2325,"But more importantly,"
2326,I'm a black man
2328,who wants to get
2329,"to know a strong,"
2331,"intelligent,"
2332,beautiful sister.
2334,The very one
2335,I'm looking at right now.
2337,You dig?
2339,Sure enough.
2341,That's what I'm talking about.
2342,Power to the people.
2344,All power
2345,to all the people.
2347," That's right, sister."
2348," Right on, right on."
2350, This is Walter.
2351, Ron here.
2353,This is Ron?
2355,"Sorry, your voice sounds"
2356,different over the phone.
2358,Uh.
2360,My allergies.
2361,Allergies acting up again.
2363,I get those all the time.
2365,"Listen, wanted to tell you"
2367,that it was a real pleasure
2368,to have you swing by.
2370,I think the brothers
2371,really took a liking to you.
2373,I'm honored.
2375,"If you're free Saturday,"
2376,why don't you swing by Felix's.
2378,You can meet the rest
2379,of the brotherhood. Hmm?
2381,Sounds good to me.
2383,"Well, I will see you then."
2385,I've got a friend.
2387,"He, uh, keeps up"
2388,with these groups.
2390,He says they're moving away
2391,"from the old violent, racist style."
2393,"So, that's what Duke"
2394,is peddling now.
2396,"It's, uh,"
2397,becoming mainstream.
2399, Duke?
2400, David Duke.
2402,Current grand wizard
2403,of the Klan.
2405,But he's always
2406,"in a three-piece suit,"
2408,never seen in a hood
2409,"or robe in public,"
2411,and he now goes
2412,"by ""national director."""
2414,So he's clearly got
2415,his sights on higher office.
2417, Politics? How so?
2418, Yeah.
2420,Think it's another way
2421,to sell hate.
2423, Keep going.
2424, Think about it.
2426,"Affirmative action,"
2427,"immigration, crime, tax reform."
2429,Mmm.
2431,He says no one wants
2432,to be called a bigot anymore.
2434,I guess Archie Bunker
2435,made that too uncool.
2437,"So the idea is,"
2438,"under all these issues,"
2440,everyday Americans
2441,"can accept it,"
2443,"support it,"
2444,"until eventually, one day,"
2446,he gets somebody
2447,in the White House that embodies it.
2449,Sarge.
2451,Come on.
2453,America would never elect
2454,somebody like David Duke
2456,president of
2457,the United States of America.
2459,"Coming from a black man,"
2460,that's pretty naive.
2462,Why don't you wake up?
2464,"Ron, hi. I'm Connie, Felix's wife."
2465,It's so nice to meet you.
2467,Oh.
2469, Want to come right in?
2470, Sure.
2472," Do you mind if I, uh, smoke in there?"
2473," Oh, not at all."
2475,"I'm telling you,"
2476,a war's a-coming.
2478,That'll be the end
2479,of the purified white race
2481, as we know it.
2482, They're right inside.
2484,Just make yourself
2485,right at home.
2487,It's time we go
2488,on the offensive.
2490, We gotta make sure that everybody.
2491," Hey, man."
2493," Hello. Hey, fellas."
2494, Welcome. Welcome.
2496,"This is Ron, everybody."
2498, Mr. Stallworth.
2499, All right.
2501, That's Mike.
2502," Hey, Mike. How are you? Ron."
2504, Scott in the back.
2505, Ron. How are you.
2507, Jesup.
2508, Hey. How are you?
2510," Ron, why don't you have a seat."
2511," Sorry to interrupt,"
2513,but I brought
2514,some cheese dip and crackers.
2516,Would you like some?
2518," Thanks, honey."
2519, Thank you.
2521, Walter?
2522, Make them remember
2524,who we are
2525,and what we stand for.
2527,We are the Organization.
2529, We have to.
2530, Oh! Oh! Oh! I read something in the Gazette
2532,that this nigger
2533,named Carmichael held a rally
2535,and that some
2536,college nigger girl
2538,from the Baboon Student Union
2539,was attacking our police.
2541,"I mean, this girl"
2542,is dangerous.
2544,"She's like that Commie,"
2545,Angela Davis.
2547,And I just.
2548,I think we should shut her mouth.
2550,Here.
2552,I cut the article.
2554,That'll be all.
2556,"Love you, sweetie."
2558,"Someday,"
2560,you're going to need me
2561,to do something for you.
2563,Just wait and see.
2565,And I will be
2566,right in here.
2568,"Why don't we, uh, get back"
2569,to our bread and butter.
2571,Let's talk about
2572,"the next cross burning,"
2574,"which, Ron, you'll be lucky"
2575,enough to attend
2577,if your membership
2578,comes in time.
2580,It'll be a tremendous honor.
2582, The highest hills get the most eyes.
2583, Yeah.
2585,Prove you can read.
2587,"""Friday night last week,"
2589,"""the Colorado College"
2590,"Black Student Union."""
2592,"Hey, Ron."
2594,I gotta show you something.
2596,""".hosted a controversial talk"
2597,featuring Stokely Carmichael
2599,"""at Bell's Nightingale"
2600,"nightclub."""
2602,"""Black Student Union."""
2604,"""Black Student."""
2605,That go together to you?
2607,That sounds
2608,fucking weird to me.
2610,Lookie here.
2612,Wow. This is
2613,really something.
2615,Here's my favorite.
2617,12-gauge.
2619,I call this the Jew Killer.
2621,I call it
2622,a Remington Model 1900.
2624,"Indeed, it is."
2626,Okay.
2628,We about done here?
2629,We got a few more items on the.
2631,Not just yet.
2633,Gotta make sure
2634,there's no Jew in him.
2636,"All right, now you're just"
2637,being offensive.
2639,Okay? We're talking
2640,about someone
2642,who's gonna be our brother
2643,in a few months.
2645,You see a Star of David
2646,around his neck?
2648,Is there a yarmulke
2649,on Ron's head?
2651,Just protocol.
2653,"My house, my rules."
2655,This way.
2657,Where we going now?
2659,I gotta
2660,show you something.
2662,Tough titty.
2664,"It's not necessary, Felix."
2666,This is how
2667,we lose recruits.
2669,You are going to take
2670,this lie detector test.
2672, Take a seat.
2673, What is this?
2675,Is this your Jew den?
2677,Is this where you make
2678,"your candles,"
2680,"you know,"
2681,and your lampshades?
2683,"No, you're gonna take"
2684,this lie detector test.
2686,Open the damn door.
2688,This is some lame bullshit.
2690,"Lame or not, you're taking"
2691,this Jew lie detector test.
2693, Sit down.
2694," Okay, Felix."
2696,Out of respect
2697,"for this Organization,"
2699,I'll play along with your
2700,"little Get Smart bullshit,"
2702,but I'm no fucking Jew.
2704,Sit down.
2706,Ask anybody.
2708,They'll say
2709,I'm a real friendly guy.
2711,"Thing is, I'm only friendly"
2712,to my friends.
2714,Not Jew friendly.
2716,Damn sure
2717,not nigger friendly.
2719," Me, neither."
2720, Know what I think?
2722, You think?
2723," Oh, yeah, I think."
2725,What do you think about?
2727,This Holocaust stuff
2729,never happened.
2731,That's the biggest Jewish
2732,conspiracy ever.
2734,Eight million Jews killed?
2735,Concentration camps?
2737,Never happened.
2739, Where's the proof?
2740, Are you high?
2742,I don't get high.
2744,I drink.
2746,'Cause I'd say the Holocaust
2748,is one of the most beautiful
2749,things I've ever seen.
2751,It just makes sense to me.
2753,You have a whole race
2754,of leeches
2756,that you have to get rid of.
2758,"So, what do you do? You starve them,"
2759,"you burn them, you get rid of them."
2761,It's like weeding out roots
2762,for the better people.
2764, Haven't you seen the footage?
2765, That's fake.
2767,Jews run Hollywood.
2769,Fucking hell.
2771,Let me see your dick.
2773,You gonna shoot me?
2774,Put that gun away.
2776,I hear you Jews do something
2777,funny with your dicks.
2779,Some weird Jew shit.
2781, Is your dick circumstanced?
2782," Oh, is that what this is about?"
2784,"You're trying to see my big Jew dick,"
2785,you fucking faggot.
2787,"Who you calling a fucking faggot,"
2788,Jew faggot?
2790,"Now, put that fucking strap"
2791,on your arm.
2793,Put it on your arm!
2795,Oh!
2797, Felix!
2798," Connie, what's wrong?"
2800,Felix! Felix!
2802," Connie! Connie, what's wrong?"
2803, Felix! Felix!
2805, Connie!
2806, There's a black lawn jockey
2808,on our green lawn!
2810, Felix!
2811," I'm coming to you, honey!"
2813," Shit, shit."
2814, Felix!
2816,Kill that son of a bitch!
2818,"Yeah, keep driving,"
2819,"you black spear chucker,"
2821, piece of shit nigger!
2822, That son of a bitch!
2824,Fucked up
2825,"the window, man."
2827,Still want me to take
2828,your Jew detector test?
2830,Everybody back
2831,in the house!
2833,Back in the house now!
2835, Shit.
2836," Connie, you okay?"
2838, You okay? Back in the house.
2839, That's why we gotta get stronger.
2841, That's some bullshit!
2842," Back in the house, honey."
2844,That's what
2845,I've been telling all you boys.
2847,We need more guns!
2849,Lie detector?
2851,Shots fired?
2853,You fucking kidding me?
2855,It's a goddamn clusterfuck.
2857,You dickheads
2858,are fucking with me.
2860,You're jerking my chain.
2861,You're jerking my chain.
2863,I'm getting a reach-around from the Chief.
2864,It's a big fucking circle jerk!
2866, That's funny?
2867," No, sir."
2869,'Cause if Bridges
2870,"hears about this,"
2872,this whole fucking operation's
2873,going to be closed down.
2875,"Yeah, that's funny."
2877,And I'm going to be
2878,a fucking school crossing guard
2880,in fucking the ghetto
2881,of Five Points!
2883,"I mean, is he gonna"
2884,"hear about it, Sarge?"
2886,Cocksuckers.
2888,Hear about what?
2890,"Hey, guys."
2892,"Charles, can you"
2893,"give us five, please?"
2895,Sure.
2897,"I didn't want to say it with Trapp,"
2898,"but that peckerwood had a gun in my face,"
2900,and he was an ass hair away
2901,from pulling the trigger.
2903, And he didn't.
2904, But he could have.
2906,And then I would
2907,have been dead.
2909,For what?
2911,Stopping some jerk-offs
2912,from playing dress-up?
2914," Flip, it's intel."
2915," Well, I'm not risking my life"
2917,to prevent some rednecks
2918,from lighting a couple sticks on fire.
2920,This is the job.
2921,What's your problem?
2923,That's my problem.
2924,"For you, it's a crusade."
2926, Mmm-hmm.
2927," For me, it's a job."
2929,"It's not personal,"
2930,nor should it be.
2932,Why haven't you
2933,bought into this?
2935, Why should I?
2936," Because you're Jewish, brother."
2938,The so-called chosen people.
2940,You've been passing
2941,for a WASP.
2943,"White Anglo-Saxon Protestant,"
2944,"cherry pie, hot dog, white boy."
2946,Hmm.
2948,It's what some
2949,light-skinned black folks do.
2951,They pass for white.
2953,Doesn't that hatred
2954,"you've been hearing the Klan say,"
2956,doesn't that piss you off?
2958, 'Course it does.
2959, Then why you acting like
2961,you ain't got skin
2962,"in the game, brother?"
2964,"Rookie, that's"
2965,my fucking business.
2967,It's our business.
2969,"Now, I'm going to get you"
2970,your membership card
2972,so you can go
2973,to the cross burning
2975, and get in deeper with these guys.
2976, Okay.
2978,"Right, partner?"
2980,"Wake up, white man."
2981,The Negro wants your
2983, white woman and your job.
2984, Sorry. I'm sorry. Let me.
2986,"The Jew wants your money,"
2987,and this you.
2989,"Sorry, who am I talking to?"
2991,This is Ron Stallworth calling
2992,"from Colorado Springs, Colorado."
2994,"How are you today, sir?"
2996,I'm quite well. Thank you.
2997,"Uh, what can I do you for?"
2999,I desperately want to participate
3000,"in my chapter's honorary events,"
3002,but I can't until I receive
3003,my membership card.
3005,Of course that's something
3006,I can help you with.
3008,"Great. Um, who am"
3009,I speaking with?
3011,This is David Duke.
3013,Did you just say your name
3014,was David Duke?
3016,Last time I checked.
3018,Grand wizard of the Ku Klux Klan?
3019,That David Duke?
3021,"Yes, that grand wizard"
3022,"and national director, yeah."
3024,"National director, too, huh?"
3026,"Yes, you're darn tooting."
3028,That's amazing.
3030,I'm honored to be speaking
3031,"with you, sir."
3033,I'm not afraid to say it.
3035,I consider you
3036,a true white American hero.
3038,Is there any other kind?
3040,"No, sir."
3042,I'm just happy to be talking
3043,to a true white American.
3045,Amen.
3047,It seems like there's less
3048,and less of us out there these days.
3050, Mmm.
3051, Mmm.
3053,"Now, about that"
3054,membership card.
3056,"Yeah, Ron,"
3057,I understand the situation.
3059,"Uh, we've had some"
3060,administrative problems here.
3062,It's caused a little bit
3063,of a backlog.
3065,"Tell you what,"
3066,I'm gonna see to it personally
3068,that your membership card
3069,"is processed,"
3071,approved and sent out today.
3072,How's that sound?
3074,"Thank you, sir."
3076,I can't express to you
3077,how much this means to me.
3079,"Ron, please."
3080,Pleasure's all mine.
3082,I look forward to hopefully meeting you
3083,"in person one day, and, uh."
3085,"Well, God bless white America."
3087," God bless white America, sir."
3088," Okay, take care."
3090,Excuse me.
3092,Watch where you're going.
3094,You could get hurt
3095,"like that, hot shot."
3097,The cop that pulled
3098,"Kwame Ture over that night,"
3100,was it Landers?
3102,How'd you know?
3104,I can smell them
3105,a mile away now.
3107,"What, do you got"
3108,Smell-O-Vision?
3110,He's been a bad cop
3111,for a long time.
3113, Yeah?
3114, Yeah.
3116,"Few years ago,"
3117,he shot and killed a black kid.
3119, Jesus.
3120," He said he had a gun,"
3122,but he wasn't that type.
3124,Why do you guys
3125,tolerate this?
3127,You want to be the guy
3128,that rats him out?
3130,You want to go
3131,to Landers' office now?
3133,'Cause we're a family.
3135,"And right or wrong,"
3136,we stick together.
3138,That reminds me
3139,of another group.
3141,"That's a bull's-eye, Ron."
3143,You guys heard about
3144,this Hide N Seek room?
3146,"Here, you got a decent bar"
3148,turned into
3149,a filthy fag bar overnight.
3151,Fucking fags everywhere
3152,these days.
3154,They're trying to colonize.
3156,"You know, first they get"
3157,"their own bars,"
3159,then they want
3160,equal treatment.
3162,Forget those fags.
3164,Those guys Army-trained?
3166,"A lot of us are, yeah."
3168,Fort Carson myself.
3170," God, I wish I had a scope on this thing."
3171, Never seen those Macs before.
3173, Steve and Jerry?
3174," Yeah, who are they?"
3176,That's classified information.
3178,"Hey, Ron. I want to see"
3179,what you can do
3181, with my.45.
3182, All right.
3184,"Yeah, maybe you'll get"
3185,that nigger next time.
3187,Ooh.
3189,Fifty bucks?
3191, You got it.
3192, I'll take that bet.
3194,"Fuck, how about ten?"
3196, Son of a bitch!
3197," All right, where's my money?"
3199, Where'd you learn to shoot like that?
3200, Not bad. Hot damn.
3202,"Well, my old man bought me"
3203,"a toy cap gun when I was a kid,"
3205,and been shooting ever since.
3207, That's a hell of a cap gun.
3208, He can shoot.
3210," All right, let's go."
3211, Damn.
3213,Pack it up.
3215,"Ron Stallworth,"
3216,motherfucker.
3218,"Hey, Walter."
3220,"Hey, I'm better"
3221,"than I used to be, right?"
3223, I'm gooder than I was.
3224, You're definitely doing
3226,"a little bit better,"
3227,"but I don't think ""gooder"" is a word,"
3229,but you're doing real good.
3231,And Bernie Casey.
3233, Ooh. Bernie Casey.
3234, Brother's strong.
3236,But Cleopatra Jones is the one.
3238,It's about time we started
3239,seeing a strong sister like that.
3241,"Well, Tamara Dobson"
3242,"did play a cop, right?"
3244,"It's a black exploitation film,"
3245,which is a fantasy.
3247,Real life's not like that.
3249,Real life is no Cleopatra Jones
3250,or Coffy.
3252,"What,"
3253,you don't dig Pam Grier?
3255,She's fine as red wine
3256,and twice as mellow.
3258,Pam Grier
3259,"is doing her thing,"
3261,"but in real life, it's just"
3262,pigs killing black folks.
3264,What if there was a cop
3265,trying to change that?
3267,From inside?
3269,"Yes, from inside."
3271,You can't change things from the inside.
3272,It's a racist system.
3274, You just give up like that?
3275, No.
3277,We fight for
3278,"what black people really need,"
3280, black liberation.
3281," Right, right."
3283," So, can't you do that from the inside?"
3284," No, you can't."
3286,The white man won't give up
3287,his position in power without a struggle.
3289,What did Du Bois say
3290,about double consciousness?
3292,Twoness?
3293,Being an American and a Negro?
3295,Two warring ideals
3296,inside one dark body.
3298,"That's heavy, Patrice."
3300,"I feel that,"
3302,like I'm two people
3303,all the time.
3305,But you shouldn't
3306,have to be.
3308,We shouldn't have a war
3309,going on inside ourselves.
3311,We should just be black.
3313,We're not there
3314,"yet, though."
3316,"Well, I'm tired"
3317,of waiting.
3319,I got a serious
3320,question for you.
3322," Oh, yeah? What?"
3323, Very serious.
3325,Uh-huh.
3327,Shaft or Super Fly?
3329, What?
3330, Pick one.
3332,A private detective over
3333,a pimp any day and twice on Sundays.
3335,All right.
3337,Ron O'Neal
3338,or Richard Roundtree?
3340,Richard Roundtree.
3341,Pimps ain't heroes.
3343,"Well, Ron O'Neal isn't a pimp,"
3344,although he played the hell out of one.
3346,That image
3347,does damage to our people.
3349,"Geez, it's a movie."
3350,Give it a rest.
3352,I can't let it rest.
3354,You jive turkey.
3356," Who you calling jive turkey, jive turkey?"
3357, I'm calling you a jive turkey.
3359,I got a Tamara roundhouse coming.
3361, Jive turkey.
3362, It's coming.
3364, It's coming around.
3365, Get out of here with that!
3367,Jive turkey.
3369,Wrong address.
3371,"Sorry to bother you, sir."
3373,Have a good night.
3375,Hello?
3377,Hey.
3379,"Sorry, had to work late."
3381,How are you guys doing?
3383,"Got a beer for you,"
3384,Mr. Stallworth.
3386, Thanks.
3387, You got a twin.
3389, What?
3390, You got a twin.
3392,Twin what?
3394,A twin twin.
3396,And your twin is a nigger.
3398,Looked in the phone book.
3400,Went over to what
3401,I thought was his place.
3403,I found a nig there.
3405,"Well, my number's unlisted."
3407,What address did you go to?
3409,Over on Bluestem Lane.
3411,Bluestem Lane?
3412,"No, I live on 21st Street."
3414,What'd I tell you? Hmm?
3415,Nothing to worry about.
3417,"So, you don't know"
3418,that nigger?
3420,Oh! That's that nigger
3421,I keep in the woodpile.
3423,You're right. I thought
3424,you were talking about somebody else.
3426,"No, I don't."
3428,1813 South 21st Street.
3430,Come by sometime.
3431,We'll have a beer.
3433,And you know what?
3435,That loudmouth
3436,Black Student Union bitch
3438,that's been in the papers
3439,"complaining about the police,"
3441,she was there.
3443,That fucking cunt?
3445,Like to close those
3446,monkey lips permanently.
3448,"Hey, don't say that."
3450,Not until I get her lips
3451,around the head of my dick.
3453,Can we play some goddamn poker now?
3454,Are you done?
3456,"Ron Stallworth, you enter."
3457,You entertain me.
3459,Entertain me a lot more
3461,"than that one-eyed nigger,"
3462,"Sammy Davis, Jr."
3464,"I'll say that, though."
3466,They can dance.
3467,They can dance.
3469,I'll give them that.
3471,About all
3472,I'll fucking give them.
3474,We've got active-duty soldiers
3475,from Fort Carson.
3477,Going to CID with that.
3479,"Two mystery boys,"
3480,Steve and Jerry.
3482,Those are those fishy Army guys
3483,I was telling you about.
3485,Old Klan crew.
3487,Felix's old Klan crew.
3488,Your buddy.
3490,New Klan Walter.
3492,Walter's a general
3493,without an army.
3495,Felix's crew is stronger
3496,than his.
3498,"Oh. Of course,"
3499,"Felix's wife, Connie."
3501,It's crazy you've been
3502,talking to David Duke.
3504,My ace boon coon
3505,running partner.
3507,Now that
3508,"we got this, though,"
3510,"Ronny boy, I'm telling you,"
3511,"we're on a roll, baby."
3513,This is it.
3515, Holy shit.
3516, Yeah.
3518,"""Ron Stallworth, member"
3519,in good standing for the year.
3521,"""Knights of the Ku Klux Klan."""
3523,That's us.
3524,Stallworth Brothers.
3526,"Yeah, well, you don't have"
3527,"that little psychopath, Felix,"
3529,"staring at you,"
3530,asking where you live.
3532,"I'm Jewish, yes,"
3533,but I wasn't raised to be.
3535,It wasn't part of my life.
3537,I never thought much about being Jewish.
3538,Nobody around me was Jewish.
3540,"You know, I wasn't going"
3541,to a bunch of Bar Mitzvahs.
3543,I didn't have a Bar Mitzvah.
3545,I was just
3546,another white kid.
3548,And now I'm in some basement
3549,denying it out loud.
3551,I never thought much about it.
3552,Now I'm thinking about it all the time.
3554,About
3555,rituals and heritage.
3557,Is that passing?
3559,"Well, then I have"
3560,been passing.
3562,I don't want that.
3564,It sounds like
3565,they're watching us.
3567,I don't know.
3568,I was asleep. I don't know.
3570,I don't know what
3571,we're supposed to do.
3573,Look at this bullshit.
3575,Where'd you find these?
3577,Plastered all over
3578,"my windshield,"
3580,but they're all over
3581,"the neighborhood, too."
3583,Is this real?
3585,Real as can be.
3587,Intimidation?
3589,"Clearly, this is about"
3590,the Black Student Union and you.
3592, Me?
3593," Well, you've been outspoken"
3595,about the incident with the police
3596,when Brother Kwame was here.
3598,"So, next, they'll have"
3599,a burning cross out front?
3601,"All right,"
3602,they're just trying to get to you.
3604,"Intimidate, like you said."
3605,Fear tactics.
3607,"If you don't let 'em scare you,"
3608,they got nothing.
3610,But keep your eyes open.
3611,"Be cool, okay?"
3613,That's the damn problem.
3615,We always too cool.
3617,Way too cool.
3619,"Well, maybe we should"
3620,call the police.
3622,How we know this ain't some of the KKK's
3623,honky-pig partners passing out this shit?
3625,Let me ask you.
3626,Excuse us.
3628, Let me ask you something.
3629, Excuse us for what?
3631,"""Cool."" Want me to be cool?"
3632,I'll be cool.
3634,And it also safeguards against
3635,"the CSPD, which is nice."
3637,Yeah.
3639,"Yeah, you soak"
3640,the wood in kerosene
3642,and light a cig
3643,on a pack of matches.
3645,It kind of buys you some time
3646,to get the fuck out
3648,before the cross
3649,catches fire.
3651,Yeah.
3653,Must be quite a sight.
3655,"Oh, yeah, it is."
3657,It's great.
3658,It's a real bonfire.
3660,"You can see it from miles away,"
3661,you know?
3663,"Good visibility,"
3664,as Walter would say.
3666,"Freaks out the Jew media,"
3667,"and it,"
3669,"well, it keeps niggers"
3670,on their nigger toes.
3672,"Oh, look at that. Damn,"
3673,there's another one.
3675,The pigs are out
3676,"tonight, yeah."
3678,Good job. Send another one.
3680,Lot of these guys
3681,in the Army?
3683,We got a couple.
3685,We got a few
3686,"on active duty, yeah."
3688,I just finished
3689,my second tour in 'Nam.
3691, No shit.
3692, Yeah.
3694,My guy.
3696,"Hey, Ron, do you happen"
3697,to know anything about C-4?
3699,You being in
3700,the military and all?
3702,Enough to make
3703,shit blow up.
3705,.program dares
3706,"to love white people,"
3708,white heritage
3709,and white freedom.
3711,This program also
3712,dares to expose
3714, the Jewish supremacism.
3715, Here come my boys.
3717,Here come the cavalry.
3719,.and the criminal banking
3720,establishment.
3722,"These criminal bankers,"
3723,"the criminal Fed,"
3725,the establishment is.
3727,They're ethnically
3728,"cleansing our people,"
3730,not only in the United States.
3732,Not only in the United States.
3734,The only thing that
3735,we hear today from politicians.
3737,"You all, cross burning is off."
3738,"Too many cops, God damn it."
3740,"""Right, thank you, black people."
3741,"I love black people."""
3743,"And, of course, every"
3744,"politician, every politician"
3746,has to talk and genuflect to
3747,"the real rulers of our society and say,"
3749,"""I want to thank"
3750,the Jewish people.
3752,"""I love the Jewish people."
3754,"""The Jewish people"
3755,are always our friends
3757,"""no matter what they do,"
3759,"""no matter how much"
3760,they destroy our country.
3762,"""It's just wonderful."
3763,"You know, we just love the Jews."""
3765,And no senator or congressman
3767,"would dare get up and say,"
3768,"""I love white people."
3770,"""I love white heritage."
3772,"""I love my people,"
3773,and I love the culture
3775,"""that was created in Europe."
3777,"""And this great Western,"
3778,Christian civilization.
3780,"""I want to see that persevere."
3782,"""You know, I want to see"
3783,"that be enriched."""
3785,A lot of people think
3786,"I hate Negroes, but I don't."
3788,And the Organization
3789,"doesn't, either."
3791,They just need to be
3792,with their own.
3794,That's what Pinky would say.
3796,Pinky didn't mind
3797,segregation one bit.
3799,She just wanted to be
3800,with her own kind.
3802,Sounds like she was
3803,a Mammy to you.
3805,You ever seen
3806,Gone with the Wind?
3808,Pinky was my
3809,Hattie McDaniel.
3811,She won the Oscar
3812,for that role.
3814,"You know,"
3815,"Best Supporting Actress, so."
3817,"You were Scarlett,"
3818,and she was Mammy.
3820,That's right.
3822, Right.
3823, That's funny.
3825,"When she passed,"
3826,it was like.
3828,"Well, it was like we lost"
3829,a member of the family.
3831,A good nigger
3832,is funny like that.
3834,"In that sense,"
3835,they're like a good dog.
3837,"They get real close to you,"
3838,"and as soon as you lose them,"
3840,it just breaks your heart.
3842,"That's well said, Ron."
3844, I knew a coon once.
3845, Did you?
3847,"Yeah, that Negro lived"
3848,across the street from us.
3850,I must have been
3851,six or seven.
3853,His nickname
3854,was Butter Biscuit.
3856,How'd he get
3857,that nickname?
3859,He loved his mama's
3860,butter biscuits.
3862,"Yum, yum."
3864,Me and Butter Biscuit
3865,played together every day.
3867,"One day, my father"
3868,came home early from work.
3870,He told me I couldn't play
3871,with that little spook anymore
3873,because I was white
3875,and Butter Biscuit
3876,was a nigger.
3878,That's so rich.
3880,"Well, your father sounds"
3881,like a terrific man.
3883,He was a true American.
3885,Taught me what was right.
3887,This is why we need
3888,more people like you and me
3890,in public office.
3891,Get this country back on track.
3893,Amen.
3895,For America
3896,to achieve its.
3898,"Uh, its greatness again."
3900,Absolutely.
3902,"Boy, I sure wish we had"
