,0
1618,"Oh, that's mine, dear."
1619,I'm a messy house guest.
1621,"Well, just make yourself at home."
1622,I'll be right back.
1624,He'll be back. I'll go get him.
1626,Don't be afraid. I'll be right there. Danny!
1628,"Danny boy, where are you?"
1629,"Oh, here he is, dear. I found him."
1631,"Danny, there's a Mrs Sellner here to see you!"
1633,"-(as Daniel) Oh, is she here?"
1634,"- Yes, she is."
1636,"(as Daniel) Mrs Sellner,"
1637,I just got out of the shower!
1639,I think you'll be very pleased with me!
1641,I've been through
1642,some really interesting changes!
1644,And I'm becoming a new man
1645,and a model father!
1647,"He'll be right there. He's just changing, dear."
1649,(as Daniel) I want to keep you abreast
1650,of the changes in my career!
1652,There have been two big developments!
1653,I'm finally starting to come into my own!
1655,"Things are really starting to take shape,"
1656,"and I'm blossoming! Really, I am!"
1658,"Things were hairy for a while,..."
1660,..but oh! I'm in great shape now!
1662,"I'm my own man now! Oh, yes!"
1664,A job I could really sink my teeth into!
1666,"I'll be right there, Mrs Sellner!"
1668,So nice I don't have to
1669,"save face any more, Mrs Sellner!"
1671,- (shrieks)
1672,- Mrs Sellner! How are you? Always ajoy!
1674,"If you wanted some cheese,"
1675,why didn't you just say so?
1677,"Well, you'll be happy to know"
1678,that I now am holding down two jobs.
1680,One for an educational film and TV company
1681,-heavy responsibility.
1683,- And the other?
1684,- Cleaning houses. Not mine.
1686,- Big girl!
1687,- Your sister is English?
1689,"She's half-English, half-American."
1691,"Half-sister, really. That makes her"
1692,an eighth English? I've never done the math.
1694,"Let me see, my father was American."
1695,He... flew for the English during the war.
1697,He was in London and...
1698,he met this lovely Englishwoman.
1700,"Well, my sister was the fruit of their passions."
1702,- (shrieks)
1703,"- Sorry. My sister's, not yours."
1705,"You see, she's not a very good housekeeper."
1706,But she makes a fabulous cup of English tea.
1708,"Really? Well, I would adore"
1709,a good cup of English tea.
1711,Oh! Wouldn't we all! I'll go get her.
1713,"Sis! Oh, sis!"
1715,"Sis, are you in here?"
1717,
1718,Tea? Cup of TNT.
1720,
1722,
1723,Sick. Mom!
1725,Whoa!
1727,My face!
1729,I've gotta go down and get it.
1731,
1733,Argh! Norman Bates!
1735,
1737,Miss Hillard?
1739,"-(as Mrs Doubtfire) Yes, dear?"
1740,- I take sugar in my tea.
1742,"Oh, your tea!"
1744,I'll be right there with your tea!
1746,"Coming right up, dear!"
1747,"Sugar - one lump or two, dear?"
1749,"- Two, please!"
1750,"- Tea, sugar, hot water."
1752,You got it - argh!
1753,"Coming right your way, dear!"
1755,I'll be right there with your tea!
1757,
1759,No! Stop!
1761,Stop!
1763,No!
1765,Oh... shit!
1767,Ow! Ohhh!
1769,- Can I give you a hand?
1770,"- Oh, no, dear! I don't need a hand."
1772,
1773,I need a face. A face.
1775,- Are you sure?
1776,"- Oh, definitely!"
1778,I'm not a Muslim.
1779,"I need a face. A face. Oh, God."
1781,Miss Hillard? The water's boiling.
1783,- Hello!
1784,- Argh!
1786,"Oh, I'm sorry to frighten you, dear."
1787,I must look like a yeti in this get-up.
1789,This is my nightly meringue mask.
1790,Part of my beauty regimen.
1792,"It's basically egg whites, crème fraîche,"
1793,"powdered sugar, vanilla and a touch of alum."
1795,"There you go, dear. Oh! You've got your"
1796,cream and sugar. It's a little cappu-tea-no.
1798,One drop or two? Would you like another?
1800,Oh! There you go! (chortles)
1802,"As you can see, I can't stay with you, dear."
1803,I'm melting like a snow cone in Phoenix.
1805,There we go again! I'll go get Danny.
1806,He'll be right with you. Hold on.
1808,- Danny!
1809,"- (as Daniel) Coming, sis!"
1811,- It was lovely to have met you!
1812,- Lovely to meetyou.
1814,- Had a little accident.
1815,- Be careful this time. She's an old woman.
1817,Why wasn't I an only child?
1819,"( ""Papa's Got a Brand New Bag"""
1820,by James Brown)
1822,
1824,He ain't too hip
1826,'Bout that new breed thing
1828,Ain't no drag
1830,Papa's got a brand new bag
1832,"Come here, Mama"
1834,And dig this crazy scene
1836,He's not too fancy
1838,But his mind is pretty clean
1840,- Sorry.
1841,- That's quite all right.
1843,He ain't no drag
1845,Papa's got a brand new bag
1847,Hey! Come on
1849,Ready? OK.
1851,- Did you have fun in school?
1852,- Uh-huh.
1854,- What did you do?
1855,- I painted a picture of a bunny...
1857,- ..and the teacher liked it.
1858,- She did?
1860,Uh-huh.
1862,"Here it is, Mel. $1,000 worth of hair."
1863,What am I supposed to do with it?
1865,"- Alan, I was wondering if..."
1866,- You want one of them?
1868,- I'd rather make a coat for my wife.
1869,- (laugh track)
1871,"All right, everyone."
1872,It's time to expand your minds.
1874,- It's homework time. OK?
1875,"- Yeah, but... after Dick Van Dyke."
1877,No. Now.
1879,No.
1881,We always watch Dick Van Dyke.
1883,"Really? Well, not any more."
1885,The only thing you'll be watching
1886,is Deep Sea-N-N.
1888,"Now,..."
1890,..I know you're used to loosey-goosey.
1892,But I run a much tighter ship.
1894,"Between the hours of 3pm and 7pm,"
1895,I'm in charge.
1897,"And when I'm in charge,"
1898,you will follow a schedule.
1900,Those who do not follow the schedule
1901,will be punished.
1903,- (whispers) Punished?
1904,- She's lying.
1906,She'd never punish us.
1908,Don't... fuss with me.
1910,
1912,This is exploitation. It's not fair.
1914,"- Shut up, Lydie."
1915,- Yeah. You got us into this.
1917,"Ooh, my little ankle-biters."
1919,Do I sense dissension in the ranks?
1921,"Are we ready for homework,"
1922,or shall we continue manual labour?
1924,- No. Anything but this.
1925,"- Then upstairs, my little nose-miners."
1927,Go. Flee before me!
1929,Onward and upward!
1931,Go pump some neurons.
1933,Expand your craniums.
1935,- I miss Dad.
1936,"- Me, too."
1938,
1939,Me most.
1941,
1942,"I'm here, guys."
1944,In some form.
1946,Let's see.
1948,OK. Pinch of basil.
1950,Oh! Damn!
1952,Aaagghh!
1954,Mayday!
1956,"Oh, God! It's gonna blow!"
1958,"Easy, easy."
1960,Damn. Calm down.
1962,Oh... Oh... Come on.
1964,"Hey, hey, hey. How is it?"
1966,"Oh, my God. It's clotted. Oh, God."
1968,This hollandaise smells like burnt rubber.
1970,"God, it's hot in here."
1972,Aarghh! Aarghh! Aarghh!
1974,Ohh!
1976,
1978,Agh! Look at this!
1980,My first day as a woman
1981,and I'm getting hot flashes.
1983,"- Hey, here's your food."
1984,- How much is it?
1986,- 135.27.
1987,- 135 dollars? That's certainly...
1989,- And 27 cents.
1990,- 27 cents...
1992,Four dinners. 20 bucks extra for rushing us.
1994,"Rushing? Well, you could have been"
1995,"a little bit faster, dear."
1997,- There's... 140. Do you have change?
1998,- No.
2000,I thought you wouldn't.
2001,Thank you very much.
2003,
2005,Hello!
2007,Hello! Anybody home?
2009,- Where were you guys?
2010,"- Upstairs, doing our homework."
2012,Mrs Doubtfire said we had to.
2014,"- Oh, she did, huh?"
2015,- Mm-hm.
2017,Doing your homework. How great!
2019,- Hi.
2020,"- Hi, honey."
2022,Look at this place! It looks wonderful!
2023,All spick-and-span.
2025,Wow!
2027,"Dinner is served, madam."
2029,How lovely!
2031,Mrs Doubtfire?
2033,"Lydia, dear. Get back inside"
2034,right now before you freeze.
2036,Look... I just want to apologise
2037,for being such a pain today.
2039,"- Oh, dear, it's all right."
2040,"- No, I'm really sorry."
2042,It's just... I'm still kind of messed-up...
2043,about everything.
2045,"We all are, sweetie."
2047,What?
2049,I just mean I understand
2050,the pain you're all going through.
2052,Yeah.
2054,Well... I also wanted to thank you.
2056,- For what?
2057,- For making my mom so happy.
2059,Oh.
2061,She hasn't been in this good a mood since...
2062,I can't even remember.
2064,It's been a long time.
2066,- It has?
2067,- Yeah.
2069,"Well, I gotta go back in, but..."
2071,"- Go, go, go."
2072,- OK. Thank you.
2074,You're welcome.
2076,- Bye.
2077,- Bye.
2079,
2081,Thank you.
2083,
2084,"Oh, no."
2086,"Well, milady! It's a pleasure to see you again!"
2088,"A joy, as always."
2090,
2092,I like that Mediterranean look in women.
2094,Natural. Healthy.
2096,Just the way God made ya.
2098,"He broke the mould when he made me, dear."
2099,He made me very special.
2101,He sure did.
2103,Bless you.
2105,
2107,"Yeah, yeah"
2109,Dude looks like a lady
2111,"Yeah, yeah"
2113,Dude looks like a lady
2115,"Yeah, yeah"
2117,Dude looks like a lady
2119,Never judge a book by its cover
2121,Or who you gonna love by your lover
2123,"Say, love put me wise to her love in disguise"
2125,She had the body of a Venus
2127,"Lord, imagine my surprise"
2129,"Yeah, yeah"
2131,Dude looks like a lady
2133,"Yeah, yeah"
2135,Dude looks like a lady
2137,"Yeah, yeah"
2139,Dude looks like a lady
2141,"Yeah, yeah"
2143,Dude looks like a lady
2145,Cruised into a bar on the shore
2147,Her picture graced the grime on the door
2149,She's a long-lost love at first bite
2151,"Baby, maybe you're wrong"
2152,but you know it's all right
2154,
2155,I am not a crook. I am not a crook.
2157,"""She kissed Stuart and thanked him."""
2159,"(male voice) ""'How was it down there?'"
2160,"asked Mr Little,..."
2162,..who was always curious to know
2163,"about places he'd never been to."""
2165,"""'lt was all right,' said Stuart."""
2167,
2169,What a funky lady
2171,"Oh, she like it, like it, like it, like it"
2173,"Ooh, he was a lady"
2175,Yeow
2177,"Yeah, yeah"
2179,Dude looks like a lady
2181,"Yeah, yeah"
2183,Dude looks like a lady
2185,"Yeah, yeah"
2187,Dude looks like a lady...
2189,
2190,"Back off, asshole!"
2192,Beat it!
2194,
2195,"Broke my bag, the bastard."
2197,Lover boy's here.
2199,What a beautiful little car for Don Juan.
2201,So sad when that happens!
2203,"It was ourjunior year in college, and your"
2204,mother got asked to design this big float.
2206,(Miranda) I wasn't that young.
2207,That's my picture.
2209,- (laughter)
2210,"- ..flying out everywhere, hit you in the face."
2212,- (Miranda laughing) That's not true!
2213,- It was like 'Jaws'.
2215,- Isn't that the pretty picture!
2216,- Oh. Mrs Doubtfire.
2218,Miranda. What a pleasant surprise
2219,"to see you home so early, dear."
2221,- And who is your gentleman caller?
2222,- This is Stu.
2224,- He just wanted to come and meet the kids.
2225,"- Oh, did he?"
2227,"Ah, this must be the famous Mrs Doubtfire."
2229,It's a pleasure to meet you.
2231,"Yes, well... Miranda's been raving about you."
2233,- Odd. She's never mentioned you.
2234,- No?
2236,- No.
2237,- Well... It's good to meet you.
2239,"- You, too."
2240,- Yes.
2242,I have a home in London. I was born there.
2243,What part of England are you from?
2245,"- Here and there, dear. All over, really."
2246,- Yes?
2248,- Accent's a little kind of... muddled.
2249,- Really? So is your tan.
2251,
2253,"Dear, can you help me with something?"
2254,I found this outside.
2256,Er... yes. This is off my Mercedes.
2258,"Off your Mercedes, dear?"
2259,"You own that big, expensive car out there?"
2261,"Oh, dear. They say a man"
2262,who has to buy a big car like that...
2264,..is compensating for smaller genitals.
2266,"But not in your case, cos I see"
2267,"that you're a strapping lad, aren't ya?"
2269,- It was lovely to meet you.
2270,"- You too, dear."
2272,"- Mrs Doubtfire, may I speak with you?"
2273,"- Ooh, certainly, dear."
2275,Could you stay
2276,a few extra hours this evening?
2278,Stu. That's more of a thick soup
2279,"than a name, really."
2281,It's a name. It's short for Stuart.
2283,- Is it?
2284,- Yes. He's a client. And a friend.
2286,- He was a friend. He is a friend.
2287,- What is he?
2289,- I don't know what's happening.
2290,"- What is it, dear?"
2292,- Isn't he fabulous?
2293,"- Oh... kind of, dear,..."
2295,"..if you like that handsome, rugged type."
2297,"But personally I prefer short, furry and funny."
2299,He just wants to go out and have a drink.
2301,- I think that's pretty harmless. Don't you?
2302,"- Absolutely not, dear."
2304,- They always have other intentions.
2305,"- This is business, mostly."
2307,I'll just sip club soda
2308,and we'll go over wallpaper samples.
2310,Dear Miranda. Wake up
2311,"and smell the coffee, dear."
2313,Can't you see the lust in that man's eyes?
2315,"It's too soon, dear. Really."
2317,You've got to give your divorce time.
2319,Let your sheets cool down before you bring
2320,someone else into the bed. All right?
2322,"Mrs Doubtfire, may I ask you a question?"
2324,"Certainly, dear."
2326,How long after Mr Doubtfire passed away...
2328,- Winston.
2329,- Winston.
2331,..did you feel any... desire...
2333,- Never.
2334,- Never?
2336,- Never again.
2337,- Never again?
2339,Once the father of your children
2340,"is out of the picture,..."
2342,..the only solution is
2343,total and lifelong celibacy.
2345,- Celibacy?
2346,- Yes.
2348,"And if you violate that, heaven forgive ya."
2350,Good luck.
2352,Thank you.
2354,
2355,"""Preponderance."""
2357,
2358,P-R-E...
2360,..P-O-N...
2362,..D-E-R... A-N-C-E.
2364,"Bravo. ""Discriminate."""
2366,D-I-S... C-R...
2368,..I-M-I-N-A-T-E.
2370,"Oh, that's very good."
2371,"Will you excuse me, dear? Call of nature."
2373,Check those. I'll be right back.
2375,
2377,"- Oh, God."
2378,"- Oh, God!"
2380,"- Oh, my God!"
2381,- Chris! Wait!
2383,Lydia! We gotta call the cops!
2385,- We gotta dial 911 now!
2386,- Why?
2388,Mrs Doubtfire... He's a she!
2389,She's a she! He's a she-she!
2391,-(Lydia) What?
2392,- Uh... Uh...
2394,"- He's half man, half woman!"
2395,- What?
2397,"- All right, everyone. Calm down."
2398,- Freeze! Or you're gonna get it!
2400,- In the balls!
2401,- Yeah!
2403,- She's got 'em?
2404,- She's got everything.
2406,All right. Listen to me.
2408,I'm not... who you think I am.
2410,- No shit!
2411,"- (as Daniel) Watch your mouth, young man!"
2413,"Oh, my God."
2415,- Dad?
2416,- Yeah.
2418,- Dad?
2419,"- Yeah, honey."
2421,"You don't really like wearin' that,"
2422,"do you, Dad?"
2424,"Well, some of it's comfortable... No! No."
2426,It's a pain in the padded ass.
2427,This is not a way of life. It's just ajob.
2429,I don't go to old-lady bars or
2430,anything like that after work.
2432,It's the only way
2433,I could see you guys every day.
2435,- Who did this?
2436,- Uncle Frank and Aunt Jack.
2438,Oh.
2440,It's really you in there.
2442,Yeah.
2444,It's just a mask. And this is a body suit.
2445,I didn't have any operations or anything.
2447,- It's good.
2448,- Yeah.
2450,- Hi.
2451,- Hi.
2453,"- Sorry I scared you. Come here, Chris."
2454,"- No. No, it's OK."
2456,I get it. I just...
2457,don't wanna hug you or anything.
2459,- Not just yet.
2460,- That's cool. It's a guy thing.
2462,Yeah.
2464,"Well, now that you know,"
2465,"you can't tell Mom, OK?"
2467,"Cos if she finds out, I'll only be able"
2468,to see you through plate glass. OK?
2470,"And we can't tell Nattie,"
2471,cos she'll blow my cover.
2473,"So you have to promise me,"
2474,it's just us. All right?
2476,- You promise?
2477,- Yeah.
2479,It's OK.
2481,All right? It's our little secret.
2483,Most of the dinosaurs... were herbivorous.
2485,But this 'Tyrannosaurus rex'...
2487,..is a carnivore.
2489,The reptile-like... 'Saurischia'...
2491,..Saurischia...
2493,..and the bird-like...
2495,..Ornithischia.
2497,Now... we're going to go...
2499,..where no human being has ever been.
2501,"Oh, no."
2503,Which one's the dinosaur?
2505,"- The one in the middle, I think."
2506,"- Nah, you're wrong. They're all extinct."
2508,I can't believe they're still
2509,subjecting kids to this. This is insane.
2511,There should be a disclaimer: Do not operate
2512,heavy machinery while watching this show.
2514,It's incredible.
2516,This guy used to put me to sleep
2517,when I was a kid. It's amazing.
2519,He has the warmth of a snow pea. Makes
2520,Mr Rogers look like Mick Jagger. It's insane.
2522,What kind of idiot
2523,kept this guy on the air for 25 years?
2525,Me.
2527,You?
2529,Jonathan Lundy.
2531,"Jonathan Lundy, General Manager, owner?"
2533,"Oh. I'm Daniel Hillard, former employee."
2535,Ah. Maybe.
2537,That's funny.
2539,I don't mean to criticise. I just...
2541,- Sometimes I have...
2542,- Criticise all you want. Show's terrible.
2544,I'm gonna cancel it. It's pullin' down
2545,the whole afternoon schedule. It's gone.
2547,You know what you gotta do?
2549,Start from scratch.
2550,Give it... maybe a musical number.
2552,- A little 'Tyrannosaurus rex' comes out...
2553,"- Hillard, get your ass to the truck."
2555,That shipment's gotta make
2556,a six o'clock flight to LA.
2558,"Tone, this is Mr Lundy."
2560,- He knows who I am.
2561,- Yeah.
2563,Did you ever wish that you could
2564,"freeze-frame a single moment in your day,..."
2566,"..look at it and say ""This is not my life""?"
2568,
2570,"Walk, walk"
2572,He said:
2574,"Walk like a man, talk like a man"
2576,"Walk like a man, my son"
2578,No woman's worth crawling on the earth...
2580,"Miranda. What are you home early for, dear?"
2582,"I had an appointment. Oh, thank you!"
2584,- With the court liaison. Mrs Sellner.
2585,- Oh!
2587,- I can't believe it.
2588,"- What, dear?"
2590,She says Daniel has some woman
2591,living with him pretending to be his sister!
2593,- Oh...!
2594,- I told her he doesn't even have a sister.
2596,Mrs Sellner's probably mistaken.
2598,"She's a social worker, dear. Really!"
2600,"And besides, how could he replace you?"
2602,And so quickly. Really!
2604,She's supposed to be older
2605,and very unattractive.
2607,Really? Oh.
2609,Mrs Doubtfire.
2611,- Yes?
2612,- Did you and Mr Doubtfire ever...
2614,- You must have had your share of problems.
2615,"- Oh, of course, dear. What marriage doesn't?"
2617,"But I always say: the bad times fade away,..."
2619,..and the good ones
2620,adhere themselves to your memory.
2622,- Yes. Excuse me.
2623,- That's all right.
2625,"Oh... As I hold this cold meat,"
2626,I'm reminded of Winston. God rest his soul.
2628,When did he... pass on?
2630,"Eight years ago, dear. This November."
2632,What happened?
2634,- He was quite fond of the drink.
2635,- Ah.
2637,- It was the drink that killed him.
2638,- How awful.
2640,- He was an alcoholic?
2641,- No. He was hit by a Guinness truck.
2643,So it was quite literally
2644,the drink that killed him.
2646,- How tragic!
2647,- Yes.
2649,"Oh, but he was a good man, though, really."
2651,A sainted man.
2653,"And despite his mountains of faults, dear,..."
2655,..I always say: a flawed husband
2656,is better than none at all.
2658,- Who needs a husband when I've got you?
2659,"- Surely you don't mean that, dear?"
2661,- Well...
2662,"- Oh, that's so sweet!"
2664,You can't imagine what it was like
2665,being married to Daniel.
2667,"Tell me, dear. What was so horrible"
2668,about this man you lived with for 14 years?
2670,"Well, at first, nothing."
2672,He was... He was so... romantic.
2674,- So passionate.
2675,- Really?
2677,"He sounds like an absolute stud, dear."
2679,I hope you don't mind me
2680,"being a tad rude, but..."
2682,..how was he... you know...
2683,on a scale of 1 to 10?
2685,"Oh, well. That part was always..."
2687,..OK.
2689,Just OK? Oh.
2691,He was probably a Casanova
2692,compared to poor old Winston.
2694,- What was the matter with Winston?
2695,"- Oh, dear."
2697,Winston's idea of foreplay was
2698,"""Effie, brace yourself."""
2700,It was Daniel's spontaneity and energy
2701,I fell in love with.
2703,Really?
2705,Everyone else I knew
2706,"was so organised, so scheduled."
2708,"Like me, I guess."
2710,But Daniel was so wonderfully different.
2711,And funny. He could always make me laugh.
2713,I always say:
2714,the key to a solid marriage is laughter.
2716,"But after a few years,"
2717,everything just stopped being funny.
2719,- Why?
2720,- I was working all the time and...
2722,..he was always between jobs.
2723,"I hardly ever got to see the kids, and..."
2725,"..if I got home early to be with them,"
2726,something would go wrong.
2728,The house would be wrecked
2729,and I'd have to clean it up.
2731,"He never knew, but so many nights I just..."
2732,cried myself to sleep.
2734,Really?
2736,"The truth is, I didn't like who I was"
2737,when I was with him.
2739,I would turn into this horrible person.
2741,I didn't want my kids growing up
2742,with a mother like that.
2744,"When I'm not with Daniel, I'm better."
2746,And... I'm sure he's better
2747,when he's not with me.
2749,"Well, you never..."
2751,I mean... Did you ever
2752,"say anything to him, dear?"
2754,Daniel never liked
2755,to talk about anything serious.
2757,I used to think Daniel could do anything...
2758,except be serious.
2760,"But then, I was serious enough"
2761,for everybody.
2763,- Oh!
2764,-(Nattie) This is great!
2766,
2767,Isn't this posh!
2769,I'll bet it's very exclusive. Probably need
2770,a credit reference just to get in the pool.
2772,- Amazing!
2773,"- Oh, Nattie."
2775,Not a single body
2776,that exists in nature. Look at that.
2778,- Lydie...
2779,- There's Stu!
2781,
2782,Where? Oh. On the board.
2784,"Oh, isn't he a stunning piece of work?"
2786,"Look, Nattie. That's called liposuction."
2788,
2789,Wow!
2791,"I hope he had protection,"
2792,hitting the water at that speed.
2794,- Let's go say hi.
2795,"- Let's do, please."
2797,- Wow! That's amazing.
2798,- Stunning.
2800,- Hello! You look lovely!
2801,- Hi.
2803,"Oh, guys, I'm so glad you could make it."
2805,"- By the looks of you, that water's so cold!"
2806,"- Yes, well..."
2808,Your tummy looks different from my daddy's.
2810,"Oh, Nattie! Not everyone has"
2811,their own personal trainer.
2813,- Got your swimsuits? Wanna go for a dip?
2814,- That'd be great!
2816,"- Good! How about you, Mrs Doubtfire?"
2817,"- Oh, you wicked, wicked man!"
2819,Isn't there enough flesh here
2820,for you to feast your eyes on?
2822,"- Come, Mrs Doubtfire. Don't be bashful."
2823,"- No, dear. They've outlawed whaling."
2825,- We'd be re-enacting the Titanic.
2826,"- Come on, Mrs Doubtfire."
2828,"Oh, no. Just go. Leave me here."
2829,I'll just sit in the sun and crisp.
2831,You can't get heatstroke
2832,twice in the same year.
2834,"OK. Well, let's go, kids. Swim time."
2836,"- Go, dear. I'll be fine."
2837,"- Your day's on me, Mrs Doubtfire."
2839,"- Anything you need, put it on my tab."
2840,"- Thank you, dear."
2842,Touch me again and
2843,"I'll drown you, you bastard."
2845,I'll just sit here and watch you
2846,move in on my family.
2848,"Hello, hello."
2850,"Oh, God. What am I doing here?"
2851,This is beyond obsession.
2853,"Oh, God..."
2855,
2857,
2859,"- Is everything all right, ma'am?"
2860,- (drunkenly) Fan-bloody-tastic.
2862,- Can I have another?
2863,- Sure.
2865,Great.
2867,- Hi.
2868,"- Soda with a lime, please."
2870,- It's on me.
2871,"- No, thanks."
2873,"Four iced teas, Todd."
2875,"So, whose rugrats?"
2877,Miranda Hillard's.
2879,- Miranda Hillard?
2880,- Mm-hm. The woman I'm seeing.
2882,No kidding? You?
2883,The guy who's never having kids?
2885,Won't have anything to do with kids?
2886,You won't even date a woman with kids.
2888,"People change, Ron."
2890,I'm pushing 40. I don't want to
2891,spend the rest of my life by myself.
2893,She's got an awful lot of baggage. Three kids.
2895,"Three terrific kids, and I'm crazy about them."
2896,Especially little Natalie. Look at her.
2898,She's a sweetie pie.
2900,God knows they need a stable father figure
2901,in their life right now.
2903,- What about their real father?
2904,- What can I say? The guy's a loser. I'll see ya.
2906,
2907,"Loser? Oh, yeah?"
2909,"Oh, sir!"
2911,I saw it! Some angry member
2912,of the kitchen staff. Did you not tip them?
2914,"Oh, the terrorists! They ran that way."
2915,It was a run-by fruiting.
2917,"I'll get them, sir. Don't worry."
2919,
2921,Oh... Oh...
2923,Good waste ofjuice.
2925,
2926,Loser.
2928,
2929,What are you lookin' at?
2931,
2933,
2934,"Hi, boys and girls."
2936,Today we'll be talking about dinosaurs.
2938,
2939,It's... A Dinosaurus Line!
2941,
2943,And please welcome... the king!
2945,
2947,It's a dinner show. Hi! Where you from?
2948,I'm gonna make you lunch.
2950,- (as Elvis) Thank you very much.
2951,- Thank you! All right!
2953,"Ladies and gentlemen,"
2954,put your claws together!
2956,Please welcome... James Browntosaurus!
2958,
2960,"I eat wood, di-na di-na di-na din"
2962,"It tastes good, di-na di-na di-na din"
2964,"No meat, big feet"
2966,I eat wood - pum pum pum pum! Ow!
2968,"Oh, I got to help myself!"
2969,Can't go on! I'm goin' extinct!
2971,"Oh, thank you, James. But right now - yo!"
2972,It's time for the Raptor Rap!
2974,"I'm a raptor, doin' what I can"
2976,Gonna eat everything
2977,till the appearance of man
2979,"Yo, yo, see me, I'm livin' below the soil"
2981,I'll be back but I'm comin' as oil
2983,"Very impressive, Mr Hillard!"
2985,- I didn't know anybody was watching.
2986,- I was watching. That's funny stuff.
2988,"- Well, thanks."
2989,- I think kids'd like it.
2991,- They'd be entertained and get information.
2992,- That's kinda my theory.
2994,"You don't have to play down to 'em,"
2995,just play to 'em.
2997,"- Listen, I'd like to hear more of your ideas."
2998,- My ideas?
3000,- How about a dinner meeting?
3001,- Wow. OK.
3003,Next Friday. Bridges Restaurant.
3004,Seven o'clock sharp.
3006,I'll be there.
3008,Take five.
3010,Take five million. You're dead.
3012,(Daniel) We've just had our first
3013,"home-cooked meal. I'm domestic now, huh?"
3015,"- (Chris) This is terrific, Dad."
3016,- You want more spaghetti?
3018,"- No, I'm stuffed."
3019,- Garlic bread? I made it myself.
3021,"Well, I didn't make it myself."
3022,I cooked it. I sliced it.
3024,"It's OK, Dad. Thanks."
3026,The place looks great. The food's terrific.
3028,I'm really proud of you.
3030,"Yeah. Me, too."
3032,"Me, too."
3034,
3036,I'll be right back.
3038,- Thank you for knocking.
3039,- Yeah.
3041,Whoa! Look at this!
3043,I see you got someone to clean for you.
3045,- No.
3046,- You...?
3048,"- Hi, guys."
3049,"- Hi, Mom."
3051,- Are they ready?
3052,- No. They haven't had dessert yet.
3054,- You cooked?
3055,"- Yes. I cook, I bake, I sew."
3057,Thanks to this Amish
3058,home study course I'm doing.
3060,- I'm very impressed.
3061,- Really?
3063,Give me a second chance. OK?
3064,Let me take the kids after school.
3066,- I can't get rid of Mrs Doubtfire. She's terrific.
3067,- Why not?
3069,She's the best thing that ever happened to us.
3071,The kids are all doing better in school.
3072,Chris is passing every single subject.
3074,I find myself getting home early
3075,just to be with them. We're all doing so great.
3077,Whooh! Sounds like an amazing woman.
3078,Too good to be true.
3080,She is.
3082,- I kinda like the black one.
3083,"- Me, too."
3085,I don't know. Actually... Mrs Doubtfire!
3087,- Yes?
3088,- We need another woman's opinion.
3090,Oh! Then I'm your woman.
3092,- Which one?
3093,- What's the occasion?
3095,- It's my birthday.
3096,- Oh!
3098,- Stu's taking me out to dinner.
3099,- Oh...
3101,- Neither.
3102,- Neither?
3104,"They're both too brazen, dear."
3105,"They cry ""harlot""."
3107,Red is the traditional colour for streetwalkers.
3109,And the black one is far too short.
3110,I hope you waxed.
3112,"They both say to me ""I'm easy."""
3114,You want to be Kilimanjaro
3115,on your first date - inaccessible.
3117,Why buy the cow
3118,when you can get the milk for free?
3120,"No, let's find something more your own age."
3122,Something a little less tawdry.
3124,Let's see.
3126,How about this lovely frock?
3127,"Tasteful, elegant..."
3129,Don't you think?
3131,And old. I wore that
3132,to my aunt's funeral in 1976.
3134,"A classic never dies, dear."
3135,I think it's time to revive it.
3137,I think we should ask the kids.
3138,What do you think?
3140,"- I'd go with the short, black one."
3141,- Yeah. It's the most fun.
3143,There. You see? I agree.
3145,"Fine. You ask my opinion, then don't take it."
3147,- I will not be held responsible for your virtue.
3148,- You'll be there to protect me.
3150,- Stu has invited you and the kids to join us.
3151,"- Oh, how lovely! One big, happy family."
3153,I wouldn't miss that for the world!
3154,Should be smashing good fun!
3156,- I'm so glad.
3157,- When is this enchanted evening?
3159,"Friday night, seven o'clock."
3161,- This Friday at seven?
3162,- Yes. At my favourite restaurant. Bridges.
3164,- Bridges?
3165,- Yes.
3167,- Friday at seven.
3168,- Bridges.
3170,Sorry.
3172,- Bridges?
3173,- Yes! Bridges.
3175,- The restaurant Bridges?
3176,- Friday at seven.
3178,"- I can't. Please, don't. It's bingo night, dear."
3179,- Cancel it.
3181,"I can't, dear. It's my turn"
3182,to pull the balls at the rectory.
3184,- Please join us.
3185,"- Don't ask me that, dear."
3187,I can't have my birthday without you.
3189,It's so important to us that you be there.
3190,You're part of the family now.
3192,I can't have a birthday without you. It would
3193,mean so much to me and the children.
3195,"Please promise you'll come with us,"
3196,Mrs Doubtfire. You just have to.
3198,Who could resist that little face?
3200,- I promise.
3201,- Thank you!
3203,- Thank you.
3204,"- Thank you, dear."
3206,- Oh! Are you all right?
3207,- I'm fine.
3209,
3210,Let's see... Nothing.
3212,- (Daniel) Anything in May?
3213,- Not a thing.
3215,It doesn't look good.
3217,I'm sorry. Mr Lundy is completely booked
3218,for the next two months.
3220,"- I'll meet him any time, anywhere."
3221,- Sorry. There's nothing I can do.
3223,Please. I can't cancel.
3224,It's a huge opportunity.
3226,Take my advice: don't cancel.
3228,Thank you.
3230,"- (Mrs Doubtfire) Come along, Nattie."
3231,"- Hello, darling!"
3233,- Shouldn't you cover your shoulders?
3234,- No! I'm fine.
3236,"- Good evening, Mr Lundy."
