,tweet,hate_speech_label
8349,Can't neva be a sucka for no bitch.. That ain't me,0
8350,Can't no hoe ,0
8351,Can't save these hoes,0
8352,Can't stand a bitch that always feels the need to be doing somethin. Sit your ass at home and be bored you ain't gotta be a hoe all the time,0
8353,Can't stand a nigga that curve his boys for some hoes,0
8354,Can't stand a sob ass bitch,0
8355,Can't stand bitch ass niggas.,1
8356,Can't stand ghetto ratchet ass mofos ,0
8357,"Can't stand that asian dude just now, faggot gives me attitude cause I almost forgot my water, fuck u faggot if I wasn't on stage",1
8358,Can't stand that faggot.,1
8359,"Can't stand the Yankees but Jeter hitting a home run in his final at bat in NYC would be cool. 

Getting beaned would be better",0
8360,"Can't stand when I see a female just get out of relationship &amp; 2 days later their ""talking"" to another guy , hoes gonna be hoes smh",0
8361,Can't stop eating graham crackers,0
8362,Can't take u coons nowhere &amp; I mean nowhere,1
8363,Can't tell if Mexico has been impressive or if Brazil has just been trash today,0
8364,"Can't tell me shit, cuz ion care bitch.",0
8365,"Can't trust every face, bitch you gotta watch em'",0
8366,Can't trust these bitches. And these niggas either.,0
8367,Can't trust these hoes... And when I say hoes I mean dudes to,0
8368,"Can't turn a hoe into a house wife, ",0
8369,"Can't wait till I get my full appetite back. Only ate a half ghetto sandwich. No lettuce, no nothing.",0
8370,Can't wait till my bitches get here ,0
8371,Can't wait to put this down payment on my bitch,0
8372,Can't wait to see my bitch dutchess,0
8373,Can't worry bout a bitch that ain't worried bout me,0
8374,Cancel that bitch like NINOOO,0
8375,"Cancel that hoe "" It ain't nothing to cut that btch off""",0
8376,"Cancer is a hoe y'all pray for the people who have it. http:""",0
8377,Cant handle this bitch and her elbow fat,0
8378,Cant play No games wit deze niggas or bitches ,0
8379,Cant wait   All niggas wanna do at 45 is pop Viagra and pop young bitches,0
8380,Cants da coloreds and da white folk gets along? We all be da same cept da colored men gots da bigga dicks,0
8381,Cardinals score 1st. They lead 1-0 in the top 3rd with birds on base.  ,0
8382,Carl try eat the pussy but that big ass nose be fucking shit up,0
8383,Carol is gonna George and Lenny this bitch.,0
8384,Carrahs a bitch...,0
8385,"Carter needs to shut the fuck up, fucking bitch ass always trying to start shit",0
8386,Casey Matthews is so trash this is BIG,0
8387,Catch me fuckin off tonight ,0
8388,Catch me on the episode of Vampire Diaries tomorrow night. I bitch slap ,0
8389,Catch this jet hoe,0
8390,Catch up with the Lingo itty bitty bitch,0
8391,Cause I'm a trophy hunting little bitch,0
8392,Cause I'm the type of NIGHHA to joke on you or to play around so don't be a little bitch,0
8393,Cause LSU trash   Why they doin the College Playoff ranking shit so early?,0
8394,Cause bitch. I rather eat pussy then get mine ate.,0
8395,Cause you know.. Y'all hoes play entirely too much.,0
8396,Cavs trash too,0
8397,Cay got her whole lit new clicc from her school &amp; be on that bitch shit too me like ? Okay but anyways WE still DEM GIRLZ,0
8398,"Cay said ""well bitch I THOT you was on house arrest so you ain't walking NO WHERE"" OMG I hate her",0
8399,Ceasefire?Let's see how long those towel heads can go without trying to attack Israel then cry to national media when they get popped again,1
8400,Celebratin while you hatin bitch.,0
8401,Celebrities teeth really be white as shit. I mean don't get me wrong my shit aint yellow by far but I need whatever toothpaste they be using,0
8402,"Celtic means white trash. If someone says they're Celtic, it means they're white trash.",1
8403,"Chaber Books: BRAGADAYJAH 24 http:: Nimrod the Cushite, first king of the earth. See Bragadayjah 24",0
8404,Chaber Books: BRAGADAYJAH 315 http:: Further restrictions on eating certain insects and birds,0
8405,Chad Jordan in this bitch.,0
8406,Chance is trash,0
8407,Chances make champions nicca ain't nothing stopping you,0
8408,Chances make champions nicca ain't nothing stopping you,0
8409,Change the game on u bitches,0
8410,"Char-broiled , yellow , sauted spinach and artichoke hearts. Made with love for ",0
8411,Charlene crave colored cock,0
8412,Charles Tillmans' eyes are more yellow than corn,0
8413,Charles was eatin trash ass Dominoes in that pic...you know he was still poor at the time lol,0
8414,Charlie Baker for Mass Gov..the most lib newspaper in most lib state supports 'R' for Gov DoG http: via ,0
8415,Charlie Baltimore look good for 45 ,0
8416,Charlie Clips vs Yung Ill review http:,0
8417,"Charlie Crist (R, I, D - FL) rumored to demand a recount. ",0
8418,"Charlie Crist Losing 50,000 Florida Jobs To Raise Minimum Wage Is Worth It - Conservative Byte http: via ",0
8419,"Charlie Crist and Rick Scott are both scumbags, however interesting that Crist has yet to run one, just one, positive political ad.",0
8420,"Charlie Crist has asked to keep polls in Broward open until 9pm, claiming long lines. Media reports say turnout light in Broward.",0
8421,"Charlie Crist wins Democratic primary in Florida governor's race, AP projects http: via ",0
8422,"Charlie Crist, outlawed, hated, rediculed and vilified for shaking the President's hand. What a country What a democracy",0
8423,Charlie Daniels Goes Off on Satanic Evil http:,0
8424,Charlie Daniels couldve done a better job ,0
8425,Charlie Furbush  ,0
8426,Charlie Jacobs got confused about the ice bucket challenge and instead dumped a bucket of diamonds on his head.,0
8427,"Charlie Kimball: ""I had nowhere to go"" http:  ",0
8428,Charlie Parr Mountain top music Fest http:,0
8429,"Charlie Rangel: Some Republicans 'Believe That Slavery Isn't Over' | Truth Revolt: http: 
Bam, Race Card Vote Democrats out",0
8430,Charlie Sheen,0
8431,Charlie Sheen never disappoints.,0
8432,Charlie Sheen wants to return to 'Two and a Half Men' | http:,0
8433,Charlie Sheen's Video Message to President Obama http:,0
8434,Charlie and I:) love that dog:) http:,0
8435,Charlie and Ron has constantly put out heat for their entire careers,0
8436,Charlie bit me,0
8437,Charlie horses suck ass ,0
8438,Charlie is an ol' hatin' fool ,0
8439,Charlie is so adorable. http:,0
8440,Charlie looking like he's the one that made that 3.,0
8441,Charlie not fukin around in Austin.. Every week somebody getting kicked off the team.,0
8442,Charlie xcx is bae,0
8443,Chase really got hoes in every state it's crazy his @ name the truth,0
8444,"Chase the pussy, it's a sin. Falls in ya lap, it's a blessing.",0
8445,"Chasing these hoes, better get cash nigga",1
8446,Cheated my way to get? Hahaha this bitch funny if youre so worried about me then stop subtweeting me dumb ass,0
8447,Cheater cheater pumpkin eater where'd you find that no good white trash hoe.  ,0
8448,"Cheating isnt about good women and hoes.. Simply about an alternate nut..   Niggas cheat on good women everyday, B.",0
8449,Check his hoe for I check her ,0
8450,Check your slutty fat girl friends instagram pics.See if she don't have five niggaz in every pic thirsting for fat girl pussy.,0
8451,Cheeky thoughts as the rooster crows.,0
8452,Cheer up Charlie.,0
8453,Cheers young lady    foreverrrr younnnnng *grabs flask and chugs*,0
8454,Cheese bitch chupacabra looking fuxk http:,0
8455,"Cheez-Its, Honey BBQ Lays, Oreos and a monstrous glass of 2% right now. I'm the skinny-fat poster boy.",0
8456,Chicago hoes love pink lipstick ,0
8457,Chicago niggas tell bitches anything when they tryna do dat mfa.. https:,0
8458,Chick fil a wasn't about anti gay. It was about the first ammendment. If you didn't get that then you have no right to bitch about rights.,0
8459,Chick got a man but no edges. Niggas got hoes but no diploma . Damn,0
8460,Chicks be mad at me for tweetin about hoes like I'm talkin about a specific someone lol sorry ladies if the shoe fits then wear it,0
8461,Chicks love these ugly hipster faggots. Prolly cause they look like the dad that was never in their life.,1
8462,Chiefs fans are the only ones that claim my takes are wrong about Dogshit trash Quarterback Alex Smith.,0
8463,"Chill   If I ever become president Imma ban Henny from America..... For a Day, just to see you negroes panic. ""gotcha bitch""",1
8464,Chill bitch we ain't in love,0
8465,Chill with the thirst bitch my chicks right next to me For real hoe,0
8466,"Chill, I'm not a coon   Sick of you fake bougie ass coons lol",0
8467,Chillin in the hood with my retarded ass homegirl. I feel at home.,0
8468,Chillin wit my bitch who never hesitates tonight.,0
8469,Chillin with my main hoe Becky http:,0
8470,Choate Chokes On Twinkies; All the damn time I bet.  ,0
8471,Chocolate cake is so trash.,0
8472,Chop the top on the Porsche that's a headless horse ... Extendo long as an extension cord bitch I ball like Jordan and I play full court,0
8473,Chris Bosh bout to disgrace the trophy like a real faggot smh,1
8474,Chris Brown get bitches bruh lmao,0
8475,Chris Paul trash LMFAO,0
8476,Chris a faggot,0
8477,Chris bosh made danny green his bitch last night,0
8478,Chuck E Cheese isn't the same as when I was a kid. Chuck a skinny bitch &amp; they took away the ball pit. Man wtf,0
8479,Ciara not a ghetto name.. Well kinda but its not ASHANTI,0
8480,Cigarette break nd wtf are Mt eyes glowing like Charlie Murphy in the madd real world lol http:,0
8481,Citi field bitches http:,0
8482,City highway skyscrapers building lights yellow blue http:,0
8483,Claim to be a boss but you a lil broke bitch ,0
8484,Clan of retards...,1
8485,"Classy rich family kids doing drugs and tryina be all ghetto and shit,while actual ghetto poor kids looking for education to get outta there",0
8486,CleanUp bitch i just got off the phone with em,0
8487,Clearly I'm afraid of birds http:,0
8488,Cleveland is the best team for manziel honestly the OC can use the offense he had with the redskins &amp; the browns D is nice wit a def HC,0
8489,"Close your eyes and let the world paint a thousand pictures, one good girl is worth a thousand bitches...",0
8490,"Cloud stay stealing peoples phrases first she takes jens by saying ""friend"" then she takes mine by saying ""my nigg"" get your own my nig dam",0
8491,Clown ass nigguh,0
8492,Clowney is a bitch nigga get his ass off my team,0
8493,Cmon Need a yellow for Wilson,0
8494,"Cnt trust or won't spare a bitch ogd ,",0
8495,Cock slappin bitches since 95,0
8496,Cocky bitches with front teeth that stick out from suckin they thumb ;,0
8497,Cocoa puffs time bitch,0
8498,Code of slience pussy HM nigga free my nigga ceddy. d ridah. quan. dollah. Dre n my nigga franc lukis n my nigga j mo,0
8499,Coke and white bitches.,0
8500,"Col. Sanders, Part 2: ""...and those sons of bitches they dragged it out and extended it and watered it down that Im so goddamn mad""",0
8501,Comcast stop being twat and actually work thanks,0
8502,Come back hoe ,0
8503,Come for the brothas and other MOC about culture differences like... bitch plz,0
8504,Come get this catfish pussy,0
8505,Come her lil bitch I want that sloppy toppy,0
8506,"Come home from work to Bridesmaids, Twinkies and a bottle of wine  ",0
8507,"Come on Tank, break dem hoes backs",0
8508,Come on man  ,0
8509,Come on nd get that chicken niggers love dat chicken from popeyes http:,1
8510,Come out her pussy and go in her ass come out her ass and go in her mouth,0
8511,Come thru Keyshia you queen of THOTs bitch,0
8512,Comin from a fat bitch,0
8513,"Commentators bitch at Bird for ""sliding"" but 2 Port guys do it to Buddy and it's Buddy's fault?",0
8514,"Completely off topic, idgaf about that pretty hoe tho",0
8515,Conan Obrien needs to get a life with that $80 million..monkey food maybe.,0
8516,"Confident in one way, pussy in another. So strange",0
8517,Confusing circumstances seem to get in the way of your high ho... More for Virgo http:,0
8518,"Congrats on being a cunt, and doing your make up worse than a 12 year old. Ugly bitch",0
8519,"Congratulations, your just like every other stuck up materialistic American bitch. ",0
8520,"Conoc tus ojos negros 
Y ahora si que no puedo vivir sin ellos",0
8521,Control yo hoes..,0
8522,Controlled the aux cord the whole two and a half hour drive home and didn't repeat a single song. Bet your boyfriend couldn't do that bitch,0
8523,Cooking breakfast in the nude is wifey status? Fuck no. I have actually cooked before &amp; I aint about to get no grease burns on my nips,0
8524,"Cool, fun thing to ponder: the myriad of space trash traveling at thousands of miles per hour right above you  http:",0
8525,Coons   these hoes love putting spaghetti and salad on the same fucking plate....*smh*,0
8526,Coors light is trash. Yuck. I don't even like beer.,0
8527,Corey is trash,0
8528,"Correction:
;;;;when the sky is yellow, death is upon us. No. I'm scared",0
8529,Correction: He better bring ONE classy bitch home because momma ain't going to be dealing with random hoes in the house  ,0
8530,Cost $250   I ain't buying no pussy I got too many followers for that u in Vegas. Dont miss opportunities,0
8531,Coulda been fckd yo bitch ,0
8532,Couldn't care less about any bitch ,0
8533,Couldn't pull my nigga in ya wettest dreams hoe,0
8534,Counting money while my bitches sleep.,0
8535,Country Bumpkin Word of the Day : yokel http:,0
8536,"Country music and rap music both talk about the same basic shit repetitively. Cars/trucks, bitches/women, beer/drugs. Guns lol",0
8537,Cousins looking for bitches I hope  ,0
8538,Cowboys are the best in the NFC. About time these faggots got their shit together,0
8539,Crack cocaine can steal your bitch from you,0
8540,Craig fire that shit up hoe,0
8541,Crangrape ; good pussy,0
8542,"Crank up a little hank, sit on the hood and drink, I'm about to get my redneck on",0
8543,Craving brownies ,0
8544,Crazy ass   I been acting so mean ratchet and ghetto I crack myself up,0
8545,Crazy bitch - Buckcherry ,0
8546,Creeping Death still stuck in my head bitch,0
8547,Creeping with my side bitch hope I don't get caught cheating,0
8548,Crew neck ass nigguh,1
8549,Crop top and some high waisted shorts way to not look like an underage cunt lmfao,0
8550,Cruise's recent comments make him a bigger douchebag than Charlie Sheen &amp; he didn't even have any 'Tiger Blood',0
8551,"Cruisin round the street in my 64', jockin the bitches, slappin the hoes",0
8552,"Cruising in my go kart at walmart selling cupcakes, go ahead admit faggot, this shit is tighter than butt rape~",0
8553,"Crying to the G20 that some Americans don't like you &amp; 'might' call you names, we call that being a crybaby bitch; 0bama.",0
8554,Crystal got all the hoes.,0
8555,Cuffin these hoes man that's where you went bad at. You prolly gettin laughed at Cuz everybody smashed that ,0
8556,"Cuffing is a no no. My ring finger? Stay solo. Why be in a relationship, if you not letting your hoes go?",0
8557,"Cuh, this is our SCRUM    We're finna smash some bitches  http:",0
8558,"Cunts, cunts everywhere.",0
8559,Curly girls is where its at and you bitches need to get with it,0
8560,Current emotion-Broke ass bitch,0
8561,Currently being hit with the jig. Word.,0
8562,"Currently listening to ""The Imperial March"" 

Traditionally only played when preparing to slash bitches.",0
8563,Currently sitting down wishing a bitch would.,0
8564,"Currently, Sup twat licker",0
8565,Curse AVI for Coke because he's a fag and hasn't put it on yet http:,1
8566,Cus you gt d hoes,0
8567,Cussed out by a fat redneck on the last day YOLO    ,1
8568,Customer Service?  I really need this bitch to get the fxck out my business. Just open my new account and leave me alone .,0
8569,"Customers be tryna act like you don't understand what they're saying, no bitch, YOU don't understand what I'M saying.",0
8570,Cut deses bitches off like Hibachi ,0
8571,Cut that bitch off ,0
8572,"Cut them niggas off they aint yo friends , Cut them bitches off they just pretend",0
8573,"Cut these hoes off right now I really need to , ion really know girl but I believe in u",0
8574,Cute Japanese teen gets her tiight pussy fucked while suckingcock http:,0
8575,Cute ass niggah. http:,1
8576,Cute buff guy walked in and then he opened his mouth and he was a flipping retard ,0
8577,Cute dumb females trash.,0
8578,Cute teen gets her pussy flooded withcum http:,0
8579,Cutler less skill at QB than a retarded quadriplegic,0
8580,Cuz if it's trash I'm bashing it at saying he need to go back to jail,0
8581,Cuz its 187 how im killin these hoes,0
8582,Cuz pussy's only pussy man i get it when i need it,0
8583,Cuz they dont wanna b saved   Why is saving hoes bad?,0
8584,Cuz u a hoe,0
8585,"Cuz you a hoe   yall have sex with a dude then he buy you a bag or pay your rent, whats that?",0
8586,DCC bitches knocked out on the grass,0
8587,DEREK JETER clap clap clapclapclap ,0
8588,DIVERSITY: Chcgo Blck Pstr Flooded w/ Dth Threats Ovr Endorsement Of GOP Candidate: U Sellout Uncle Tom Ass N*gger http:,1
8589,DMV nigguh dress funny as hell,0
8590,DO IT DO IT You'll still e a fag but do it(:  I'll pass Heidi. ;) http:,0
8591,DRUGS; Is why  are losing. Just ask  and the HEDGE BET FUND;  ,0
8592,Da bitch mouf was smellin like da porta potties at da mustang field ,0
8593,Da fuq ho,0
8594,Da house next door to me been sold to honkies,0
8595,Daaamn lmao right back to them old ways  ,0
8596,Dab r us nigguh,0
8597,Dad bought me a brownie shake ,0
8598,"Dad brought me home a watermelon eegee, but I don't like it so it's going in the trash ",0
8599,Dad called me a border hopper,0
8600,"Dad just yelled out ""in bout to fry some chicken like a nigger""",1
8601,"Dad: Why are your eyes so red? Son: I smoked weed, Dad. Dad: Don't lie to me, you were crying because you are a faggot.",0
8602,Daddy cracker and a few bad bitches...,0
8603,Dafuq is floppy bird ?,0
8604,Daiya Nagore gets her pussy fucked and sucks cock forpleasure. http:,0
8605,Dallas hoe  ,0
8606,Dam i just gotta hope that niggah dont snitch,0
8607,Dam this niggah trippin off ecstasy,0
8608,"Damn "" How many of you actually have had a threesome. Honestly""""",0
8609,Damn  &amp; his nigger music waking up the whole school in the morning .. ,1
8610,Damn Charlie Wilson is still around?,0
8611,Damn I hate a bitch that like to argue and shit,0
8612,Damn I hate a bitch who like to argue and shit,0
8613,Damn I think your redskins lost ,0
8614,"Damn I use to be a big fan of Ronda, but so far she's been a big cunt ",0
8615,Damn I'm in da mood to eat sum pussy who got it fresh on a platter for me # teamfluffnevabluff,0
8616,Damn Joe Buck just making it sound like Greinke was trash when he played for the Royals. Chill out Joe.,0
8617,Damn Kaepernick is trash man,0
8618,"Damn Karlie Redd, now all these hoes done seen your man junk",0
8619,"Damn bird nearly gave me a heart attack... And all she said was ""Oh."" Bitch Oh..??",0
8620,Damn bitch gotta bootay,0
8621,Damn bitch thnx http:,0
8622,Damn bitch you nosey please don't touch my phone please,0
8623,Damn bro im hungry then a hoe rt and ain't got shit to eat at the crib fuckkkk,0
8624,Damn change change niccas,0
8625,Damn girl I'll be your porch monkey,0
8626,Damn hoe.. You so ugly even hello kitty said goodbye.,1
8627,Damn internal alarm clock. Woke up at 6:35am feeling chunky from my 3am Cheerios splurge. Guilt led me to the treadmill.  ,0
8628,Damn it be cold fo a colored man,0
8629,"Damn lol  Take a picture, it last longer than staring like a weird ass bitch.",0
8630,Damn rednecks outside shooting guns keep waking my kids up. No sleep for us tonight. Thanks  Work at 8am is going to be so great...,0
8631,Damn some Oreos would be so fucking clutch right now,0
8632,Damn that bitch dumb,0
8633,Damn the bad thing about having side hoes is you can't get mad when they don't hit you up all day ,0
8634,Damn they act like Bron tore his ACL Toughen up bitch Lol,0
8635,Damn this bitch crazy,0
8636,Damn this bitch nasty lol,0
8637,Damn those shiner rock those bud light platinum and that ciroc,0
8638,Damn who knew this whole time that I was the angry negro dude? http:,0
8639,Damn you a hoe,0
8640,"Damn, birds stay shitting on my car..",0
8641,Damn.. lol *CENSORED*   Redskins Bitch Lets fucking go fuck the eagles we bout to burn that bitch down HTTR,0
8642,Damn...payback is a bitch,0
8643,Dani Alves pulled off that hairstyle. Neymar just looks like a faggot,1
8644,"Daniel, there's no cow tipping and hoe downs in Jackson... This city living lol",0
8645,"Danny Brown better put out more music before he ODs, that dude is out his fuckin bird",0
8646,Danny Chris and I should not be allowed out in public together ,0
8647,Dark skinned girls with blonde hair need to stop it. The only bitch that can rock that is Dijonay from The Proud Family.,0
8648,Darkies DGAF  ,0
8649,Dat bitch a Thot,0
8650,Dat bitch gotta lay on her back to pee https:,0
8651,Dat bitch had noo cheeks,0
8652,Dat bitch mouth made da honor roll,0
8653,Dat bitch wild as shit lls,0
8654,Dat da bad thing bout being colored. Day bring me in to fight but don't vite me to da victory partay,0
8655,Dat hoe smelt like she was on her period ,0
8656,Dat nicca had Jordan cleats,0
8657,Dat nicca paper Fuwop n da booth,0
8658,Date a thug because you know they won't pussy out when it comes to defending you. ,0
8659,Dating you would be like Darnell dating that fatal attraction bitch Brandy lol,0
8660,Dats y I don't argue wit Dese bitches lol,0
8661,"Dave Chappelle turned into a BEAST he WISHES someone would tell him ""I'm Rick James bitch"" so he can whoop that ass http:",0
8662,David is bitch made ,0
8663,David is my bitch,0
8664,Dawg ass hoes,0
8665,Dawg oriental flavored noodles go so fuckin hard b    Lmfaoo Fuckin coon. Smh,0
8666,Dawg   Man this about to be another trash Thursday night game,0
8667,"Dawg, what the fuck happened to ""so and so"" where did they go? Too worried bout bitches and fashion they go missing in action..",0
8668,"Day juan at the Jim, and Im in total bitch mode for hopefully a week. Ty ",0
8669,"Dayum u gyp, u gone have mfs thinking im wiping my face w/pissy diapers n shyt grrrrrr",0
8670,"De Niro's wife in Casino is the second biggest cunt of all time, first is still George's mother in Blow",0
8671,"Dead af, stupid bitches still talking shit ",0
8672,Deandre Jordan banged dat bitch,0
8673,"Dear God, forgive us for a moral slope of values. Shacking is just a pretty word for perpetual fornication. Let's... http:",0
8674,"Dear Utah Polynesians: Again, stop acting black and speaking ghetto. Speak FOB, you ain't no ghetto niggaz.",1
8675,"Dear Von Miller, Karmas a bitch.",0
8676,"Dear grumpy bitch at gibsons, no one wants to hear about your personal life.",0
8677,Dear inconsiderate ghetto fuck on the train across from me: ya know your phone has options other than speaker phone right??,0
8678,"Dear ugly hoes: Stop playing hard to get, you're already hard to want.",0
8679,Dear whores: Don't tell me I can't dance when the only dancing you do is open your legs and shake your ass like a video ho to shitty rap.,0
8680,Debating feminism with a gay professor uninformed girls and low IQ rednecks is not my idea of a fun Wednesday night,0
8681,"Decent trade for the , a proven veteran  for some prospects",0
8682,Dedication 4 hoe,0
8683,"Dee Gordon getting to ""he can fuck my bitch"" status with all these SBs",0
8684,"DeeDee, Patrick, Ed, Sheen, Timmy's Dad, Beavis &amp; Butthead, Peter Griffin. This is just a list of SOME mentally retarded cartoon characters.",1
8685,Deez fat hoes kill me. I ain't seen this much crack since they locked meech up.lmfao,0
8686,Deez hoes be actin up..,0
8687,Deez niggas pussy so fuck em deez niggas ass so buss em,0
8688,Defiantly going to see that new planet of the apes tonight,0
8689,Define wigga,0
8690,Deion's a bitch,0
8691,Dekalb police are some hoes...,0
8692,Delete now you bitch ass nigga   If the Redskins beat us I will delete my fucking IG,1
8693,Delete this Lmao   bruno mars and el debarge both cop blow from the same nicca....but don't mind me tho,0
8694,Delusional  thinks he can stop  marriage in  http:    ,0
8695,Dem hoes be peeping out my dougie ,0
8696,Dem hoes more  ,0
8697,Dem niccas run plays too quick,0
8698,Denzel did his mf thang in his new movie boy I swear OML he played the shit outta that bitch had me in the movies ready to be a killer ,0
8699,Denzie boutta be takin erry body bitch now,0
8700,Des hoes silly goose's,0
8701,Des popcorn hoes be in da way all the time mannn :\,0
8702,Dese bitches actin like they loyal give dat hoe a Oscar ,0
8703,Dese niggaz on Dat guala shit....... http:,0
8704,Designer belt with a trash fit is still trash..,0
8705,"Despite the zebra red rocket special, portland beats those jersey shore floppers.",0
8706,"Destiny's Child song ""Say My Name"" is the insecure bitches anthem.",0
8707,"Detroit Lions, bitch",0
8708,Detroit nicca but I'm good in the A,0
8709,Devin Hester's a bitch,1
8710,Dey gave da wrong nicca money,0
8711,Dey put us on lockdown cus dey searchin bitches cars fa dat dope,0
8712,Dey wants to rename our main street MLK Blvd. I told dem dat will even scare da colored folks away,0
8713,Dez is caked up with some bitch or something cause hes not playing like Dez Bryant,0
8714,Dhugga Dhugga baby D H U G E R kiss a nigga bitch perfect no CPR ,0
8715,Diabetes galore   ,0
8716,Dick game make a faithful bitch start cheat in,0
8717,Dick so little ugly hoes tryna find me.,0
8718,Did I just see a white bitch getting licked between her legs by a dog? Nasty fuck,0
8719,"Did Miguel just ""Hulkamania Leg Drop"" a bitch from the top rope???",0
8720,"Did everyone else's parents use to refer to the Power Puff Girls as ""Powder Puff Girls"", or were mine just exceptionally retarded?",0
8721,Did he say the tastiest cuts or cunts??,0
8722,Did he say wayne chung bitch ?,0
8723,Did la mulatta just refer to herself as a darkie?    ,0
8724,Did one of the biggest hoes around really just retweet that?,0
8725,Did the Italian bird just call Janet a calzone? ,0
8726,Did this bitch really just ask me do I have a badge to be in this building while going to my floor. White people just don't change at all.,0
8727,Did we just become best friends with these hoes on the boat? Well probably so but we don't love em tho,0
8728,Did you all hear this  redneck? Someone should show him how niggas play.,0
8729,Did you punk bitches take my salmon cream cheese?,0
8730,"Didn't get to hit the slopes today, but snowboarding lessons first thing in the morning ",0
8731,Didn't know Alberta had Brampton bitches ,0
8732,Die twice bitch ,0
8733,Diets aren't for alcoholics.......a bitch be tipsy quick from eating veggies and shit,0
8734,"Difference between ""niggers"" and ""niggas"".  my OG  https:",0
8735,Ding ding ding   Sagittarius - trash.,0
8736,Dino in rare form   Smh Webb hurt,0
8737,Dirty hoe,0
8738,Dirty pop on the counter bitch dirty in it,0
8739,Dis be one sexy bitch http:,0
8740,Dis bitch a wizard  her couch floatin? Wtf,0
8741,Dis bitch blowin me man fuck u,0
8742,Dis bitch by my side and I'll never be broken. http:,0
8743,Dis bitch got these Flintstone sandals ,0
8744,Dis broad done tagged dis nicca n a video of his sis giving dome .. ,1
8745,Dis hoe got uh dinguling nose ,0
8746,Dis hoe wasnt dis violent on Lottery Ticket ,0
8747,"Dis nicca  went in on dat ""I Keep tryin""",0
8748,Dis nicca lame,0
8749,"Dis niga at da gas station trippin. Tol his bitch "" bitch who dnt wana ride wit a niga n a caddy on4s trued up bitch jus shut the fck up lol",0
8750,Dis nigga look retarded,0
8751,Disgusting ,0
8752,"Disturbing: feeling pressure from  fanboys, Al Qaeda fanboys resort to celebrating 9/11 to reclaim their Jihadi bona fides",0
8753,Dj Khaled a fool . 500k for a ring for Nikki? That bitch spends a good million on her ugly ass wigs ,0
8754,Dj Khaled is retarded,0
8755,Dnt play with yo girl heart thats why her pussy there for .,0
8756,Do as I say soo  R muthaafuckin J hoe ,0
8757,"Do birds have dongs? How do they mate? Help me, I'm an adult who doesn't know how animal sex works",0
8758,"Do girls wear bathrobes still cuz I have really cute fuzzy $60 bathrobe from Victorias Secret, is that even ok to wear ",0
8759,Do these glasses make my cunt look fat? http:,0
8760,"Do we love these hoes?

  
   
    
   
  ",0
8761,Do y'all remember when Twitter took away  verified check after Chris Brown broke up with her lmao stupid bitch,0
8762,"Do you ever look zayn and be like ""he cunt be reel""

 ",0
8763,"Do you expect me to be cute with you? Oh, hell no. I'm not a bitch, cuteness gets you planted in a relationship; a relationship you'll hate.",0
8764,"Do you have a nickname? What is it?  Tator, Tator tot, Tightey whitey, whitey Jr, Taylor whitey pants, agent ti... http:",0
8765,Do you know where I grew up Skippy?     ,0
8766,Do you really believe people evolved from apes?  Not really. I'm quiet convinced with the evolution of man but ... http:,0
8767,"Do your dick hang low, do it wobble to and fro, can you tie it in a knot, can you stick it in a hoe?",0
8768,Does SZA have freckles on her pussy too?,0
8769,Does it bother anyone else that the planet of the apes timeline makes no sense?,0
8770,Dog I think it's a nigga dyke I was wondering the same   Is the person that sing 'No Flex Zone' a male or female?,0
8771,Doing her thang for you shoutout that real bitch,0
8772,Dom calls me bitch boy,0
8773,"Dominoes, moonlit lake, Velvet Underground, honey whiskey = white trash heaven. I accept your ridicule...but just tonight.",0
8774,Dont believe APs ho-hum tone: latest poll is great news for Republicans - Hot Air http:,0
8775,"Don't ""k"" me you bitch",0
8776,Don't Hillary's verbal responses and aggressive interactions suggest either brain damage or a need for meds? Or maybe she's just a bitch,0
8777,"Don't act all shy, bitch slop that up.",0
8778,Don't be a broke hoe hating on a paid hoe-,0
8779,"Don't be a fool, wrap your tool 

....unless you wanna be a ratchet white bitch at the clinic with 4 baby daddies. She's apparently exempt",0
8780,Don't be a little bitch or I'll do this to you:) http:,0
8781,Don't be a pussy.,0
8782,Don't be fooled I kickit with niggas and bitches older then you so . . .,0
8783,Don't be mad cause yo bitch Choosin,0
8784,Don't be mad cause yo bitch Choosin and I put her ass in the Jacuzzi SPLASH,0
8785,Don't be no bitch &amp; not speak when I initiate a friendly hello.,0
8786,"Don't be using teeth, hoe that's childish",0
8787,Don't blame me blame ya bitch can't help she want a nigga,0
8788,Don't bring dat police ass nicca round me,0
8789,Don't concern yourself wit my mingling with other bitches.,0
8790,"Don't dance, Iggy. It's trash just like your music.",0
8791,"Don't ever be ashamed of who you are, unless you're a hoe.",0
8792,"Don't ever kiss the other girl in a 3some, don't hug that hoe none of that",0
8793,Don't follow the astros they said. They're trash they said. Well now look at them ,0
8794,Don't fucc wit Coward cuz he a bitch n left LA,0
8795,Don't fuck widd no baby ass bitch in the words of deja lol,0
8796,Don't fuck with girls that wear beanies,0
8797,"Don't fw sloppy hoes, You might catch somethin..",0
8798,Don't get a mf attitude bitch. I'm not about to justify shit.,0
8799,Don't get yo bitch ass killed in new Atlanta baby,0
8800,"Don't get your main bitch and side bitch confused, there's a big difference.",0
8801,"Don't hit me up talking bout ""who that bitch under yo pic"".. Get yo ass treated",0
