,sentence,label
822,"I mean, you could,if you wanted to,just do the speed limit.",0
823,You let a Prius pass us.,0
824,"And what is that? What, you gotyour balls tucked up in there?",0
825,Hey. You know what? Neither one of my ballswanna be here with your stupid ass.,0
826,You brought Little Marcuson a murder investigation?,0
827,We're dropping him at the spa.,0
828,Dropping him off at the spa?,0
829,Carver is scared.,0
830,"He is not gonna wait, man.",0
831,"It's on the way, Mike.",0
832,And what's the person that shot me wantwith a snitch like Carver Remy anyway?,0
833,"I'm taking you to find out,motherfucker.",0
834,"Sorry about that, Little Marcus.",0
835,Pop-pop shouldn't beswearing like that.,0
836,"Only when you're dealingwith people like Mike Lowrey,you got no fucking choice.",0
837,Sorry. There I go again.,0
838,- Take the baby in.,0
839,- I ain't going in there.,0
840,Then you ain't gonna find outwho tried to kill you.,0
841,"See, if I go in there, I knowwho's gonna kill me. Theresa Burnett.",0
842,- Stop fucking around. Take your baby. Go ahead in there.,0
843,"- Mike, Carver's scared.",0
844,He ain't gonna wait all day.,0
845,All right.,0
846,All right.,0
847,No. Mike! Mike!,0
848,Tell Marcus I'm gonna kill him!,0
849,"Go, go!",0
850,"- Go, go, go!",1
851,- What'd she do? What'd you do?,0
852,"- Is she coming? She coming? Oh, shit!",0
853,"- Go, go, go!",1
854,"Mike, you known Theresa a long time.",0
855,How pissed would you say she was?,0
856,What you mean?,0
857,"Like, one to 10?",0
858,"- Yeah, 10 being...",0
859,- Like when I broke up with your sister?,0
860,No. That was me at a 10.,0
861,- Why would you bring that up?,0
862,- All right. I'm just trying to...,0
863,"No, a Theresa 10 would be...",1
864,Me that time you spilledthe Frappuccino in my Ferrari.,0
865,"- Yeah, yeah, that's it. That's it.",0
866,"- She's probably like a nine, then.",0
867,"- A nine? Oh, sh...",0
868,"- Yeah, man.",0
869,"Oh, shit.",0
870,Better make it a 10.,0
871,- Forgot to give her the baby wipes.,0
872,"- Oh, tragedy.",0
873,Are you stopping?,0
874,"Dude, that was a yellow light.",0
875,We are in a hurry.,0
876,Come on...,0
877,"Oh, what? You embarrassedto be seen like this?",0
878,We got Mike Lowrey here!,0
879,Mike Lowrey in a Nissan Quest!,0
880,"Nobody gives a shit, Mike.",0
881,He's... He's my Uber driver!,0
882,A big part of fighting crimeis being ahead of the criminals.,1
883,You don't have to stop for pigeons.,0
884,You just drive up to them. They'll fly away.,0
885,That better be a safe...or a piano.,1
886,- This is my wife's car!,0
887,- And that's fucking Carver Remy!,0
888,You don't know that's Carver Remy.,1
889,That could be anybody.,0
890,- Cover the front door!,0
891,- I'm retired!,0
892,I'm a civilian!,0
893,This is a sign.,0
894,It's a sign from God.,0
895,"Oh, shoot.",0
896,She knows.,0
897,She always knows.,0
898,I need 315 at the Broadmoor Hotel.,0
899,Fuck!,0
900,"God, I know I asked youto help Mike out before...but he's really gettinghis ass whupped.",1
901,"Lord, give me a sign.",0
902,What the hell are you doing?,0
903,Mike!,0
904,Shit!,0
905,You okay?,0
906,I'm better than you gonna bewhen Theresa see this car.,0
907,I had him.,0
908,I had him right there.,0
909,"I don't understand, Mama.",0
910,<i>Armando...</i>,0
911,A bullet is mercy for this son of a bitchwho took your father from me.,0
912,<i>He needs to suffer.</i>,0
913,<i>Then he dies.</i>,0
914,<i>You understand?</i>,0
915,Yes.,0
916,Pass it! Pass it! Thattagirl!,1
917,"Thattagirl, Callie!",0
918,Make them wanna play soccer!,1
919,"You're done, Mike.",0
920,"Yeah, I know.",0
921,"No! If she fouls you,you foul her back!",0
922,- Yes!,0
923,- Yeah.,0
924,So there's this...,1
925,"This Buddhist guy, right?",0
926,"And, you know, mountain man, way up high,going down this long winding road.",0
927,"And out of nowhere,this other guy's ridinga horse right toward him.",1
928,"He's Buddhist too,",1
929,I think.,0
930,"- Actually, I'm not sure.",0
931,"- Just let them both be Buddhist, Cap.",0
932,"Okay, fine.",0
933,"So the guy on the horse isriding toward our guy so fastthat our guy's gotta get out of the way,so as not to be trampled by the horse.",1
934,"And the guy gets up, all dusty, and he goes,",0
935,"""Hey, where the fuck are you going?""",0
936,"And our guy on the horse,he says:",0
937,"""I don't know!",0
938,"Ask the horse!""",1
939,Ask the horse?,0
940,Exactly.,0
941,- Yes!,0
942,- Yes!,0
943,See that face...? That. That?,0
944,That's it.,0
945,That was my face.,0
946,The horse representsall of our fears and traumas.,0
947,"And it's got us running arounda hundred miles an hour,to the point where we can'teven answer a simple question.",0
948,"""Where are you going?""",0
949,"Where are you going, Mike?",0
950,"No, Callie!",0
951,Don't pass!,0
952,Shooters shoot!,0
953,Kid's got the family curse.,1
954,Mike...you gotta get control of your life.,0
955,You gotta grab the reinsbefore your horseruns you off a cliff.,1
956,Come over for dinner.,0
957,Callie would love to see you.,0
958,I'll read you a Buddhist story.,0
959,I got a book full of them.,0
960,"- Wait, you gonna be cooking again?",0
961,"- Hell, yeah.",0
962,"- All right, all right. We'll order pizza.",0
963,"- Yeah, I think I can do that.",0
964,Bingo.,0
965,- Cap!,1
966,"- I don't know! I don't know! Go, go, go!",0
967,Get him.,0
968,I can help. What does he need?,0
969,Shoot.,0
970,- Through the bitch.,0
971,- Move.,0
972,- Move. Get behind the car.,0
973,- No. I can help.,0
974,Move! Get behind the car!,0
975,"What's wrong with you, man?",0
976,You had that shot.,0
977,No innocents.,0
978,"You crazy, man, you know that?",0
979,Three-fifteen. Shots fired.,0
980,Officer down.,0
981,Jose Marti Park.,0
982,We need Air One on a three.,1
983,This is Detective Mike Lowrey.,0
984,The captain is down.,0
985,The captain is down.,0
986,Ready! Aim! Fire!,1
987,Ready! Aim! Fire!,1
988,"You were right, man.",0
989,"You said if I went out there,",0
990,I was gonna get somebody killed.,0
991,One last time?,0
992,One last time.,0
993,"Mama, they're all gone.",0
994,It's time?,0
995,"<i>Yes, kill him.</i>",0
996,"<i>But before you do it, look in his eyesand tell him something for me.</i>",0
997,"What, Mama?",0
998,I ran a suspicious financial report on Booker.,0
999,All his LLC fronts have the same accountant.,0
1000,"Picante Jenkins, CPA.",0
1001,Yep. You don't meettoo many Picantes.,1
1002,- So we just gonna do a knock-and-talk?,0
1003,- Yeah.,0
1004,- What the hell is all that?,0
1005,- What you talking about?,0
1006,"Mike, you don't needa grenade launcher.",0
1007,"Yeah, but I want one.",1
1008,"He's an accountant, Mike.",0
1009,"- Look, we're not going in there like that.",0
1010,- Like what?,0
1011,"Hey, look, all our lives,we've been bad boys, all right?",0
1012,Now it's time to be good men.,0
1013,Who in the hellwanna sing that song?,0
1014,"<i>Good men, good men",0
1015,What you gonna do?</i>,0
1016,"Well, maybe if you sang the songlike you meant it, it'd catch on.",0
1017,Nah.,0
1018,Knock and talk.,0
1019,"Yeah. Knock, knock.",0
1020,- Mike! Mike! Mike!,0
1021,- Miami PD! Get down!,0
1022,- Mike! Mike!,0
1023,- Get down!,0
1024,- What is happening?,0
1025,- Mike! What happened to knock and talk?,0
1026,"- Hey, you broke my door. You broke my door!",0
1027,"- Sir, sorry about the door, okay?",0
1028,- A little Gorilla Glue will make that just fine.,0
1029,"- Hey, where's your warrant?",0
1030,I need you on your knees with your handsbehind your head right now!,1
1031,"Sir, if you keep moving,",0
1032,I'm gonna shoot you in your face.,0
1033,"- No, he's not.",0
1034,"- Yes, I am!",0
1035,"Mike, the man is an accountant.",0
1036,We just need to talk to him.,0
1037,So you wanna have a conversation,0
1038,- with a coked-out orange mountain?,0
1039,- Here's the latest figures.,0
1040,"Look, let me handle this, okay?",0
1041,Just back up.,0
1042,I'm gonna penetratethis man's soul with my heart.,0
1043,What?,0
1044,Yeah.,0
1045,Watch and learn.,0
1046,"Hey! Hey, ass licker.",0
1047,I'm gonna fast-food fist-fuck you.,0
1048,"Sir, that's just nasty.",0
1049,"- Now, I recognize that this is a difficult situation.",0
1050,- Don't come over here.,0
1051,- Don't go over there.,0
1052,- We just need your client's receipts.,0
1053,- What?,0
1054,- Booker Grassie.,0
1055,Any record of...?,0
1056,Hey. How deep you thinkyou got in his soul?,0
1057,- Sometime you gotta suffer for what is right.,0
1058,- Don't you turn that other cheek.,0
1059,- Get off me!,0
1060,- All right.,0
1061,"Now, sir, I realizethat you're scared.",0
1062,"Hell, we all scared.",0
1063,"You know, sometimes fear just...",1
1064,"So, what you thinking?",0
1065,I think you shouldhandle this one.,0
1066,"Yeah, me too.",0
1067,Hey!,0
1068,MLK just tapped out.,0
1069,You got Brother Malcolm now.,1
1070,We can handle thisby any means necessary.,0
1071,"Hey, I recognize you.",0
1072,You're that cop that got shot.,0
1073,"Bad year you're having,",0
1074,Butterscotch.,0
1075,"If you didn't have that gunand badge, I'd fucking eat you.",1
1076,"This the only thing that's keeping youfrom eating me, huh?",0
1077,Yeah.,0
1078,"Bring it, big boy.",0
1079,- Left line clear!,0
1080,- Cuff him.,0
1081,What the hell are y'all doing here?,0
1082,I called them.,0
1083,What?,0
1084,What happened to bad boysone last time?,0
1085,This is one last time.,0
1086,"But this here's the remix, Mike.",0
1087,We work with AMMO now.,0
1088,"That's that shit, okay?",0
1089,You got three secondsbefore I bite it off.,1
1090,Get your damn finger out my face.,0
1091,"So tell us. Judge, prosecutor,criminal informant, the captain, and you.",0
1092,- Who do you all have in common?,0
1093,"- Hundreds of investigations, operations...",1
1094,Eight hundred and forty-seven casesin the nexus of all the victims.,0
1095,"- Well, who up there wants to kill you?",0
1096,"- Hell, who doesn't?",0
1097,- All right.,0
1098,- That just the criminals that we're looking at.,1
1099,I don't trust a person that don't wanna kill him.,0
1100,"Hell, put my name up there.",0
1101,- Thanks. We got it. We appreciate it.,0
1102,- What you get out of the accountant?,0
1103,- His records are a mess.,0
1104,- Surprising.,0
1105,But I did manage to getinto his Keychain.,0
1106,- So?,0
1107,- All of his social.,0
1108,Boom.,0
1109,A lot of dick picsbut not so many clues.,1
1110,- Facial rec for anyone in our system.,0
1111,- On it.,0
1112,It's three daysbefore I got hit.,0
1113,"Hey, go back to that last shot.",0
1114,The chain.,0
1115,"Yeah, zoom in.",0
1116,- Zway Lo.,0
1117,- Zway Lo.,0
1118,Who's Zway Lo?,0
1119,Lorenzo Rodriguez.,0
1120,Goes by Zway Lo.,0
1121,Used to coach him in peewee hoopsbefore he went for that thug shit.,1
1122,"Great player, but I had to bench himduring the championship.",0
1123,You benched a 10-year-oldin the championship game?,0
1124,Yeah. Little fucker called mea dickhead.,1
1125,- Did y'all win at least?,0
1126,"- Hell, no.",0
1127,He was our star player.,0
1128,"We lost by 40, but I made my point.",0
1129,"Okay, there's no ""I"" in ""team.""",0
1130,"- There is one in ""dickhead"" though.",0
1131,"- Man, shut up.",0
1132,"Look, Zway Lo's into drugs,weapons.",1
1133,He's one of Taglin's lieutenants.,0
1134,Taglin was found deadthe same night Mike got shot.,0
1135,I guess he's someone else'slieutenant now.,1
1136,Lorenzo Rodriguez.,0
1137,"No mortgage,not even a bank account.",0
1138,But it is his birthday tomorrow.,0
1139,"If he's celebrating,there's three spots for a cat like that.",0
1140,"Ditto, Ice 45, Zillion.",1
1141,Can you get into their club records?,0
1142,Ice 45 should up their cyber security.,0
1143,Okay. Ice 45.,0
1144,Ditto. Zillion.,0
1145,There. Rodriguez.,0
1146,- Bam.,0
1147,- The party's tonight.,0
1148,Zillion it is.,1
1149,"All right, we meet at the club at 2300, UC,so wear your Sunday best.",0
1150,This is a grab. We're in. We're out.,0
1151,No bodies. This raid is strictly nonlethal.,0
1152,Nonlethal.,0
1153,Has anyone informed the bad guys?,0
1154,ACLU rounds.,0
1155,Rubber.,0
1156,"Trust me, you'll enjoy them.",0
1157,You get to shoot as much as you want.,0
1158,"<i>Bad boys, bad boys</i>",0
1159,"Hell, no.",1
1160,<i>Whatcha gonna do?,0
1161,Whatcha gonna do when we come...?</i>,0
1162,"Hey, hey, hey!",0
1163,"- No, no.",0
1164,- No! No!,0
1165,Never. Y'all willnever do that again.,0
1166,"Yeah, and you fucking up the lyrics,which take a long time to learn.",0
1167,- Don't do that.,0
1168,- All right.,0
1169,"- No, no. Don't do that.",0
1170,- Seriously.,0
1171,- Okay.,0
1172,"- Sorry, sorry.",0
1173,Shit.,0
1174,- Won't happen again.,0
1175,- Get your own damn song.,0
1176,Can you believe that shit?,0
1177,Dumbass.,0
1178,"Whatever, man.",0
1179,Miss me with that bullshit.,0
1180,I got this.,0
1181,"Hello there, ladies.",0
1182,Georgio in there tonight?,0
1183,"- No idea who that is, sir.",0
1184,- The line's in the back.,0
1185,Nicole! Paige!,0
1186,Hey!,0
1187,- Hey!,0
1188,- You guys look so good.,0
1189,- Thank you.,0
1190,- Thank you.,0
1191,"- So beautiful. Oh, my God.",0
1192,- You too.,0
1193,"That's my Uncle Michael,and that's his pal, Uncle Marcus.",0
1194,You mind if they come in?,0
1195,He just got divorced.,0
1196,"- Oh, that is so sad.",0
1197,- Yeah.,0
1198,- Come on in. Come on in.,0
1199,- Come on.,0
1200,"- Hell, no.",0
1201,"- Come on, kids. Let's go.",0
1202,- Watch your step.,0
1203,- Yeah.,0
1204,"- Oh, no.",0
1205,"- No, yeah.",0
1206,- It's real.,0
1207,"- No, not at all.",0
1208,- Yeah.,0
1209,"- No, sir.",0
1210,Yeah.,0
1211,Yeah.,0
1212,"Kelly, what's the target QTH?",0
1213,<i>Second level. VIP platform.</i>,0
1214,<i>- I have eyes on.</i>,0
1215,- Up top.,0
1216,"Hi, baby.",0
1217,Target confirmed.,0
1218,"<i>Platform is one way in,one way out.</i>",0
1219,<i>We got him cornered.</i>,0
1220,"Man on his two-side has a 55, hot.",1
1221,"Stay with the A-plan. Kelly,you're on Zway Lo's bodyguard.",0
1222,<i>Copy.</i>,0
1223,"Mike, how you think she DJ like that?",0
1224,She must got some strong ass muscles.,0
1225,"Look, I'm gonna be honestwith you, Mike.",0
1226,I ain't had sex in a long time.,0
1227,"Yeah, too long. Too long.",0
1228,I be thinking of shit.,0
1229,"- Crazy shit, Mike.",0
1230,- Marcus.,0
1231,- I feel like I'm locked up since...,0
1232,"- Hey, you know they can hear you?",0
1233,It's too loud. They can't hear us.,0
1234,They can't hear us.,0
1235,"Look, look, sometime I go tothe Internet,",0
1236,<i>and I see some weird shiton there.</i>,0
1237,<i>- I saw a man put his...,1
1238,- Marcus.</i>,0
1239,Marcus.,0
1240,What?,0
1241,We can hear you.,0
1242,That's a little jokey joke.,0
1243,"Y'all didn't hear that, did you?",0
1244,- In position.,0
1245,<i>- Setting up.</i>,0
1246,"<i>Mike, Marcus,meet you at the top.</i>",0
1247,"<i>Mike and Marcus moving,stairs right.</i>",0
1248,"<i>Rita on the move,stairs left.</i>",0
1249,- Everybody in position?,0
1250,- Set.,0
1251,<i>- Set.</i>,0
1252,- Set.,0
1253,"<i>That dress is incredible, girl.</i>",0
1254,- You got style.,0
1255,"- Oh, hi.",0
1256,- Thank you.,0
1257,- Yeah.,0
1258,Stand by. Stand by. Stand by.,0
1259,<i>I can't. I'm herewith my girlfriends.</i>,0
1260,"They can come too, baby.",0
1261,I can't tonight.,0
1262,"Knee him in his balls,and let's go.",0
1263,- From Tétouan.,0
1264,- From Tétouan.,0
1265,"- Bye, baby.",0
1266,"- Bye, baby.",0
1267,Why'd she wear that dress?,0
1268,That is not a undercover dress.,0
1269,You should've wore something...undercover.,0
1270,Happy birthday.,0
1271,"Yo, yo, yo! Everybody,let's make some noise!",0
1272,We got a special guestin the house!,0
1273,"It's his birthday! Let's wish hima birthday on one! Three, two, one.",0
1274,Happy birthday!,0
1275,"We love you, Zway Lo!",0
1276,Hey! Yeah!,0
1277,<i>- Zway Lo! Zway Lo!</i>,0
1278,"- Top of the world, baby!",0
1279,<i>- Zway Lo! Zway Lo!</i>,0
1280,"- Happy birthday, dickhead.",0
1281,- Yeah!,0
1282,- Yeah!,0
1283,- Yeah! Yeah!,0
1284,- Yeah!,0
1285,- Yeah.,0
1286,"- You going to jail today, motherfucker.",0
1287,"When I say ""criminal,",0
1288,"""you say ""jail.""",0
1289,- Criminal.,0
1290,- Jail.,0
1291,Miami PD! Freeze.,0
1292,- Damn!,0
1293,- Damn!,0
1294,I told you he was an athlete.,0
1295,- We gotta jump.,0
1296,- I'm not jumping.,0
1297,- He's getting away! Jump now!,0
1298,- Shit!,0
1299,Zway Lo!,0
1300,Get out of the way!,0
1301,I need this. I need it.,0
1302,"Excuse me, sir.",0
1303,- What you doing?,0
1304,- Excuse me.,0
1305,"- Hey, hold on!",0
1306,- Official police business.,0
1307,"- Hey, that's my car!",0
1308,- This is the police.,0
1309,Back up!,0
1310,- What the fuck?,0
1311,- Come on!,0
1312,It is of no advantage for me to jump offof the fucking thing if you're gonna take the stairs!,1
1313,I told your ass I wasn't jumping!,0
1314,<i>Zway Lo just turned lefton 2nd Ave.</i>,0
1315,Shit!,0
1316,- Putting your seat belt on?,0
1317,- Yeah.,0
1318,- That's how we do it now?,0
1319,- You're damn right.,0
1320,- Number one's on my ass!,0
1321,<i>- Crossing 395 into Overtown.</i>,0
1322,"Whoa, Mike. Overtown's a no-go.",0
1323,<i>Zway got people here.,0
1324,Dangerous people.</i>,0
1325,We're dangerous people.,0
1326,"Shit, whoa!",0
1327,"Damn Nerf gun,rubber bullet bullshit.",1
1328,"They shooting slugs,we firing gummy bears.",1
1329,"Mike, pull over for a minute.",0
1330,I need to tell you something.,0
1331,- Pull over?,0
1332,- Yeah.,0
1333,- One second. Let me see if Zway will pull over. Zway Lo!,0
1334,- Yeah. Yeah.,0
1335,Marcus needs to pull over for a second!,0
1336,"Hey, can we get a time-out?",0
1337,"- Damn it, Mike, I need to tell you something!",0
1338,- What?,0
1339,I made a promise to God.,0
1340,- To who?,0
1341,- To God.,0
1342,What the hell are you talking about?,0
1343,"Look, I told the Lord thatif you made it throughthat I would make no more violence.",0
1344,He definitely knew you was bullshittingwith that. Violence is what we do.,0
1345,"It's about your soul, Mike.",0
1346,Our job is to protect and serve.,0
1347,You're damn right. I'm aboutto serve this bitch right now.,0
1348,"- Oh, shit! What...?",0
1349,"- Oh, shit.",0
1350,"Oh, look at that!",0
1351,Damn!,0
1352,That is some Elephant Man shit right there.,0
1353,"Yo, you see that?",0
1354,"- Yeah, I see it.",0
1355,"- Hey, stop it.",0
1356,"- It's calling me, Mike.",0
1357,- What?,0
1358,- Leave it... Stop it.,0
1359,"- I can't help it, but it's calling me.",0
1360,Stop. What the hell is wrongwith you? Just leave it alone.,0
1361,"Yo, leave it alone.",0
1362,Leave... Marcus.,0
1363,"- You're gonna pop that shit, man.",0
1364,- That shit nasty!,0
1365,- Then leave it alone.,0
1366,"- Oh, shit.",0
1367,Damn.,0
1368,- Just leave it alone! Let's...,0
1369,"- No, one more time. One more again.",0
1370,Overtown is waking up.,0
1371,Let's go.,0
1372,"<i>- AMMO, where you at?</i>",0
1373,- Got jammed up. Hitting Overtown now.,0
1374,Gear up.,0
1375,Come on.,0
1376,Fuck!,0
1377,We got your man!,0
1378,- Shit!,0
1379,- I'll kill his ass!,1
1380,"Oh, shit!",0
1381,Stop it!,0
1382,"Wake up, Zway Lo!",0
1383,Wake up! Wake up!,0
1384,Wake your ass up!,0
1385,Coach Burnett?,0
1386,Dickhead.,0
1387,Still think I'm a dickhead?,0
1388,"- Zway Lo, who wants to kill me?",0
1389,"- Shit, everybody wanna kill you.",0
1390,"Yeah, I told you, Mike.",0
1391,Forget about me!,0
1392,Kill them both!,0
1393,What's he saying?,0
1394,Kill them both!,0
1395,What's he saying?,0
1396,- Y'all both dying tonight.,0
1397,"- Coming up, Marcus.",0
1398,"Oh, shit.",0
1399,"Thank you, God!",0
1400,Why'd you let him get away?!,0
1401,Lay suppression fire!,0
1402,"- Oh, shit!",0
1403,- Get in!,0
1404,- There's a pit bull!,1
1405,"- Hey, come on!",0
1406,"Wanna get bit, you wanna get shot?",0
1407,Come on! Let's go!,0
1408,"- Oh, shit.",0
1409,- What you got?,0
1410,It's like an angrywhite man's basement in here.,1
1411,"- Shit, a fucking grenade.",1
1412,- Pull it.,0
1413,- Pull it!,1
1414,- This ain't fucking Vietnam!,0
1415,"- Hang on to it, then.",0
1416,"- Damn you, Mike!",0
1417,"Oh, shit!",0
1418,"Come on, man!",0
1419,What else you got?,0
1420,"Oh, yeah!",0
1421,Shoot that shit!,0
1422,"No, no, Mike! I made a promiseto God! No more violence.",0
1423,- Who do you think sent you that weapon?,0
1424,- I don't know!,0
1425,That is God's gun!,1
1426,- It is?!,1
1427,- Sent to you in your time of need.,0
1428,"- Well, shit! I do need it right now!",0
1429,- Yes. You are a vessel for the Lord's work.,0
1430,"- Yeah, I'm a vessel.",1
1431,- Like David and Goliath.,0
1432,"- Yeah, David with the slingshot.",0
1433,- Yes! That is your slingshot!,1
1434,- Yeah!,0
1435,- To smite thine enemies!,1
1436,"- You know what? Bad boys of the Bible, baby!",0
1437,- Exactly!,0
1438,- Amen? Amen?,0
1439,- Amen! Amen!,0
1440,- Shit!,0
1441,- Where are your glasses?,0
1442,- I don't need no damn glasses!,0
1443,- You ain't hitting shit!,0
1444,Let's go!,0
1445,Shit!,0
1446,Get that ATV!,0
1447,I got the six!,1
1448,Yes!,0
1449,No!,0
1450,Mike! Mike! Mike!,0
1451,What the hell you doing?!,0
1452,"Lord, I don't wanna die this way!",0
1453,- Mike!,0
1454,"- Oh, shit!",0
1455,"- My bad, my bad.",0
1456,"- Damn right, that's your bad!",0
1457,"Oh, shit.",0
1458,"Oh, shit!",0
1459,"Oh, shit!",0
1460,Mike! Mike!,0
1461,Move!,0
1462,Get out of the fucking way!,0
1463,"Hey, Dorn. I need you.",0
1464,"Hey, hey, look.",0
1465,I been there before. Many times.,0
1466,It's gonna be all right.,0
1467,That's Zway Lo's phone.,0
1468,Can you break it?,0
1469,- Yeah. What am I looking for?,0
1470,- Who he's talking to. Call logs.,0
1471,And I need you to hurry upjust a little bit.,0
1472,"Okay, but I'm gonna have to goon the dark side.",0
1473,All right.,0
1474,You good with that?,0
1475,Yeah.,0
1476,- Yeah.,0
1477,- Yeah. Let's do it.,0
1478,"Dorn, he's a big guy.",0
1479,- How'd he get so good at this stuff?,0
1480,- What stuff?,0
1481,Tech shit.,0
1482,- He looks like a killer.,1
1483,- Is.,0
1484,Used to be a bouncer.,0
1485,Guy one night was gettingphysical with a woman...,1
1486,"Yeah, big man lost it. Hit him.",0
1487,- Bastard dropped dead.,0
1488,- Avoided the fight ever since.,0
1489,Here we go.,0
1490,Give me the last two months.,0
1491,Shit.,0
1492,Mexico.,0
1493,What are you after here?,0
1494,"All right. To each one of those numbers,",0
1495,I need you to text the phrase:,0
1496,Done.,0
1497,All right. I got it.,0
1498,Thank you.,0
1499,- You sure?,0
1500,- I got it. Go.,0
1501,We're shut down.,0
1502,- What?,0
1503,- What do you mean?,0
1504,AMMO's done.,0
1505,I'm sorry.,0
1506,"Look, everything's gonna be all right.",0
1507,"Trust me on this, okay?",0
1508,Everything's gonna be all right.,0
1509,Mike.,0
1510,You all right?,0
1511,I think he's my son.,0
1512,What?,0
1513,"Twenty-four years ago,before we partnered up...",0
1514,Captain Howard pulled me outof the academy.,0
1515,Nobody knew who I was.,0
1516,He sent me in undercoverwith the Aretas cartel.,0
1517,<i>Sorenson.</i>,0
1518,<i>Weber.</i>,0
1519,<i>Vargas. Carver.</i>,0
1520,All of the victims were on that case.,0
1521,This is revenge.,0
1522,"- Yeah, Mike, but you weren't on that case.",0
1523,- My name wasn't on it.,0
1524,That's how deep I was.,0
1525,I was Ricky Rollins.,0
1526,Benito Aretas.,0
1527,"He's dead, Mike. He ain't after you.",0
1528,Not him.,0
1529,His wife.,0
1530,Isabel.,0
1531,I was her driver.,0
1532,We connected so... deep.,0
1533,We talked about everything.,0
1534,She showed me the whole game.,0
1535,"How to walk it, how to talk it,put clothes on it.",1
1536,She made Mike Lowrey.,0
1537,We fell in love.,0
1538,- Are you telling me the one time that you...?,0
1539,- Isabel Aretas.,0
1540,The one time.,0
1541,Takedown was coming.,0
1542,"DEA, ATF, everybody.",0
1543,And I was gonna ghostthe whole operation.,0
1544,Me and Isabel were gonna run awaywith each other.,0
1545,What made you change your mind?,0
1546,They call her <i>La Bruja.</i>,0
1547,The Witch.,0
1548,<i>She is into some dark shit.</i>,0
1549,<i>Santa Muerte.</i>,0
1550,That woman...was a stone-cold killer.,1
1551,<i>So I had to put the woman I love behind barsfor the rest of her life.</i>,0
1552,"Chose the badge, and I've beenchoosing it ever since.",0
1553,"Mike, you fucked a married witch?",0
1554,"So all the shit I just said,and that was your takeaway?",0
1555,"No, it's just a lot to digest.",0
1556,You think you know somebody and...,1
1557,"Hell, now it explainswhy you dress like a drug dealer.",1
1558,- So you wanna hear this shit or you don't?,0
1559,- Sorry.,0
1560,"But you don't know that's your son, Mike.",0
1561,You don't know who that witch was fucking.,0
1562,Benito Aretas couldn't have kids.,0
1563,"Isabel gave birth in prison,eight months after her arrest.",0
1564,He said that to me before,0
1565,I jumped from the chopper.,0
1566,<i>Me and Isabel made that up.</i>,0
1567,<i>It's not even real Spanish.,0
1568,It's some shit we said to each other.</i>,0
1569,"<i>It meant like,",0
1570,"""We'll be together until we burn.""</i>",0
1571,The traitor is coming.,0
1572,Get prepared.,0
1573,We will.,0
1574,Let's go!,0
1575,"- Nah, Mike.",0
1576,"- Marcus, he's the right age.",0
1577,<i>He's crazy like me. He's ruthless like me.,0
1578,He's fearless like me.</i>,0
1579,He's the fucked-up me.,0
1580,"No, Mike.",0
1581,You the fucked-up you.,0
1582,You jumping to conclusions.,0
1583,All right?,0
1584,Shit's gonna work itself out.,0
1585,You gotta trust that.,0
1586,Yeah...,1
1587,You're right.,0
1588,"Oh, man.",0
1589,"I love you, man.",0
1590,"I love you, man.",0
1591,- I gotta go. All right?,0
1592,- Mike.,0
1593,Mike.,0
1594,"Let me get past you there, sir.",0
1595,Sorry there. Excuse me.,0
1596,Excuse me.,0
1597,That's the right spotfor me right there.,0
1598,"Excuse me, sir.",0
1599,Seat right there.,0
1600,Let me get by you. Watch your toes.,0
1601,Watch your toes there.,0
1602,It's all right.,0
1603,There you go.,0
1604,"No, Marcus.",0
1605,"I'm not letting you go ona suicide mission alone, Mike.",0
1606,This is on me.,0
1607,I'm not letting anybody else get killeddealing with my shit.,0
1608,"Mike, she's a <i>bruja.</i>",0
1609,She'll make your eyes meltinto your stupid-ass head.,1
1610,She'll make your dick fall off.,1
1611,I meant penis. You should be mindingyour own business anyway.,0
1612,"Marcus, please go home.",0
1613,We fly together. We die together.,0
1614,- What?,0
1615,"- Oh, no.",0
1616,That's just something we say.,0
1617,It's all good. It ain't...,0
1618,I can see how that goty'all a little...,1
1619,Where y'all from? Where you from?,0
1620,"So, what you gonna do when you see him?",0
1621,You really gonna put your son behind bars?,0
1622,No. I'm gonna kill him.,0
1623,"Kill him? You really gonnakill your own son, Mike?",0
1624,I'm gonna put himin a fucking bag.,1
1625,- You mind if we switch seats?,0
1626,"- Yeah, please.",0
1627,Excuse me.,0
1628,You realize you willgo to hell?,1
1629,"- I don't believe in hell, Marcus.",0
1630,"- Well, it believes in you.",0
1631,"I mean, killing your own son.",0
1632,"Brother, that's a darknessthat swallows you whole.",0
1633,"Well, maybe I already been swallowed.",1
1634,"I died, remember?",0
1635,"I'm ending this shit, man.",0
1636,I should have knownhe was your son.,0
1637,"Because the wayhe whupped your ass, Mike.",0
1638,That was a ass-whupping straightfrom thy own loins.,1
1639,A supernatural ass-whupping.,1
1640,Can I be the godfather?,0
1641,"- You know what you can be, Marcus?",0
1642,- What?,0
1643,Quiet.,0
1644,"- Oh, I should be quiet?",0
1645,- Yeah.,0
1646,"All right, you just hada warlock baby with <i>La Bruja,</i>who's trying to kill your ass,probably mine too,sucking our blood and all of that shit,but I should be quiet.",0
1647,Yeah.,0
1648,"Yeah, okay, Mike.",0
1649,How you fuck a witchwithout a condom?,1
1650,"You wrap that shit up, man.",0
