,sentence,label
820,Protocol.,0
821,Course I'm no stinkin' kike.,1
822,"All right, look, we gotta ask it, is all.",0
823,"But he's not a Jew, all right? Satisfied?",0
824,Smells kosher to me.,0
825, Stop fucking around.,0
826, I fuck straight.,0
827, Who you fucking?,0
828, Double D!,0
829,"All right, both of you, give the man some space.",0
830,Jesus Christ.,0
831,Let him breathe a little.,0
832,"Ron, let me buy you a beer.",0
833, Okay.,0
834, Come on.,0
835,Sorry about these guys.,0
836,"They're a little, uh, too friendly sometimes.",0
837,They just get excited.,0
838,Yeah.,0
839, What kind of beer you like?,0
840," Coors, if you got it.",0
841,That was interesting.,0
842,Not exactly the Beverly Hillbillies.,0
843,They liked you.,0
844,Except for that Felix guy.,0
845,Do not ride his bumper like that.,0
846,Two car lengths.,0
847,You think he got a good look at my face?,0
848,Probably.,0
849,You get the papers?,0
850,They want you to join.,0
851,"Technically, they want you to join.",0
852,Yeah.,0
853,"Yeah, they want a black man to join the Ku Klux Klan.",1
854,I'd say that's mission impossible.,0
855,Double success.,0
856,We're in!,0
857,"Slow down, brother.",0
858,Slow down.,0
859,And exactly how much should we be worried about them?,0
860,Enough that we'd like to dig deeper.,0
861,"One of the men discussed plans for a possible attack, so.",0
862,I wouldn't give him that much credit.,0
863,These guys like to boast.,0
864,What kind of attack?,0
865,"Uh, Ivan.",0
866,"Ivanhoe said ""boom,"" mentioned something about fireworks.",0
867,"But personally, I didn't buy it.",0
868,I doubt they're even capable.,0
869,"Either way, at this point, we're looking for full support from the department on this, Sarge.",0
870,Let's move on with the investigation.,0
871,Let's try to find out if they are capable of anything.,0
872,Okay.,0
873," Thank you, Sarge.",0
874, You got it.,0
875,"When we dropped Brother Kwame off at the airport, he told me that the Black Power movement needed strong sisters like me to lead the fight against capitalist oppression and the politicians and pigs who perpetuate it.",0
876,His words almost made that whole pig nightmare worthwhile.,0
877,What's wrong?,0
878,What do you mean?,0
879,What's wrong?,0
880,I don't really use that word.,0
881,What word?,0
882,"""Pigs."" Well, what else would you call them?",0
883,Cops.,0
884,Police.,0
885,Officers.,0
886,A bunch of racist cops on a power trip.,1
887,"So, you think all cops are racist?",1
888,It only takes one to pull a trigger on an innocent sister or brother.,0
889,Hmm.,0
890,Why were you at Brother Kwame's speech?,0
891,He's got some good ideas.,0
892,"I don't agree with all of them, but he's a smart brother, definitely worth hearing.",0
893,Are you down for the liberation of black people?,0
894,Do we always have to talk politics?,0
895,What's more important?,0
896,Do you ever take time off?,0
897,No. It's a lifetime job.,0
898,"Sister Angela Davis, most righteous sister, can we please spend some quality time together?",0
899,And what did you say your J-O-B is?,0
900,"Sister Kathleen Cleaver, I didn't.",0
901,Are you a pig?,0
902,Excuse me?,0
903,Are you a pig?,0
904,You mean a cop?,0
905,Are you a cop?,0
906,No.,0
907,I'm in construction.,0
908,"But more importantly, I'm a black man who wants to get to know a strong, intelligent, beautiful sister.",0
909,The very one I'm looking at right now.,0
910,You dig?,0
911,Sure enough.,0
912,That's what I'm talking about.,0
913,Power to the people.,0
914,All power to all the people.,0
915," That's right, sister.",0
916," Right on, right on.",0
917, This is Walter.,0
918, Ron here.,0
919,This is Ron?,0
920,"Sorry, your voice sounds different over the phone.",0
921,Uh.,0
922,My allergies.,0
923,Allergies acting up again.,0
924,I get those all the time.,0
925,"Listen, wanted to tell you that it was a real pleasure to have you swing by.",0
926,I think the brothers really took a liking to you.,0
927,I'm honored.,0
928,"If you're free Saturday, why don't you swing by Felix's.",0
929,You can meet the rest of the brotherhood. Hmm?,0
930,Sounds good to me.,0
931,"Well, I will see you then.",0
932,I've got a friend.,0
933,"He, uh, keeps up with these groups.",0
934,"He says they're moving away from the old violent, racist style.",1
935,"So, that's what Duke is peddling now.",0
936,"It's, uh, becoming mainstream.",0
937, Duke?,0
938, David Duke.,0
939,Current grand wizard of the Klan.,0
940,"But he's always in a three-piece suit, never seen in a hood or robe in public, and he now goes by ""national director."" So he's clearly got his sights on higher office.",0
941, Politics? How so?,0
942, Yeah.,0
943,Think it's another way to sell hate.,1
944, Keep going.,0
945, Think about it.,0
946,"Affirmative action, immigration, crime, tax reform.",0
947,Mmm.,0
948,He says no one wants to be called a bigot anymore.,0
949,I guess Archie Bunker made that too uncool.,0
950,"So the idea is, under all these issues, everyday Americans can accept it, support it, until eventually, one day, he gets somebody in the White House that embodies it.",0
951,Sarge.,0
952,Come on.,0
953,America would never elect somebody like David Duke president of the United States of America.,0
954,"Coming from a black man, that's pretty naive.",0
955,Why don't you wake up?,0
956,"Ron, hi. I'm Connie, Felix's wife.",0
957,It's so nice to meet you.,0
958,Oh.,0
959, Want to come right in?,0
960, Sure.,0
961," Do you mind if I, uh, smoke in there?",0
962," Oh, not at all.",0
963,"I'm telling you, a war's a-coming.",0
964,That'll be the end of the purified white race  as we know it.,1
965, They're right inside.,0
966,Just make yourself right at home.,0
967,It's time we go on the offensive.,0
968, We gotta make sure that everybody.,0
969," Hey, man.",0
970," Hello. Hey, fellas.",0
971, Welcome. Welcome.,0
972,"This is Ron, everybody.",0
973, Mr. Stallworth.,0
974, All right.,0
975, That's Mike.,0
976," Hey, Mike. How are you? Ron.",0
977, Scott in the back.,0
978, Ron. How are you.,0
979, Jesup.,0
980, Hey. How are you?,0
981," Ron, why don't you have a seat.",0
982," Sorry to interrupt, but I brought some cheese dip and crackers.",0
983,Would you like some?,0
984," Thanks, honey.",0
985, Thank you.,0
986, Walter?,0
987, Make them remember who we are and what we stand for.,0
988,We are the Organization.,0
989, We have to.,0
990, Oh! Oh! Oh! I read something in the Gazette that this nigger named Carmichael held a rally and that some college nigger girl from the Baboon Student Union was attacking our police.,1
991,"I mean, this girl is dangerous.",0
992,"She's like that Commie, Angela Davis.",0
993,And I just.,0
994,I think we should shut her mouth.,0
995,Here.,0
996,I cut the article.,0
997,That'll be all.,0
998,"Love you, sweetie.",0
999,"Someday, you're going to need me to do something for you.",0
1000,Just wait and see.,0
1001,And I will be right in here.,0
1002,"Why don't we, uh, get back to our bread and butter.",0
1003,"Let's talk about the next cross burning, which, Ron, you'll be lucky enough to attend if your membership comes in time.",0
1004,It'll be a tremendous honor.,0
1005, The highest hills get the most eyes.,0
1006, Yeah.,0
1007,Prove you can read.,0
1008,"""Friday night last week, ""the Colorado College Black Student Union."" Hey, Ron.",0
1009,I gotta show you something.,0
1010,""".hosted a controversial talk featuring Stokely Carmichael ""at Bell's Nightingale nightclub."" ""Black Student Union."" ""Black Student."" That go together to you?",0
1011,That sounds fucking weird to me.,0
1012,Lookie here.,0
1013,Wow. This is really something.,0
1014,Here's my favorite.,0
1015,12-gauge.,0
1016,I call this the Jew Killer.,1
1017,I call it a Remington Model 1900.,0
1018,"Indeed, it is.",0
1019,Okay.,0
1020,We about done here?,0
1021,We got a few more items on the.,0
1022,Not just yet.,0
1023,Gotta make sure there's no Jew in him.,1
1024,"All right, now you're just being offensive.",0
1025,Okay? We're talking about someone who's gonna be our brother in a few months.,0
1026,You see a Star of David around his neck?,0
1027,Is there a yarmulke on Ron's head?,0
1028,Just protocol.,0
1029,"My house, my rules.",0
1030,This way.,0
1031,Where we going now?,0
1032,I gotta show you something.,0
1033,Tough titty.,0
1034,"It's not necessary, Felix.",0
1035,This is how we lose recruits.,0
1036,You are going to take this lie detector test.,0
1037, Take a seat.,0
1038, What is this?,0
1039,Is this your Jew den?,0
1040,"Is this where you make your candles, you know, and your lampshades?",0
1041,"No, you're gonna take this lie detector test.",0
1042,Open the damn door.,0
1043,This is some lame bullshit.,0
1044,"Lame or not, you're taking this Jew lie detector test.",1
1045, Sit down.,0
1046," Okay, Felix.",0
1047,"Out of respect for this Organization, I'll play along with your little Get Smart bullshit, but I'm no fucking Jew.",1
1048,Sit down.,0
1049,Ask anybody.,0
1050,They'll say I'm a real friendly guy.,0
1051,"Thing is, I'm only friendly to my friends.",0
1052,Not Jew friendly.,0
1053,Damn sure not nigger friendly.,0
1054," Me, neither.",0
1055, Know what I think?,0
1056, You think?,0
1057," Oh, yeah, I think.",0
1058,What do you think about?,0
1059,This Holocaust stuff never happened.,0
1060,That's the biggest Jewish conspiracy ever.,0
1061,Eight million Jews killed?,0
1062,Concentration camps?,0
1063,Never happened.,0
1064, Where's the proof?,0
1065, Are you high?,0
1066,I don't get high.,0
1067,I drink.,0
1068,'Cause I'd say the Holocaust is one of the most beautiful things I've ever seen.,0
1069,It just makes sense to me.,0
1070,You have a whole race of leeches that you have to get rid of.,1
1071,"So, what do you do? You starve them, you burn them, you get rid of them.",1
1072,It's like weeding out roots for the better people.,0
1073, Haven't you seen the footage?,0
1074, That's fake.,0
1075,Jews run Hollywood.,1
1076,Fucking hell.,0
1077,Let me see your dick.,0
1078,You gonna shoot me?,0
1079,Put that gun away.,0
1080,I hear you Jews do something funny with your dicks.,0
1081,Some weird Jew shit.,1
1082, Is your dick circumstanced?,0
1083," Oh, is that what this is about?",0
1084,"You're trying to see my big Jew dick, you fucking faggot.",1
1085,"Who you calling a fucking faggot, Jew faggot?",1
1086,"Now, put that fucking strap on your arm.",0
1087,Put it on your arm!,0
1088,Oh!,0
1089, Felix!,0
1090," Connie, what's wrong?",0
1091,Felix! Felix!,0
1092," Connie! Connie, what's wrong?",0
1093, Felix! Felix!,0
1094, Connie!,0
1095, There's a black lawn jockey on our green lawn!,0
1096, Felix!,0
1097," I'm coming to you, honey!",0
1098," Shit, shit.",0
1099, Felix!,0
1100,Kill that son of a bitch!,0
1101,"Yeah, keep driving, you black spear chucker,  piece of shit nigger!",1
1102, That son of a bitch!,0
1103,"Fucked up the window, man.",0
1104,Still want me to take your Jew detector test?,0
1105,Everybody back in the house!,0
1106,Back in the house now!,0
1107, Shit.,0
1108," Connie, you okay?",0
1109, You okay? Back in the house.,0
1110, That's why we gotta get stronger.,0
1111, That's some bullshit!,0
1112," Back in the house, honey.",0
1113,That's what I've been telling all you boys.,0
1114,We need more guns!,1
1115,Lie detector?,0
1116,Shots fired?,0
1117,You fucking kidding me?,0
1118,It's a goddamn clusterfuck.,0
1119,You dickheads are fucking with me.,1
1120,You're jerking my chain.,0
1121,You're jerking my chain.,0
1122,I'm getting a reach-around from the Chief.,0
1123,It's a big fucking circle jerk!,0
1124, That's funny?,0
1125," No, sir.",0
1126,"'Cause if Bridges hears about this, this whole fucking operation's going to be closed down.",0
1127,"Yeah, that's funny.",0
1128,And I'm going to be a fucking school crossing guard in fucking the ghetto of Five Points!,0
1129,"I mean, is he gonna hear about it, Sarge?",0
1130,Cocksuckers.,0
1131,Hear about what?,0
1132,"Hey, guys.",0
1133,"Charles, can you give us five, please?",0
1134,Sure.,0
1135,"I didn't want to say it with Trapp, but that peckerwood had a gun in my face, and he was an ass hair away from pulling the trigger.",0
1136, And he didn't.,0
1137, But he could have.,0
1138,And then I would have been dead.,0
1139,For what?,0
1140,Stopping some jerk-offs from playing dress-up?,0
1141," Flip, it's intel.",0
1142," Well, I'm not risking my life to prevent some rednecks from lighting a couple sticks on fire.",0
1143,This is the job.,0
1144,What's your problem?,0
1145,That's my problem.,0
1146,"For you, it's a crusade.",0
1147, Mmm-hmm.,0
1148," For me, it's a job.",0
1149,"It's not personal, nor should it be.",0
1150,Why haven't you bought into this?,0
1151, Why should I?,0
1152," Because you're Jewish, brother.",1
1153,The so-called chosen people.,0
1154,You've been passing for a WASP.,0
1155,"White Anglo-Saxon Protestant, cherry pie, hot dog, white boy.",0
1156,Hmm.,0
1157,It's what some light-skinned black folks do.,1
1158,They pass for white.,1
1159,"Doesn't that hatred you've been hearing the Klan say, doesn't that piss you off?",0
1160, 'Course it does.,0
1161," Then why you acting like you ain't got skin in the game, brother?",0
1162,"Rookie, that's my fucking business.",0
1163,It's our business.,0
1164,"Now, I'm going to get you your membership card so you can go to the cross burning  and get in deeper with these guys.",0
1165, Okay.,0
1166,"Right, partner?",0
1167,"Wake up, white man.",0
1168,The Negro wants your  white woman and your job.,1
1169, Sorry. I'm sorry. Let me.,0
1170,"The Jew wants your money, and this you.",1
1171,"Sorry, who am I talking to?",0
1172,"This is Ron Stallworth calling from Colorado Springs, Colorado.",0
1173,"How are you today, sir?",0
1174,I'm quite well. Thank you.,0
1175,"Uh, what can I do you for?",0
1176,"I desperately want to participate in my chapter's honorary events, but I can't until I receive my membership card.",0
1177,Of course that's something I can help you with.,0
1178,"Great. Um, who am I speaking with?",0
1179,This is David Duke.,0
1180,Did you just say your name was David Duke?,0
1181,Last time I checked.,0
1182,Grand wizard of the Ku Klux Klan?,0
1183,That David Duke?,0
1184,"Yes, that grand wizard and national director, yeah.",0
1185,"National director, too, huh?",0
1186,"Yes, you're darn tooting.",0
1187,That's amazing.,0
1188,"I'm honored to be speaking with you, sir.",0
1189,I'm not afraid to say it.,0
1190,I consider you a true white American hero.,0
1191,Is there any other kind?,0
1192,"No, sir.",0
1193,I'm just happy to be talking to a true white American.,0
1194,Amen.,0
1195,It seems like there's less and less of us out there these days.,0
1196, Mmm.,0
1197, Mmm.,0
1198,"Now, about that membership card.",0
1199,"Yeah, Ron, I understand the situation.",0
1200,"Uh, we've had some administrative problems here.",0
1201,It's caused a little bit of a backlog.,0
1202,"Tell you what, I'm gonna see to it personally that your membership card is processed, approved and sent out today.",0
1203,How's that sound?,0
1204,"Thank you, sir.",0
1205,I can't express to you how much this means to me.,0
1206,"Ron, please.",0
1207,Pleasure's all mine.,0
1208,"I look forward to hopefully meeting you in person one day, and, uh.",0
1209,"Well, God bless white America.",0
1210," God bless white America, sir.",0
1211," Okay, take care.",0
1212,Excuse me.,0
1213,Watch where you're going.,0
1214,"You could get hurt like that, hot shot.",0
1215,"The cop that pulled Kwame Ture over that night, was it Landers?",0
1216,How'd you know?,0
1217,I can smell them a mile away now.,0
1218,"What, do you got Smell-O-Vision?",0
1219,He's been a bad cop for a long time.,0
1220, Yeah?,0
1221, Yeah.,0
1222,"Few years ago, he shot and killed a black kid.",1
1223, Jesus.,0
1224," He said he had a gun, but he wasn't that type.",0
1225,Why do you guys tolerate this?,0
1226,You want to be the guy that rats him out?,0
1227,You want to go to Landers' office now?,0
1228,'Cause we're a family.,0
1229,"And right or wrong, we stick together.",0
1230,That reminds me of another group.,0
1231,"That's a bull's-eye, Ron.",0
1232,You guys heard about this Hide N Seek room?,0
1233,"Here, you got a decent bar turned into a filthy fag bar overnight.",1
1234,Fucking fags everywhere these days.,1
1235,They're trying to colonize.,0
1236,"You know, first they get their own bars, then they want equal treatment.",0
1237,Forget those fags.,1
1238,Those guys Army-trained?,0
1239,"A lot of us are, yeah.",0
1240,Fort Carson myself.,0
1241," God, I wish I had a scope on this thing.",0
1242, Never seen those Macs before.,0
1243, Steve and Jerry?,0
1244," Yeah, who are they?",0
1245,That's classified information.,0
1246,"Hey, Ron. I want to see what you can do  with my.45.",0
1247, All right.,0
1248,"Yeah, maybe you'll get that nigger next time.",0
1249,Ooh.,0
1250,Fifty bucks?,0
1251, You got it.,0
1252, I'll take that bet.,0
1253,"Fuck, how about ten?",0
1254, Son of a bitch!,0
1255," All right, where's my money?",0
1256, Where'd you learn to shoot like that?,0
1257, Not bad. Hot damn.,0
1258,"Well, my old man bought me a toy cap gun when I was a kid, and been shooting ever since.",0
1259, That's a hell of a cap gun.,0
1260, He can shoot.,0
1261," All right, let's go.",0
1262, Damn.,0
1263,Pack it up.,0
1264,"Ron Stallworth, motherfucker.",0
1265,"Hey, Walter.",0
1266,"Hey, I'm better than I used to be, right?",0
1267, I'm gooder than I was.,0
1268," You're definitely doing a little bit better, but I don't think ""gooder"" is a word, but you're doing real good.",0
1269,And Bernie Casey.,0
1270, Ooh. Bernie Casey.,0
1271, Brother's strong.,0
1272,But Cleopatra Jones is the one.,0
1273,It's about time we started seeing a strong sister like that.,0
1274,"Well, Tamara Dobson did play a cop, right?",0
1275,"It's a black exploitation film, which is a fantasy.",0
1276,Real life's not like that.,0
1277,Real life is no Cleopatra Jones or Coffy.,0
1278,"What, you don't dig Pam Grier?",0
1279,She's fine as red wine and twice as mellow.,0
1280,"Pam Grier is doing her thing, but in real life, it's just pigs killing black folks.",1
1281,What if there was a cop trying to change that?,0
1282,From inside?,0
1283,"Yes, from inside.",0
1284,You can't change things from the inside.,0
1285,It's a racist system.,1
1286, You just give up like that?,0
1287, No.,0
1288,"We fight for what black people really need,  black liberation.",0
1289," Right, right.",0
1290," So, can't you do that from the inside?",0
1291," No, you can't.",0
1292,The white man won't give up his position in power without a struggle.,0
1293,What did Du Bois say about double consciousness?,0
1294,Twoness?,0
1295,Being an American and a Negro?,0
1296,Two warring ideals inside one dark body.,0
1297,"That's heavy, Patrice.",0
1298,"I feel that, like I'm two people all the time.",0
1299,But you shouldn't have to be.,0
1300,We shouldn't have a war going on inside ourselves.,0
1301,We should just be black.,0
1302,"We're not there yet, though.",0
1303,"Well, I'm tired of waiting.",0
1304,I got a serious question for you.,0
1305," Oh, yeah? What?",0
1306, Very serious.,0
1307,Uh-huh.,0
1308,Shaft or Super Fly?,0
1309, What?,0
1310, Pick one.,0
1311,A private detective over a pimp any day and twice on Sundays.,0
1312,All right.,0
1313,Ron O'Neal or Richard Roundtree?,0
1314,Richard Roundtree.,0
1315,Pimps ain't heroes.,0
1316,"Well, Ron O'Neal isn't a pimp, although he played the hell out of one.",0
1317,That image does damage to our people.,0
1318,"Geez, it's a movie.",0
1319,Give it a rest.,0
1320,I can't let it rest.,0
1321,You jive turkey.,0
1322," Who you calling jive turkey, jive turkey?",0
1323, I'm calling you a jive turkey.,0
1324,I got a Tamara roundhouse coming.,0
1325, Jive turkey.,0
1326, It's coming.,0
1327, It's coming around.,0
1328, Get out of here with that!,0
1329,Jive turkey.,0
1330,Wrong address.,0
1331,"Sorry to bother you, sir.",0
1332,Have a good night.,0
1333,Hello?,0
1334,Hey.,0
1335,"Sorry, had to work late.",0
1336,How are you guys doing?,0
1337,"Got a beer for you, Mr. Stallworth.",0
1338, Thanks.,0
1339, You got a twin.,0
1340, What?,0
1341, You got a twin.,0
1342,Twin what?,0
1343,A twin twin.,0
1344,And your twin is a nigger.,1
1345,Looked in the phone book.,0
1346,Went over to what I thought was his place.,0
1347,I found a nig there.,0
1348,"Well, my number's unlisted.",0
1349,What address did you go to?,0
1350,Over on Bluestem Lane.,0
1351,Bluestem Lane?,0
1352,"No, I live on 21st Street.",0
1353,What'd I tell you? Hmm?,0
1354,Nothing to worry about.,0
1355,"So, you don't know that nigger?",0
1356,Oh! That's that nigger I keep in the woodpile.,0
1357,You're right. I thought you were talking about somebody else.,0
1358,"No, I don't.",0
1359,1813 South 21st Street.,0
1360,Come by sometime.,0
1361,We'll have a beer.,0
1362,And you know what?,0
1363,"That loudmouth Black Student Union bitch that's been in the papers complaining about the police, she was there.",0
1364,That fucking cunt?,0
1365,Like to close those monkey lips permanently.,0
1366,"Hey, don't say that.",0
1367,Not until I get her lips around the head of my dick.,0
1368,Can we play some goddamn poker now?,0
1369,Are you done?,0
1370,"Ron Stallworth, you enter.",0
1371,You entertain me.,0
1372,"Entertain me a lot more than that one-eyed nigger, Sammy Davis, Jr.",0
1373,"I'll say that, though.",0
1374,They can dance.,0
1375,They can dance.,0
1376,I'll give them that.,0
1377,About all I'll fucking give them.,0
1378,We've got active-duty soldiers from Fort Carson.,0
1379,Going to CID with that.,0
1380,"Two mystery boys, Steve and Jerry.",0
1381,Those are those fishy Army guys I was telling you about.,0
1382,Old Klan crew.,0
1383,Felix's old Klan crew.,0
1384,Your buddy.,0
1385,New Klan Walter.,0
1386,Walter's a general without an army.,0
1387,Felix's crew is stronger than his.,0
1388,"Oh. Of course, Felix's wife, Connie.",0
1389,It's crazy you've been talking to David Duke.,0
1390,My ace boon coon running partner.,0
1391,"Now that we got this, though, Ronny boy, I'm telling you, we're on a roll, baby.",0
1392,This is it.,0
1393, Holy shit.,0
1394, Yeah.,0
1395,"""Ron Stallworth, member in good standing for the year.",0
1396,"""Knights of the Ku Klux Klan."" That's us.",1
1397,Stallworth Brothers.,0
1398,"Yeah, well, you don't have that little psychopath, Felix, staring at you, asking where you live.",0
1399,"I'm Jewish, yes, but I wasn't raised to be.",1
1400,It wasn't part of my life.,0
1401,I never thought much about being Jewish.,0
1402,Nobody around me was Jewish.,1
1403,"You know, I wasn't going to a bunch of Bar Mitzvahs.",0
1404,I didn't have a Bar Mitzvah.,0
1405,I was just another white kid.,1
1406,And now I'm in some basement denying it out loud.,0
1407,I never thought much about it.,0
1408,Now I'm thinking about it all the time.,0
1409,About rituals and heritage.,0
1410,Is that passing?,0
1411,"Well, then I have been passing.",0
1412,I don't want that.,0
1413,It sounds like they're watching us.,0
1414,I don't know.,0
1415,I was asleep. I don't know.,0
1416,I don't know what we're supposed to do.,0
1417,Look at this bullshit.,0
1418,Where'd you find these?,0
1419,"Plastered all over my windshield, but they're all over the neighborhood, too.",0
1420,Is this real?,0
1421,Real as can be.,0
1422,Intimidation?,0
1423,"Clearly, this is about the Black Student Union and you.",0
1424, Me?,0
1425," Well, you've been outspoken about the incident with the police when Brother Kwame was here.",0
1426,"So, next, they'll have a burning cross out front?",0
1427,"All right, they're just trying to get to you.",0
1428,"Intimidate, like you said.",0
1429,Fear tactics.,0
1430,"If you don't let 'em scare you, they got nothing.",0
1431,But keep your eyes open.,0
1432,"Be cool, okay?",0
1433,That's the damn problem.,0
1434,We always too cool.,0
1435,Way too cool.,0
1436,"Well, maybe we should call the police.",0
1437,How we know this ain't some of the KKK's honky-pig partners passing out this shit?,0
1438,Let me ask you.,0
1439,Excuse us.,0
1440, Let me ask you something.,0
1441, Excuse us for what?,0
1442,"""Cool."" Want me to be cool?",0
1443,I'll be cool.,0
1444,"And it also safeguards against the CSPD, which is nice.",0
1445,Yeah.,0
1446,"Yeah, you soak the wood in kerosene and light a cig on a pack of matches.",0
1447,It kind of buys you some time to get the fuck out before the cross catches fire.,0
1448,Yeah.,0
1449,Must be quite a sight.,0
1450,"Oh, yeah, it is.",0
1451,It's great.,0
1452,It's a real bonfire.,0
1453,"You can see it from miles away, you know?",0
1454,"Good visibility, as Walter would say.",0
1455,"Freaks out the Jew media, and it, well, it keeps niggers on their nigger toes.",1
1456,"Oh, look at that. Damn, there's another one.",0
1457,"The pigs are out tonight, yeah.",0
1458,Good job. Send another one.,0
1459,Lot of these guys in the Army?,0
1460,We got a couple.,0
1461,"We got a few on active duty, yeah.",0
1462,I just finished my second tour in 'Nam.,0
1463, No shit.,0
1464, Yeah.,0
1465,My guy.,0
1466,"Hey, Ron, do you happen to know anything about C-4?",0
1467,You being in the military and all?,0
1468,Enough to make shit blow up.,0
1469,".program dares to love white people, white heritage and white freedom.",0
1470,This program also dares to expose  the Jewish supremacism.,0
1471, Here come my boys.,0
1472,Here come the cavalry.,0
1473,.and the criminal banking establishment.,0
1474,"These criminal bankers, the criminal Fed, the establishment is.",1
1475,"They're ethnically cleansing our people, not only in the United States.",1
1476,Not only in the United States.,0
1477,The only thing that we hear today from politicians.,0
1478,"You all, cross burning is off.",0
1479,"Too many cops, God damn it.",0
1480,"""Right, thank you, black people.",0
1481,"I love black people."" And, of course, every politician, every politician has to talk and genuflect to the real rulers of our society and say, ""I want to thank the Jewish people.",1
1482,"""I love the Jewish people.",0
1483,"""The Jewish people are always our friends ""no matter what they do, ""no matter how much they destroy our country.",0
1484,"""It's just wonderful.",0
1485,"You know, we just love the Jews."" And no senator or congressman would dare get up and say, ""I love white people.",1
1486,"""I love white heritage.",0
1487,"""I love my people, and I love the culture ""that was created in Europe.",0
1488,"""And this great Western, Christian civilization.",0
1489,"""I want to see that persevere.",0
1490,"""You know, I want to see that be enriched."" A lot of people think I hate Negroes, but I don't.",1
1491,"And the Organization doesn't, either.",0
1492,They just need to be with their own.,0
1493,That's what Pinky would say.,1
1494,Pinky didn't mind segregation one bit.,0
1495,She just wanted to be with her own kind.,0
1496,Sounds like she was a Mammy to you.,0
1497,You ever seen Gone with the Wind?,0
1498,Pinky was my Hattie McDaniel.,0
1499,She won the Oscar for that role.,0
1500,"You know, Best Supporting Actress, so.",0
1501,"You were Scarlett, and she was Mammy.",0
1502,That's right.,0
1503, Right.,0
1504, That's funny.,0
1505,"When she passed, it was like.",0
1506,"Well, it was like we lost a member of the family.",0
1507,A good nigger is funny like that.,0
1508,"In that sense, they're like a good dog.",0
1509,"They get real close to you, and as soon as you lose them, it just breaks your heart.",0
1510,"That's well said, Ron.",0
1511, I knew a coon once.,0
1512, Did you?,0
1513,"Yeah, that Negro lived across the street from us.",0
1514,I must have been six or seven.,0
1515,His nickname was Butter Biscuit.,0
1516,How'd he get that nickname?,0
1517,He loved his mama's butter biscuits.,0
1518,"Yum, yum.",0
1519,Me and Butter Biscuit played together every day.,0
1520,"One day, my father came home early from work.",0
1521,He told me I couldn't play with that little spook anymore because I was white and Butter Biscuit was a nigger.,0
1522,That's so rich.,0
1523,"Well, your father sounds like a terrific man.",0
1524,He was a true American.,1
1525,Taught me what was right.,0
1526,This is why we need more people like you and me in public office.,0
1527,Get this country back on track.,0
1528,Amen.,0
1529,For America to achieve its.,0
1530,"Uh, its greatness again.",0
1531,Absolutely.,0
1532,"Boy, I sure wish we had a chance to chat face-to-face.",0
1533,"In due time, my friend.",0
1534,"In due time, I will be in Colorado Springs for your initiation.",0
1535,"You're coming to Colorado Springs, sir?",0
1536,You bet your Mayflower Society ass I am.,0
1537,You're darn tooting.,0
1538,"All right, I pulled the materials that you asked for.",0
1539, Okay.,0
1540, So you just move it around like this to see the images.,0
1541,"Once you try it, I think you'll get the hang of it.",0
1542, Okay? Got it?,0
1543, Thank you.,0
1544,"Okay, I'll be at the desk if you need anything.",0
1545,Okay. Thank you.,0
1546,Thanks for getting back to me.,0
1547,"Listen, I think we need a new leader.",0
1548,Someone everyone can unite behind.,0
1549,I just don't think I'm gonna carry the votes.,0
1550,"Felix would love to be the one, but I can't let that happen.",0
1551,He's a crazy son of a bitch.,0
1552,Goddamn loose cannon.,0
1553,"No, we need someone articulate, someone. Someone who displays real leadership qualities.",0
1554,And I think it should be you.,0
1555,I gotta think about this.,0
1556,"My father, he's sick, and he lives in El Paso.",0
1557,I don't know if I can handle both.,0
1558,Sorry to hear that.,0
1559,Think about it.,0
1560,"You're a smart and diligent man, and I've got no doubt that you could handle it.",0
1561,I think it's time we get some new blood in here.,0
1562, Yeah?,0
1563, New ideas.,0
1564,"For that reason, I'm planning to step down as your president.",0
1565,But I would like to make a nomination.,0
1566,Mr. Ron Stallworth for chapter president.,0
1567,We just met this guy.,0
1568,He just walked in off the street.,0
1569,Let me ask a question.,0
1570,Is there anybody here who's willing to put their neck on the line for Ron?,0
1571,I'll vouch for Ron.,0
1572,You know who else vouches for Ron?,0
1573,Mr. Duke.,0
1574,"Look, it's a big honor, but I. I can't accept.",0
1575,"The trouble is, what you good men need is a president who will be constant.",0
1576,"On call day in, day out.",0
1577,My old man is sick.,0
1578,I just found out.,0
1579,So I'm going to be back and forth between here and Dallas.,0
1580,"El Paso, Flip, El Paso!",0
1581,Thought it was El Paso.,0
1582,It is. What did I say?,0
1583, Dallas.,0
1584," Which one is it, Ron?",0
1585,Make up your mind.,0
1586,Dallas is where the layover is.,0
1587,El Paso is where my father is.,0
1588,"Dallas, that's where they killed that nigger lover, Kennedy.",1
1589,Where you learned that?,0
1590,I can read. I can.,0
1591,"Well, we'll pray for your pop's health.",0
1592,It's him.,0
1593,"Hey, Ron, I don't share this  with a lot of people, but.",0
1594, Yeah.,0
1595,"Well, I'm anxious to meet you.",0
1596,"Excited to meet you, too, Ron.",0
1597,"Aren't you ever concerned of some smart-aleck nigger calling you, pretending to be white?",1
1598,No. I can always tell when I'm talking to a Negro.,0
1599,How so?,0
1600,"Take you, for example, Ron.",0
1601,Me?,0
1602,Yeah.,0
1603,"I mean, I can tell that you're a pure Aryan white man from the way you pronounce certain words.",1
