,dialog,label_word_embedding_fox_news
674, Welcome.,not hate speech
675, Hi.,not hate speech
676, Wine list. Hi.,not hate speech
677, Thank you.,not hate speech
678,My name is Sam. I'll be taking care of you this evening.,not hate speech
679, Will a fourth be joining you?,not hate speech
680," No, just us.",not hate speech
681,Very good. And may I start you off with a cocktail?,hate speech
682,"Actually, we will share a bottle of champagne.",hate speech
683,How about a nice bottle of prosecco?,not hate speech
684,"A bottle of Armand de Brignac, please. Thank you.",not hate speech
685,"Okay, but more to the point, do you have any apt prospects for the night?",not hate speech
686,Mm.,not hate speech
687,"Booked and busy, actually.",hate speech
688,"Actually, okay, so there's this, um...",not hate speech
689,"Ooh, I've been trying to set up a meeting with this guy, Justin.",not hate speech
690,"Fine. Just like a dark chocolate, like a 72% cacao, you know?",hate speech
691,Just...,not hate speech
692,Chef's kiss.,not hate speech
693, Is he fine?,not hate speech
694," Yes, he's fine.",not hate speech
695, Mm.,not hate speech
696, And he's got a friend.,not hate speech
697," For me, a friend?",not hate speech
698," Yeah, for you.",not hate speech
699, Mm. A friend?,hate speech
700, Mmhmm.,not hate speech
701,I don't know. That sounds sort of suspicious.,hate speech
702,"Like, it can't be good. I feel like you're leading me into the snake den with this.",hate speech
703,"Girl, I'm sure he's fine.",not hate speech
704, You're sure?,not hate speech
705," Oh, my God.",not hate speech
706, You're sure he's fine?,not hate speech
707, You haven't even met him?,not hate speech
708," No, I haven't met him.",not hate speech
709, Nope.,not hate speech
710,This is exactly what is not happening.,not hate speech
711, I am too grown for this.,not hate speech
712, It's not...,hate speech
713,"Okay, you're too grown. No, got it.",not hate speech
714,I feel blocked. I do.,not hate speech
715,And that's okay.,not hate speech
716,'Cause you're grown.,not hate speech
717,That's cool. It'll just be you and me tonight and I will meet up with fineass Justin some other time.,not hate speech
718,"And maybe his friend, too.",hate speech
719,Hey.,not hate speech
720,Okay. Do not look.,not hate speech
721,There is a guy at the bar...,hate speech
722,I said don't look.,not hate speech
723,"...that has been staring at us the entire night, and it's creeping me out.",not hate speech
724,"Excuse me, ladies.",not hate speech
725,"Before we order entrees, I wanted to let you know that the gentleman at the bar sent this drink specifically for you.",not hate speech
726,Oh.,not hate speech
727,Specifically for me.,not hate speech
728,"Oh, my God.",not hate speech
729,He's coming over here.,not hate speech
730,And he's coming this way.,not hate speech
731,"Okay, all right.",not hate speech
732,"Pardon me, ladies.",not hate speech
733,I've had my eye on you.,not hate speech
734,I just had to come by and tell you that I think you're quite stunning.,not hate speech
735,"Oh, thank you. Oh, gosh, I'm so flattered, thank you.",not hate speech
736, You are extremely handsome yourself.,not hate speech
737, Thanks.,not hate speech
738,"However, um, I'd be remiss if I didn't take the chance to sort of critique your game just a little bit.",not hate speech
739,"I'm sure that you can tell, even from all the way over there, that we're actually drinking champagne tonight.",not hate speech
740,"I am a champagne lady, and we are champagne ladies.",hate speech
741,"So, sending over a vodkacran, yeah, it just shows lack of appreciation for our situation tonight, so...",not hate speech
742,"Well, what you should have done is, you should have asked our waiter, which, again, champagne we're drinking, and sent over a second bottle of it for all of us.",not hate speech
743,"And then, you make eye contact with me from across the room.",hate speech
744, You eyefuck me.,not hate speech
745," Oh, my God.",not hate speech
746,And I say all that to say...,hate speech
747,"Oop, here's my number.",not hate speech
748,Because this can happen.,not hate speech
749,Good night.,hate speech
750,Oh. Why did you do him like that?,not hate speech
751,You know why I did him like that.,not hate speech
752,He needed to know.,not hate speech
753,"Okay, I'm sorry, but can we just take a second to acknowledge that that guy was supernaturally fine?",not hate speech
754,"Yeah, he was really cute.",hate speech
755,"So? I'm cute, too.",hate speech
756, That's true. You are cute.,not hate speech
757, Yeah.,not hate speech
758,"Hey, to being cute and classy.",hate speech
759, Yes. To being cute.,hate speech
760, To being fine as fuck.,hate speech
761,"Well, I definitely look forward to catching up on this saga.",not hate speech
762,"On a group text, in my bed.",not hate speech
763,Very safe move.,not hate speech
764,"Wait. Although, this hotel has been so off.",not hate speech
765,The front desk.,not hate speech
766,They didn't clean my room.,not hate speech
767,"So, I'm not even holding my breath for turndown service.",not hate speech
768,It's probably a mess.,hate speech
769,Really? That's so strange.,not hate speech
770,My service has been impeccable.,not hate speech
771,"I got the Uber, but I can't believe we're splitting up.",hate speech
772, I know. I'm so sorry.,not hate speech
773," Oh, no, no, no.",not hate speech
774,"Before we split up, we have to take a selfie.",hate speech
775," Oh, yes.",not hate speech
776, Let's get a picture.,hate speech
777,Because it did not happen if it didn't happen...,not hate speech
778, You are right about that.,not hate speech
779, ...in a selfie.,hate speech
780,Where's my lipstick?,not hate speech
781," Girl, you look fine.",hate speech
782, Your lips look fine.,hate speech
783,"No, but I put it in there.",not hate speech
784, I could've sworn.,not hate speech
785," Come on, come on.",not hate speech
786, Okay.,not hate speech
787, Get ready and...,hate speech
788,"All right, that's it.",not hate speech
789, Tag me in that.,not hate speech
790," Yes, guys!",not hate speech
791, Onetake wonders. Everything.,hate speech
792, I love y'all.,not hate speech
793,Thank you so much.,not hate speech
794,One moment.,not hate speech
795, Love you.,not hate speech
796, I love you.,not hate speech
797, I'm so proud of you.,not hate speech
798, I love you.,not hate speech
799, Get home safely.,not hate speech
800, I love you so much.,not hate speech
801,All right. I hate I have to go.,not hate speech
802,"I have to get home to my baby, though.",not hate speech
803,Say hi to the family.,not hate speech
804,All right. Love y'all. Watch her.,not hate speech
805, You watch yourself.,not hate speech
806, All night.,hate speech
807, Watch her.,not hate speech
808, You're gonna be in trouble.,not hate speech
809, Bye.,not hate speech
810, Bye.,not hate speech
811,Goodbye. Is this our car?,not hate speech
812,This is us. Let's go.,hate speech
813,"The Montgomery Hotel, please.",not hate speech
814,I think I put it in.,not hate speech
815,And do you mind turning that down just a bit?,not hate speech
816,Thank you.,not hate speech
817,"First off, that we are some 5star ladies.",hate speech
818,"Aren't we, sister?",hate speech
819,And I just wanted to comment that you look like a 5star gentleman.,hate speech
820, Don't touch him.,not hate speech
821, Is that too much?,hate speech
822, Don't touch him.,not hate speech
823, I know.,not hate speech
824, I wanna have five stars.,not hate speech
825, It's too much.,not hate speech
826,I feel like that was too much.,hate speech
827,"I shouldn't... I'm sorry, Gus.",not hate speech
828,"I'm so sorry, Gary.",not hate speech
829,"Hey, put your...",not hate speech
830,Can you turn that up?,not hate speech
831, Hello?,not hate speech
832," Hello, Veronica?",not hate speech
833,Who is this?,not hate speech
834,"âª Blame it on my juice âª  âª Blame it, blame it on my juice âª  Come on, alto.",not hate speech
835,"âª Yaya eee âª Wait, hold on, yo, hold on.",not hate speech
836,"âª Yayahold, yayahold âª This is Autumn, your Uber driver.",not hate speech
837," Oh, there must be...",not hate speech
838, I'm outside of Stefano's.,not hate speech
839,"Yeah, there must be a mistake.",not hate speech
840,I'm in my car right now.,not hate speech
841, I'm outside the restaurant.,not hate speech
842," No, there's a mistake. I'm here now.",hate speech
843," Okay, whatever.",not hate speech
844, Thank you.,not hate speech
845,"Ma'am, do you mind turning down the music, please?",not hate speech
846,Hello!,not hate speech
847,"Turns out, this color does look nice on me.",not hate speech
848,Help! Help!,not hate speech
849,What do you want? It's 3:00 a.m.,not hate speech
850,The arrangements are already being made.,hate speech
851,"Now, look, the ballot box will go our way.",not hate speech
852,The court will follow one way or another.,not hate speech
853,It's under control.,not hate speech
854,Is there anything else?,not hate speech
855,"Oh, really?",not hate speech
856,If I see her pathetic husband on the news one more time parading around that little girl...,not hate speech
857,Mouthy darkies are a plague.,hate speech
858,I'll take care of it.,not hate speech
859,I'll take care of it.,not hate speech
860,I said I will fucking take care of it.,not hate speech
861,Eden?,not hate speech
862,Eden?,not hate speech
863,They will never take you away from me.,hate speech
864,What'd I say?,not hate speech
865,What the fuck did I say?,not hate speech
866,I told her yesterday she got one pass.,not hate speech
867,Now she thinks she can come down to the fields whenever she goddamn pleases.,not hate speech
868,"Well, she will learn her lesson today.",not hate speech
869,"Girl, go get her.",not hate speech
870,"I can head up there, sir.",not hate speech
871,"Who gave you permission to speak, boy?",not hate speech
872,I gave myself permission to speak.,not hate speech
873,Tonight.,not hate speech
874,We go tonight.,hate speech
875,I'm here.,not hate speech
876,"No, no, no...",not hate speech
877, Are you ready?,not hate speech
878, Let's go.,not hate speech
879,Wait. Wait.,not hate speech
880,"Well, I'll be damned.",not hate speech
881," You're killing me, man.",not hate speech
882," Hey, dude, what the hell?",not hate speech
883,"Hey, is this yours?",not hate speech
884,"No, Purcell, you know I know the rules, man. No cell phones.",hate speech
885, You fucking cuck.,not hate speech
886, No cell... What?,not hate speech
887,"Don't say my fucking name out here, Daniel!",not hate speech
888,I'm sorry.,not hate speech
889,I don't fucking want it.,hate speech
890,All right.,not hate speech
891,You should have seen your face.,not hate speech
892,"Yeah, I'm mad.",not hate speech
893,"I mean, she's talking to me all the time.",not hate speech
894,"Well, no, you gotta stick up for yourself, all right?",not hate speech
895, I know.,not hate speech
896, You can't expect every...,not hate speech
897,What was that?,not hate speech
898,"Well, it came from that direction.",hate speech
899,Fuck!,not hate speech
900,"Man, you scared the shit out of me.",hate speech
901,"Oh, what is it?",not hate speech
902,The spooks got you spooked?,not hate speech
903,"It's nothing, man.",hate speech
904,There's no one out here this late.,hate speech
905,"Look at that moon, though. Beautiful.",hate speech
906,"Yeah. Well, enjoy it, snowflake.",not hate speech
907,"Fine, you traitor.",not hate speech
908,"Yeah, yeah, write about it in your diary, Romeo.",not hate speech
909,"I need to piss, man.",hate speech
910,I'm gonna take a piss.,not hate speech
911,Let me get these fucking things off.,not hate speech
912,Daniel.,not hate speech
913,You're not supposed to say my fucking...,not hate speech
914, Get the damn phone.,hate speech
915, Got it.,not hate speech
916,"Oh, shit.",not hate speech
917,"Listen, if I don't make it, the world has to find out about this place.",hate speech
918,It has to end tonight.,not hate speech
919,I know there's service at the cabin.,not hate speech
920,Let's go.,not hate speech
921,Come on.,not hate speech
922,"911, what's your emergency?",not hate speech
923,What's your emergency?,not hate speech
924,My name is Veronica Henley.,not hate speech
925,I have been kidnapped.,not hate speech
926,There are so many of us here.,not hate speech
927, We're on some sort of plantation.,not hate speech
928," I'm sorry, ma'am, you're breaking up.",not hate speech
929, I need you to send help right now.,not hate speech
930," Did you say ""plantation""?",not hate speech
931,Hello? Hello?,not hate speech
932,We need his face to unlock this phone.,hate speech
933,That's the only way we can send our location.,not hate speech
934,I got you.,not hate speech
935,No fuckin' loyalty!,hate speech
936,Eden!,not hate speech
937,My name is Veronica!,not hate speech
938,"Open your eyes, motherfucker.",not hate speech
939,"I said, open your motherfuckin' eyes!",not hate speech
940,Hello?,not hate speech
941, Nick?,not hate speech
942, V? V!,not hate speech
943,I'm okay. I'm alive.,not hate speech
944,"V, no. No, no, no.",not hate speech
945,Tell me exactly where you are.,not hate speech
946,"I don't know, but I'm getting out.",not hate speech
947,"Oh, my God.",not hate speech
948,Everyone has been searching for you.,not hate speech
949,I can't talk right now.,not hate speech
950,"I need you to call the police, now.",not hate speech
951,I'm gonna send you a pin.,not hate speech
952, Mommy!,not hate speech
953, Oh.,not hate speech
954," Okay, okay, V. No. No, stay with me.",not hate speech
955, Baby. I love...,not hate speech
956,Hello?,not hate speech
957,"Come on. No. No, no, no.",not hate speech
958,Professor.,not hate speech
959,I'm sorry.,not hate speech
960,This doesn't end here.,not hate speech
961,We're nowhere...,hate speech
962,and everywhere.,not hate speech
963,What the fuck are you doin' out of your cabin?,hate speech
964,"It's the general, sir. He's hurt.",not hate speech
965, Please come quick.,not hate speech
966, Wait.,not hate speech
967, Come quick. He's hurt.,not hate speech
968, God!,not hate speech
969,"Oh, God. Oh.",not hate speech
970,Jesus Christ. Senator?,not hate speech
971,Senator Denton! Sir?,not hate speech
972,Eden! Hey! Eden?,not hate speech
973,"Eden, open this door!",not hate speech
974,Shh.,not hate speech
975,"Please, open the fuckin' door.",not hate speech
976,Open the door.,not hate speech
977,Jesus fuckin'...,not hate speech
978," Eden, open this fuckin' door right now!",not hate speech
979, Open the door!,not hate speech
980,"No, Veronica!",not hate speech
981,"Veronica, Veronica, listen to me.",not hate speech
982,Please. Veronica!,not hate speech
983, What the fuck is she doing?,not hate speech
984, Open that fuckin' door!,not hate speech
985,No! Get off!,hate speech
986,The hell is that?,not hate speech
987,"Go on, mount up! Let's go!",hate speech
988,"Get, girl! Get!",not hate speech
989,"Get, girl!",not hate speech
990,Eden!,not hate speech
991,"Get, girl!",not hate speech
992,Eden!,not hate speech
993,Eden!,not hate speech
994,You're not gonna get out of here alive.,hate speech
995,"Now, why can't you just accept that?",not hate speech
996,Accept what you are.,hate speech
997,You are nothin'.,not hate speech
998,You ain't nothin' but a cotton picker.,not hate speech
999,You think you're better than us...,not hate speech
1000,"but you ain't better than me, you fuckin' cunt!",not hate speech
1001,My father kept insistin'.,not hate speech
1002,He said you were spreadin' such filth!,not hate speech
1003,I told him you weren't worth the risk...,not hate speech
1004,"but he couldn't resist, the movement be damned!",not hate speech
1005,He just had to have you.,hate speech
1006,"Every single one of you I picked, except for you.",not hate speech
1007,His favorite girl.,not hate speech
1008,"Now, of course, like always...",hate speech
1009,it's up to a woman to clean up the mess of a man.,hate speech
1010,Eden?,not hate speech
1011,Get your black ass out here!,hate speech
1012,Get the fuck up.,not hate speech
1013,Get the fuck up.,not hate speech
1014,Get the fuck up!,hate speech
1015,What kind of woman are you?,not hate speech
1016,"Get, girl, Get.",not hate speech
1017,"Go, Daphne. Get, girl.",not hate speech
