,dialog,label_word_embedding_fox_news
580,I was thinking the same thing.,not hate speech
581,My name is Kai Nyagua  My name is Kai Nyagua  and James Covey.,not hate speech
582,I speak Mende and English  his language.,hate speech
583,You and he will talk to each other through me.,not hate speech
584,The clothes?,not hate speech
585,And the names.,not hate speech
586,I was rescued off a slave ship by the British Navy.,hate speech
587,I never went back.,not hate speech
588,A problem has arisen.,not hate speech
589,"The judge we had, who believed, I believe, that you should be freed, has been dismissed.",not hate speech
590,"A new judge has been called upon to hear the case, this time without a jury.",not hate speech
591,How is that possible?,hate speech
592,A chief cannot be replaced.,not hate speech
593,"I can't explain it in any way that you would understand, Cinque.",not hate speech
594,"Or me, for that matter.",hate speech
595,"Only that, well, it has happened.",not hate speech
596,"I am not a great orator or advisor, Cinque.",not hate speech
597,I'm not a big man in my profession.,not hate speech
598,I don't know that I alone can convince this next judge to set you free.,not hate speech
599,I need your help.,not hate speech
600,"When we go to court, I need you to speak.",hate speech
601,I'm not an advisor of any kind.,not hate speech
602,I cannot speak for the others.,hate speech
603,"Cinque, the others, they say you can.",not hate speech
604,They say you're the big man here.,not hate speech
605,I am not.,not hate speech
606,What's this I hear about a lion?,hate speech
607,"They say you alone, alone, Cinque, slew the most terrifying beast anyone has ever seen.",not hate speech
608,Is it not true?,hate speech
609,It had killed several people.,hate speech
610,Even hunters among us.,hate speech
611,"Everyone, including me, was afraid.",not hate speech
612,I was lying down with my family when out of nowhere it appeared.,not hate speech
613,"As it came for me, I picked up this big rock and I threw it.",not hate speech
614,"And by some miracle, you see, I hit it.",not hate speech
615,"He don't know how that killed it, but it did.",hate speech
616,A rock.,hate speech
617,A rock.,hate speech
618,I received the gratitude of everyone in the village.,not hate speech
619,I was given respect.,not hate speech
620,They treated me as if I was a prince.,not hate speech
621,They gave me the fine country cloth.,not hate speech
622,"All these things they gave me, I took them all.",not hate speech
623,But I knew I didn't deserve it.,not hate speech
624,For when I threw that rock at that beast if I had missed him...,not hate speech
625,He said he wouldn't be sitting here today trying to explain these things to you or me or...,not hate speech
626,He'd just be dead.,not hate speech
627,Understand?,hate speech
628,You understand?,hate speech
629,"I'm not a big man, just a lucky one.",hate speech
630,"I might agree with you, Cinque, except you're forgetting something.",not hate speech
631,The other lion.,hate speech
632,"The Amistad, Cinque. The insurrection.",hate speech
633,"That, too, was an accident?",not hate speech
634,I hardly think so.,not hate speech
635,That wasn't bravery.,not hate speech
636,Any man would do the same to get back to his family.,not hate speech
637,You yourself would do it.,not hate speech
638,Someone said that might be yours.,not hate speech
639,My wife gave it to me.,not hate speech
640,To keep me safe.,not hate speech
641,"Cinque, I need you to tell me how you got here.",not hate speech
642,I'll hit you in the head again if you talk.,not hate speech
643,I'll share the profit of my harvest.,not hate speech
644,"I'll give you all of it if you  Lomboko Slave Fortress This one's sick, don't give him any.",not hate speech
645,Her.,not hate speech
646,Not her.,not hate speech
647,Her.,not hate speech
648,"Havana, Cuba Bernardo.",not hate speech
649,"I wanted to kill them, too.",hate speech
650,For they convinced some of us that they would take us back home.,not hate speech
651,"Thank you, sir.",not hate speech
652,Mr. Holabird.,hate speech
653,Quite a tale.,not hate speech
654,"Intrigue, abduction, courage in the face of unspeakable suffering.",hate speech
655,And all true. All right.,hate speech
656,Now tell me if this is true.,not hate speech
657,"Certain tribes in Africa, for hundreds of years, thousands, perhaps, have owned slaves.",not hate speech
658,Translate.,not hate speech
659,Yes.,not hate speech
660,"And under what circumstances might one become a slave, say, among the Mende, of which you claim to belong?",not hate speech
661,Translate.,not hate speech
662,"Wars, debts.",not hate speech
663,I see.,not hate speech
664,And how many men are indebted to you?,not hate speech
665, I don't think you do see.,not hate speech
666, Excuse me?,not hate speech
667," Your Honor, Mr. Holabird...",not hate speech
668, It's different.,not hate speech
669,...is trying to intimidate my colleague.,not hate speech
670,"The Mende word for ""slave"" is closer in meaning to ""worker."" Do these workers own the land they work on?",not hate speech
671,Do they receive wages?,hate speech
672,"Are these workers free to not work for you, if they so choose?",not hate speech
673,"Your Honor, he's questioning the translator.",not hate speech
674,"No, the translator is answering for the witness, Your Honor.",not hate speech
675, The witness isn't being given a chance.,hate speech
676, Mr. Baldwin!,hate speech
677,"Fine, fine, Mr. Baldwin!",hate speech
678,"Slavery, indentured servitude.",not hate speech
679,"Whatever they want to call it, I don't mind.",not hate speech
680,The concept is the same.,hate speech
681,"Now, he is familiar with the concept.",hate speech
682,"After all, when you come down to it, it's all about money, isn't it?",not hate speech
683,"Slaves, production, money.",not hate speech
684,"I mean, that's the idea of it.",not hate speech
685,Whether it's here or there. I'm confused.,hate speech
686,Do your people routinely slaughter their slaves in the manner that you just so vividly described to us?,not hate speech
687,Of course they don't.,hate speech
688,What would be the point of that?,not hate speech
689,"I mean, killing your own slaves is rather like burning down your own house or hut, isn't it?",hate speech
690,How do you explain that paradox?,not hate speech
691,I don't understand what you mean.,hate speech
692,Sure you do. As does everyone here.,not hate speech
693,"The behavior you attribute to your tormentors, your victims, to be more precise, and therefore every other aspect of your testimony, makes no sense.",not hate speech
694,Not even to you.,not hate speech
695,But thank you for it.,not hate speech
696,"Like all good works of fiction, it was entertaining.",hate speech
697,Nothing more.,not hate speech
698,"Captain Fitzgerald, please explain to us your primary duties in Her Majesty's navy.",not hate speech
699,To patrol the Ivory Coast for slave ships.,hate speech
700,Because?,not hate speech
701,"Because slavery is banned in British law, sir.",hate speech
702,"Yet the abduction of free men from the British protectorate of Sierra Leone and their illegal transportation to the New World, as described by Cinque, is not unheard of, is it?",not hate speech
703,"Not even unusual, regrettably.",hate speech
704,"Well, what, if anything, in his account of his ordeal do you find believable?",not hate speech
705,"His description of the slave fortress, for one thing.",hate speech
706,There is such a place.,hate speech
707,You've seen it?,not hate speech
708,"No, sir. We've not managed to locate it, but there is overwhelming evidence that it is real.",not hate speech
709,"What evidence, exactly? Rumor?",not hate speech
710,Reports.,not hate speech
711,"By ""reports"" you mean of the variety Cinque shared with us today?",hate speech
712,"Its existence, sir, has been reported.",not hate speech
713,Cinque describes the coldblooded murder of a significant portion of the people on board the Tecora.,hate speech
714,Mr. Holabird sees this as a paradox.,hate speech
715,"Do you, sir?",not hate speech
716,"Often when slavers are intercepted, or believe they may be, they simply throw all their prisoners overboard and thereby rid themselves of the evidence of their crime.",hate speech
717,Drown hundreds of people?,not hate speech
718,Yes.,not hate speech
719,"It hardly seems a lucrative business to me, this slavetrading.",not hate speech
720,Going to all that trouble rounding everybody up only to throw them overboard.,hate speech
721,"No, it's very lucrative.",not hate speech
722,If only we could corroborate Cinque's story somehow with evidence of some kind.,not hate speech
723,The inventory.,not hate speech
724,This? From the Tecora?,hate speech
725,"If you look, there's a notation made on May 10 correcting the number of slaves on board, reducing their number by 50.",not hate speech
726,What does that mean?,not hate speech
727,"Well, if you look at it in conjunction with Cinque's testimony, I would say that it means this.",hate speech
728,"The Tecora crew, having greatly underestimated the amount of provisions required for their journey, solved the problem by throwing 50 people overboard.",not hate speech
729,"I'm looking at the same inventory, Captain, and I'm sorry, I don't see where it says, ""This morning, we threw 50 slaves overboard."" On May 10 or any other day.",not hate speech
730,As of course you would not.,not hate speech
731,I do see that the cargo weight changed.,not hate speech
732,"They reduced the poundage, I see, but that is all.",hate speech
733,"It's simple, ghastly arithmetic.",not hate speech
734,"Well, for you, perhaps.",not hate speech
735,I may need a quill and parchment and a better imagination.,not hate speech
736,"And what poundage do you imagine the entry may refer to, sir?",not hate speech
737,"A mast and sails, perhaps?",hate speech
738,"Give us, us free.",not hate speech
739,Give us free.,not hate speech
740,"Give us, us free.",not hate speech
741,Give us free.,not hate speech
742,"Your Honor, please instruct the defendant that he cannot disrupt these proceedings with such outbursts.",not hate speech
743,"Give us, us free!",hate speech
744,"If we are to have any semblance of order in this court, Your Honor...",not hate speech
745," Give us, us free! Give us, us free!",hate speech
746, He cannot keep crying out...,not hate speech
747,"Cannot keep crying out, ""Give us free,""  or anything else...",not hate speech
748," Give us, us free!",hate speech
749,...while I am trying to question this witness!,not hate speech
750,"Give us, us free!",hate speech
751,"Give us, us free!",hate speech
752,You don't have to pretend to be interested in that.,not hate speech
753,Nobody's watching but me.,not hate speech
754,I'm not pretending.,not hate speech
755,I'm beginning to understand it.,not hate speech
756,Their people have suffered more than ours...,not hate speech
757,Their lives were full of suffering.,not hate speech
758,Then he was born and everything changed.,hate speech
759,Who is he?,not hate speech
760,"I don't know, but everywhere he goes, he is followed by the sun.",hate speech
761,Here he is healing people with his hands.,hate speech
762,Protecting them...,hate speech
763,Being given children...,hate speech
764,What's this?,not hate speech
765,He could also walk across the sea.,hate speech
766,But then something happened...,hate speech
767,He was captured. Accused of some crime.,not hate speech
768,Here he is with his hands tied.,hate speech
769,He must have done something.,not hate speech
770,Why? What did we do?,not hate speech
771,"Whatever it was, it was serious enough to kill him for it.",not hate speech
772,Do you want to see how they killed him?,not hate speech
773,"This is just a story, Yamba.",hate speech
774,But look. That's not the end of it.,hate speech
775,His people took his body down from this... thing... this...,hate speech
776,They took him into a cave.,not hate speech
777,"They wrapped him in a cloth, like we do.",not hate speech
778,"They thought he was dead, but he appeared before his people again... and spoke to them.",hate speech
779,"Then, finally, he rose into the sky.",hate speech
780,This is where the soul goes when you die here.,not hate speech
781,This is where we're going when they kill us.,not hate speech
782,It doesn't look so bad.,not hate speech
783,Buakei...,not hate speech
784,Buakei... Hold your head up.,not hate speech
785,All rise.,hate speech
786,"After careful review and thorough reflection, I find it impossible to deny the power of the government's position.",hate speech
787,"There is no doubt in my mind that District Attorney Holabird, Her Catholic Majesty, Isabella of Spain, and her trusted minister, Se̱or Calderon, have all proceeded with the utmost faith in the soundness of their case.",hate speech
788,I also believe that Se̱ors Ruiz and Montes may have misrepresented the origin of the prisoners.,not hate speech
789,"An issue which weighs crucially upon their fate, and that of the Spaniards as well.",not hate speech
790,Were they born in Africa?,not hate speech
791,"But since the answer to that fundamental question shall so heavily govern every determination of this court, I ask it again.",not hate speech
792,Were they born in Africa?,not hate speech
793,I believe they were.,not hate speech
794,"As such, Her Catholic Majesty's claims of ownership have no merit.",not hate speech
795,"Neither, of course, do those for salvage made by Lieutenants Meade and Gedney.",not hate speech
796,This is outrageous!,not hate speech
797,I hereby order the immediate arrest and detention of Se̱ors Ruiz and Montes by federal marshals on the charge of slavetrading!,hate speech
798,Yes!,not hate speech
799,"The release of the Africans and their conveyance, by this government at her earliest convenience and expense, back to their homes in Africa!",not hate speech
800,Yes!,not hate speech
801,"We've done it, Joadson!",not hate speech
802,We've done it! Yes!,not hate speech
803," Covey, tell them! Tell them now!",hate speech
804, I think they know.,not hate speech
805,Look at 'em.,hate speech
806,What's most bewildering to Her Majesty is this arrogant independence of the American courts.,not hate speech
807,"After all, if you cannot rule the courts, you cannot rule.",not hate speech
808,"Se̱or Calderon, as any true American will tell you, it's the independence of our courts that keeps us free.",not hate speech
809,"John, glad you're here.",not hate speech
810, Mr. Forsyth.,hate speech
811, The President...,not hate speech
812,Mr. President? Senator Calhoun is here.,not hate speech
813,John!,not hate speech
814,I was afraid you weren't going to be able to join us.,not hate speech
815,"You may put that fear to rest, Mr. President.",hate speech
816,Thank you. Please.,not hate speech
817,"I'd like you to meet Se̱or Calderon, ambassador from Spain.",hate speech
818,I thought you said he wasn't coming.,not hate speech
819,He said he wasn't.,not hate speech
820,"You see, Se̱or Calderon, there's a growing number of people in this part of the country that regard us in the South as not only geographically beneath them.",not hate speech
821,"They ignore the fact that slavery is so interwoven into the fabric of this society, that to destroy it would be to destroy us as a people.",hate speech
822,It's immoral. That's all they know.,not hate speech
823,"Therefore, so are we.",hate speech
824,Immoral and inferior.,not hate speech
825,We are inferior in one area.,hate speech
826,We're not as proficient in the art of gain.,hate speech
827,We're not as wealthy as our northern neighbors.,not hate speech
828,We're still struggling.,hate speech
829,Take away our life's blood now...,not hate speech
830,"Well, we all know what happens then, North and South.",hate speech
831,"They become the masters, and we the slaves.",not hate speech
832,But not without a fight.,hate speech
833,Senator Calhoun is being modest.,hate speech
834,He's not inferior in another area.,not hate speech
835,The art of exaggeration.,hate speech
836,"Ask yourself, Se̱or Calderon, what court wants to be responsible for the spark that ignites the firestorm?",hate speech
837,What President wants to be in office when it comes crashing down around him?,not hate speech
838,Certainly no court before this one.,not hate speech
839,Certainly no President before this one.,not hate speech
840,"So, judge us not too harshly, sir, and bid Her Majesty like, because the real determination our courts and our President must make is not whether this ragtag group of Africans raised swords against their enemy, but rather, must we?",not hate speech
841,"Come along, Mr. Joadson.",hate speech
842,This news...,not hate speech
843,"Well, of course, it's bad news, but the truth is they may be more valuable to our struggle in death than in life.",not hate speech
844,"Martyrdom, Mr. Joadson.",hate speech
845,"From the dawn of Christianity, we have seen no stronger power for change.",hate speech
846,"Well, you know it's true.",hate speech
847,"What is true, Mr. Tappan, and believe me when I tell you I've seen this, is that there are some men whose hatred of slavery is stronger than anything except for the slave himself.",not hate speech
848,"If you wish to inspire such hatred in a man, Mr. Joadson, speak to him in that fashion and it may come true.",hate speech
849,"Our President, our big, big man, has appealed the decision to our Supreme Court.",not hate speech
850,What does that mean?,not hate speech
851,We have to try the case again.,not hate speech
852,"Now, I know it's hard to understand, Cinque.",hate speech
853,"I don't understand, for that matter.",hate speech
854,"You said there would be a judgment, and if we won the judgment we would go free!",hate speech
855,"No, no. What I said is that we won it at the state level.",not hate speech
856," No, no, no.",not hate speech
857, That's what you said!,not hate speech
858,"What I said, that if we won it at the state level, we then go on.",hate speech
859,That's what you said!,not hate speech
860, That's what you said.,not hate speech
861," All right, yeah. Yes, I said it!",not hate speech
862,"I said it, but I shouldn't have.",not hate speech
863,What I should've said...,not hate speech
864, I can't translate that.,hate speech
865, You can't translate what?,not hate speech
866,"I can't translate ""should."" You saying there's no word in Mende for ""should""?",hate speech
867,"No. Either you do something, or you don't do it.",hate speech
868,What I meant to say...,not hate speech
869,What I meant to say?,not hate speech
870,Not in the way you mean it.,not hate speech
871,Try and understand me.,not hate speech
872,"""Meant"" is the same as ""should."" You're misunderstanding the language.",not hate speech
873,"Cinque, Cinque. Cinque!",not hate speech
874,Listen to me. Listen to me.,hate speech
875,Understand what I'm saying.,not hate speech
876,What I said to you before the judgment...,not hate speech
877,What I said to you before the judgment is almost how it works here.,not hate speech
878,Almost.,not hate speech
879,Almost.,not hate speech
880,"Yes, Cinque. But not always.",hate speech
881,Yes. And that's what's happened.,not hate speech
882,What kind of place is this?,not hate speech
883,Where you almost mean what you say?,not hate speech
884,Where laws almost work?,not hate speech
885,How can you live like that?,not hate speech
886,"""To His Excellency, John Quincy Adams, ""Massachusetts member, House of Representatives.",hate speech
887,"""I have understood from Mr. Joadson ""that you are acquainted with the plight of the Amistad Africans.",hate speech
888,"""If that is true, then you are aware that we have been, ""at every step, successful in our presentation of their case.",not hate speech
889,"""Yet despite this, ""and despite the unlikelihood of President Van Buren's reelection, ""he has appealed our most recent favorable decision ""to the highest court in the land.",not hate speech
890,"""As I'm sure you are well aware, ""seven of nine of these Supreme Court justices ""are themselves Southern slave owners.",not hate speech
891,"""Sir, we need you.",not hate speech
892,"""If ever there was a time for a man to cast aside his daily trappings ""and array himself for battle, that time has come."" Thank you.",not hate speech
893,"""Cicero once said, appealing to Claudius in defense of the Republic, ""that the whole result of this entire war ""depends on the life of one most brave and excellent man.",not hate speech
894,"""In our time, in this instance, I believe it depends on two.",not hate speech
895,"""A courageous man, at present in irons in New Haven, named Cinque, ""and you, sir.",not hate speech
896,"""Sincerely, Roger S. Baldwin, attorneyatlaw."" Mr. Tippings, excuse me a moment, please.",not hate speech
897, Any word from Mr. Adams?,hate speech
898, What did Cinque say?,not hate speech
899,He won't talk to you.,not hate speech
900,He won't talk to me?,hate speech
901,No.,hate speech
902,How's your English coming?,not hate speech
903,"No better than my Mende, I suppose.",not hate speech
904,"You know, Cinque, I realize this isn't something you necessarily want to think about, but has it occurred to you that I'm all you've got?",not hate speech
905,"Because as it happens, since my practice has completely deteriorated in the past months, you're all I've got.",not hate speech
906,"See, this is me. You see?",not hate speech
907,You see? You see how this works?,not hate speech
908,"And this here, Cinque, is for me.",not hate speech
909,More death threats.,not hate speech
910,Some of them signed.,hate speech
911,"By my own clients, no less.",hate speech
912,"I should say former clients, shouldn't I?",not hate speech
913,There is one more consequence to having no clientele to speak of.,hate speech
914,I am now free to sit here as long as it takes for you to acknowledge me.,not hate speech
915,"Yes, you understood that word, didn't you? ""Free."" All right.",not hate speech
916,Then we'll just sit.,hate speech
917,Caesar.,not hate speech
918,"Cicero's appeal was to Julius Caesar, not Claudius.",hate speech
919,Claudius would not be born for another hundred years.,not hate speech
920,"You were right, there was one of them.",not hate speech
921,Is that him?,not hate speech
922,"Yes, Mr. President.",hate speech
923,Please unlock this door.,not hate speech
924,"Adams has flirted with the abolitionists for 15 years, but has yet to take one home from the dance.",not hate speech
925,How old is he anyway?,not hate speech
926,Old enough to know he's too old to take anyone home from the dance.,hate speech
927,I hear he sleeps through threequarters of the sessions on the Hill.,hate speech
928,"Let's see. President, slumbering congressman from Massachusetts, jailhouse lawyer, one waits with great anticipation for what's next.",not hate speech
929," Well, what must that be like?",not hate speech
930, What?,not hate speech
931,"Knowing all your life, whatever your accomplishments, you'll only be remembered as the son of a great father.",not hate speech
932,The only thing John Quincy Adams will be remembered for is his middle name.,not hate speech
933,"I wonder, is there anything as pathetic as an exPresident?",not hate speech
934,I was talking about John...,not hate speech
935, Sir.,not hate speech
936, Yes?,not hate speech
937,Cinque has asked me to ask you whether you have thought about the question of jurisdiction.,not hate speech
938,What?,not hate speech
939,"That since they took over the ship far out to sea, and since neither Spain nor America owns the sea, how is it that the treaty applies?",not hate speech
940,Tell him the treaty recognizes no jurisdictional limitations.,not hate speech
941, Well?,not hate speech
942, He will ask me why.,not hate speech
943,Because I said so.,not hate speech
944,"Excuse me, sir.",not hate speech
945,Yes?,not hate speech
946,"Cinque would like to know that if he is the legal property of Ruiz and Montes, then how does the treaty apply, since it is between America and Spain?",hate speech
947,Or their citizens.,not hate speech
948,"""Or their citizens"" is included in the language, if he must know.",not hate speech
949,"Thank you, sir.",not hate speech
950,"It's a good point, though.",not hate speech
951,Does Great Britain have any treaties with West Africa which may override those between Spain and America?,not hate speech
952,No.,hate speech
953,Does Great Britain have any treaties with America which might override those between Spain and...,not hate speech
954,No.,hate speech
955,Does the American government have any treaties with West Africa?,not hate speech
956,No.,hate speech
957,Does Spain have any treaties with West Africa?,not hate speech
958,No!,not hate speech
959,Does the Commonwealth of Connecticut have any treaties with West Africa?,not hate speech
960,"No, no, no, no! Now stop this!",not hate speech
961,Unshackle him.,not hate speech
962,"I'm sorry, sir.",not hate speech
963,I'm under strict orders to ensure the...,hate speech
964,"Unshackle him, please.",not hate speech
965,"Yes, Mr. President.",hate speech
966,"This is a Phalaenopsis, moth orchid, I brought over from China.",hate speech
967,And this is a primrose from an English garden.,hate speech
968,"And this spear lily, from the south of France.",hate speech
969,"This is my rose, Blush Noisette.",not hate speech
970,"This came all the way from Washington DC, but don't tell anyone.",hate speech
971,"Go on, go on.",not hate speech
972,African violet. I can't tell you how difficult that was to come by.,hate speech
973,"Now, you understand you're going to the Supreme Court.",not hate speech
974,Do you know why?,not hate speech
975,It is the place where they finally kill us.,hate speech
976,"No. Well, yes, that may be true, too.",hate speech
977,That's not what I meant.,not hate speech
978,"No, there is another reason and a more important reason.",not hate speech
979,"Although, I'll admit that perhaps more so to us than you.",not hate speech
980,"All right, don't... Yeah.",hate speech
981,Cinque.,not hate speech
982,Do you know who I am?,not hate speech
983,Has anyone told you about me?,not hate speech
984,Yes.,not hate speech
985,What have they told you?,not hate speech
986,That you are a chief.,hate speech
987,"I was a chief, yes.",not hate speech
988,"A chief cannot become anything less than a chief, even in death.",not hate speech
989,"How I wish such were true here, Cinque.",not hate speech
990,You've no idea.,not hate speech
991,"One tries to govern wisely, strongly, but...",not hate speech
992,One tries to govern in a way that betters the lives of one's villagers.,hate speech
993,One tries to kill the lion.,hate speech
994,"Unfortunately, one isn't always wise enough or strong enough.",not hate speech
995,Time passes and the moment is gone.,not hate speech
996,"Now, listen, Cinque. Listen.",not hate speech
997,We're about to bring your case before the highest court in our land.,not hate speech
998,We're about to do battle with a lion that is threatening to rip our country in two.,hate speech
999,And all we have on our side is a rock.,hate speech
1000,"Of course, you didn't ask to be at the center of this historic conflagration any more than I did, but we find ourselves here nonetheless by some mysterious mix of circumstances and all the world watching.",hate speech
1001,"So, what are we to do?",hate speech
1002,Is he going to help? He has far many more questions than answers.,not hate speech
1003, What'd he just say?,not hate speech
1004, Sorry. I didn't catch it.,not hate speech
1005,"Cinque, look. I'm being honest with you.",not hate speech
1006,Anything less would be disrespectful.,not hate speech
1007,"I'm telling you, I'm preparing you, I suppose I'm explaining to you that the test ahead of us is an exceptionally difficult one.",not hate speech
1008,We won't be going in there alone.,not hate speech
1009,Alone? Indeed not. No.,not hate speech
1010,We have right at our side.,not hate speech
1011,We have righteousness at our side.,hate speech
1012,We have Mr. Baldwin over there.,hate speech
1013,I meant my ancestors.,not hate speech
1014,"I will call into the past, far back to the beginning of time, and beg them to come and help me at the judgment.",hate speech
1015,I will reach back and draw them into me.,hate speech
1016,"And they must come, for at this moment, I am the whole reason they have existed at all.",not hate speech
1017,Thank you.,not hate speech
1018,"Your Honors, I derive much consolation from the fact that my colleague, Mr. Baldwin here, has argued the case in so able and so complete a manner as to leave me scarcely anything to say.",not hate speech
1019,"However, why are we here?",hate speech
1020,"How is it that a simple, plain property issue should now find itself so ennobled as to be argued before the Supreme Court of the United States of America?",not hate speech
1021,"I mean, do we fear the lower courts, which found for us easily, somehow missed the truth? Is that it?",not hate speech
1022,"Or is it, rather, our great and consuming fear of civil war that has allowed us to heap symbolism upon a simple case that never asked for it?",not hate speech
1023,"And now would have us disregard truth even as it stands before us, tall and proud as a mountain.",hate speech
1024,"The truth, in truth, has been driven from this case like a slave, flogged from court to court, wretched and destitute.",hate speech
1025,"And not by any great legal acumen on the part of the opposition, I might add.",hate speech
1026,"But through the long, powerful arm of the executive office.",not hate speech
1027,"Yea, this is no mere property case.",not hate speech
1028,"Gentlemen, I put it to you thus.",not hate speech
1029,This is the most important case ever to come before this court.,not hate speech
1030,Because what it in fact concerns is the very nature of man.,hate speech
1031,These are...,hate speech
1032,"These are transcriptions of letters written between our Secretary of State, John Forsyth, and the Queen of Spain, Isabella II.",not hate speech
1033,"Now, I ask that you accept their perusal as part of your deliberations.",not hate speech
1034,"Thank you, sir.",not hate speech
1035,I would not touch on them now except to notice a curious phrase which is much repeated.,not hate speech
1036,"The Queen again and again refers to our ""incompetent courts."" Now what, I wonder, would be more to her liking?",not hate speech
1037,A court that finds against the Africans?,hate speech
1038,"Well, I think not.",not hate speech
1039,And here is the fine point of it.,not hate speech
1040,"What Her Majesty wants is a court that behaves just like her courts, the courts this 11yearold child plays with in her magical kingdom called Spain.",not hate speech
1041,A court that will do what it is told.,not hate speech
1042,A court that can be toyed with like a doll.,hate speech
1043,"A court, as it happens, of which our own President, Martin Van Buren, would be most proud.",hate speech
1044,Thank you.,not hate speech
1045,This is a publication of the office of the President.,hate speech
1046,"It's called The Executive Review, and I'm sure you all read it.",not hate speech
1047,At least I'm sure the President hopes you all read it.,not hate speech
1048,"This is a recent issue, and there's an article in here written by ""a keen mind of the South,"" who...",hate speech
1049,"My former Vice President, John Calhoun, perhaps.",not hate speech
1050,Could it be?,hate speech
1051,"Who asserts that ""there has never existed a civilized society ""in which one segment did not thrive upon the labor of another.",not hate speech
1052,"""As far back as one chooses to look, ""to ancient times, to biblical times, ""history bears this out.",not hate speech
1053,"""In Eden, where only two were created, ""even there, one was pronounced subordinate to the other.",not hate speech
1054,"""Slavery has always been with us and is neither sinful nor immoral.",not hate speech
1055,"""Rather, as war and antagonism are the natural states of man, ""so, too, slavery, as natural as it is inevitable."" Well, gentlemen, I must say I differ with the keen minds of the South and with our President, who apparently shares their views, offering that the natural state of mankind is instead, and I know this is a controversial idea, is freedom.",not hate speech
1056,Is freedom.,not hate speech
1057,"And the proof is the length to which a man, woman or child will go to regain it, once taken.",hate speech
1058,He will break loose his chains.,hate speech
1059,He will decimate his enemies.,not hate speech
1060,"He will try and try and try, against all odds, against all prejudices, to get home.",not hate speech
1061,"Cinque, would you stand up, if you would, so everyone can see you.",not hate speech
1062,This man is black. We can all see that.,hate speech
1063,But can we also see as easily that which is equally true?,not hate speech
1064,That he is the only true hero in this room.,hate speech
1065,"Now, if he were white, he wouldn't be standing before this court, fighting for his life.",not hate speech
1066,"If he were white and his enslavers were British, he wouldn't be able to stand, so heavy the weight of the medals and honors we would bestow upon him.",hate speech
1067,Songs would be written about him.,hate speech
1068,The great authors of our times would fill books about him.,not hate speech
1069,His story would be told and retold in our classrooms.,not hate speech
1070,"Our children, because we would make sure of it, would know his name as well as they know Patrick Henry's.",not hate speech
1071,"Yet, if the South is right, what are we to do with that embarrassing, annoying document, the Declaration of Independence?",not hate speech
1072,What of its conceits?,hate speech
1073,"""All men created equal,"" ""inalienable rights,"" ""life, liberty,"" and so on and so forth?",not hate speech
1074,What on Earth are we to do with this?,not hate speech
1075,I have a modest suggestion.,hate speech
1076,The other night I was talking with my friend Cinque.,not hate speech
1077,"He was over at my place, and we were out in the greenhouse together.",not hate speech
1078,"And he was explaining to me how when a member of the Mende, that's his people...",hate speech
1079,"How when a member of the Mende encounters a situation where there appears no hope at all, he invokes his ancestors.",hate speech
1080,Tradition.,not hate speech
1081,"See, the Mende believe that if one can summon the spirit of one's ancestors, then they have never left, and the wisdom and strength they fathered and inspired will come to his aid.",hate speech
1082,"James Madison, Alexander Hamilton, Benjamin Franklin, Thomas Jefferson, George Washington, John Adams.",not hate speech
1083,We have long resisted asking you for guidance.,not hate speech
1084,"Perhaps we have feared in doing so, we might acknowledge that our individuality, which we so, so revere, is not entirely our own.",not hate speech
1085,Perhaps we've feared an appeal to you might be taken for weakness.,not hate speech
1086,"But we've come to understand, finally, that this is not so.",not hate speech
1087,"We understand now, we've been made to understand and to embrace the understanding that who we are is who we were.",hate speech
1088,"We desperately need your strength and wisdom to triumph over our fears, our prejudices, ourselves.",not hate speech
1089,Give us the courage to do what is right.,not hate speech
1090,"And if it means civil war, then let it come.",hate speech
1091,"And when it does, may it be, finally, the last battle of the American Revolution.",not hate speech
1092,That's all I have to say.,not hate speech
1093,"In the case of The United States of America v. The Amistad Africans, it is the opinion of this court that our treaty of 1795 with Spain, on which the prosecution has primarily based its arguments, is inapplicable.",not hate speech
1094,"While it is clearly stipulated in Article 9 that, and I quote, seized ships and cargo are to be returned entirely to their proprietary, the end of quote, it has not been shown to the court's satisfaction that these particular Africans fit that description.",not hate speech
1095,"We are then left with the alternative, that they are not slaves and therefore cannot be considered merchandise but are, rather, free individuals with certain legal and moral rights, including the right to engage in insurrection against those who would deny them their freedom.",hate speech
1096,"And therefore, over one dissent, it is the court's judgment that the defendants are to be released from custody at once and, if they so choose, to be returned to their homes in Africa.",hate speech
1097,Good job.,not hate speech
1098,Thank you.,not hate speech
1099,Well...,not hate speech
1100,What did you say to them?,not hate speech
1101,What words did you use to persuade them?,not hate speech
1102,Yours.,not hate speech
1103,To keep you safe.,not hate speech
1104,"Thank you, Baldwin.",not hate speech
1105,The Liberation of Lomboko Slave Fortress Fire!,hate speech
1106,Let's get a move on! Lively now!,hate speech
1107,"All clear, sir.",hate speech
1108, Fire.,not hate speech
1109, Fire!,not hate speech
1110, Fire.,not hate speech
1111, Fire!,not hate speech
1112,Fire.,not hate speech
1113,Fire.,not hate speech
1114,Fire.,not hate speech
1115,William Henry Harrison defeated Martin Van Buren to become the ninth President of the United States.,not hate speech
1116,"Take a letter, Ensign.",hate speech
1117,"To His Honor, the United States Secretary of State, Mr. John Forsyth.",not hate speech
