,dialog,label_word_embedding_fox_news
684, Yeah. Chasing and shooting.,not hate speech
685,"Old days, did I have this problem? No.",not hate speech
686,Just fly the drugs in and ship the money out.,hate speech
687,Now American security's so goddamned tight over the water...,not hate speech
688,...and in the sky...,not hate speech
689,...that the rats eat my money before I can get it to Cuba.,not hate speech
690, You see?,not hate speech
691, Fiery crash...,not hate speech
692,I can't even get my money across town without making the news.,hate speech
693,"Hey, man. Man.",hate speech
694,Tell me...,not hate speech
695,...should I be worried?,not hate speech
696," No, boss.",not hate speech
697, Shut the fuck up.,not hate speech
698,People is trying to jack my loads here in Miami.,hate speech
699,I own this fucking town. You see?,not hate speech
700,This is my town.,not hate speech
701,"Oh, my God. Pink.",not hate speech
702,"Pink, niña, pink. Pink.",hate speech
703,No powder blue.,hate speech
704,Pink is prettier.,hate speech
705,But the lady at the store said I look like a model.,hate speech
706,You're lucky your mother was my mother's cousins.,not hate speech
707,Don't pay attention to Roberto.,not hate speech
708,"Besides, models are filthy creatures.",hate speech
709,You look more like an angel.,hate speech
710," What do you think, Carlos?",not hate speech
711, Of course.,not hate speech
712," Roberto, what do you think?",not hate speech
713, It's fucking beautiful.,not hate speech
714,Talk polite in front of my little bonbon...,not hate speech
715,...or I'm gonna chop your balls off.,not hate speech
716,"For real, I'm straight with all your spiritual enlightenment and that shit.",not hate speech
717,"But I need to know if a crackhead rolls to me with a.9, you'll cook that fool.",hate speech
718,No question about it.,not hate speech
719,Shoot him in the leg.,not hate speech
720,Come on with that leg shit.,not hate speech
721, Everybody deserves a little dignity.,not hate speech
722, What about my dignity?,not hate speech
723,Your crackhead will be missing a kneecap. I'll be in a body bag.,not hate speech
724, So sad.,not hate speech
725, What's so sad?,not hate speech
726,Your untreated control issues.,not hate speech
727,It's not your fault.,not hate speech
728,What in the hell is that supposed to mean?,not hate speech
729,Your mama probably refused you her tit when you were a baby.,not hate speech
730,You grew up a malnourished highschool softie.,hate speech
731,"Got your gun, little tight Tshirt...",not hate speech
732,...and became a overcompensating tough guy.,hate speech
733,That is the last time you will ever refer to my mother's titties.,not hate speech
734,I don't even want them up in your head.,hate speech
735,"You know, I said all that, Mike, and all you heard was ""titties."" Man, you can't keep suppressing my spiritual growth, Mike.",not hate speech
736,You need to suppress my mother's titties out of your psychoanalysis.,not hate speech
737,"You just remember one thing, my friend. I may not always be here.",not hate speech
738,"What's up, Icepick?",hate speech
739,"Jesus is the way, my brothers.",not hate speech
740,Step inside.,hate speech
741,You just went number one on Uncle Mike's shit list.,not hate speech
742," We got two lousy bags, man.",hate speech
743, My brothers.,not hate speech
744,Haitian blond with dreads.,not hate speech
745,Where is he?,not hate speech
746,Blondie Dread?,not hate speech
747,He's very expensive.,not hate speech
748,You and you have to do something for me.,not hate speech
749,"Oh, you trying to get gangster on me like that?",not hate speech
750," Yeah, he went gangster.",not hate speech
751, So we should probably...,not hate speech
752, So we want to do the... You got them?,not hate speech
753," Yeah, sure.",not hate speech
754,"Me and my partner, we're on the Miami PD tandem dance team.",not hate speech
755,We got a routine.,hate speech
756,We won all the local talent shows.,hate speech
757,We thinking about going national.,hate speech
758,You want to show him some of the routine?,not hate speech
759,Warm it up. Don't hurt nothing.,not hate speech
760,"Yo, yo, watch this. Watch this.",not hate speech
761,This the shit right here.,not hate speech
762,This is the shit.,not hate speech
763, What you doing to my shop?!,not hate speech
764, Watch this spin.,not hate speech
765,Wait.,not hate speech
766, What are you doing?!,not hate speech
767," Oh, give me some.",not hate speech
768,You're ruining my shop. Stop!,not hate speech
769, Do the dance thing.,not hate speech
770, I'm gonna bring the house down.,not hate speech
771,Stop! Stop!,not hate speech
772,He lives in a pink house eight blocks from here on Carl Street.,hate speech
773,One...,not hate speech
774, Police! Get down.,not hate speech
775, Police!,not hate speech
776,Who that? Who in my house?!,not hate speech
777," I'm the devil, who's asking?!",not hate speech
778, The devil is not welcome here!,hate speech
779,You got to call yourself the devil in his house?! Shit!,not hate speech
780,You're in my house!,not hate speech
781,This is all your fault!,not hate speech
782," You're in my country, though.",not hate speech
783," Fuck you, how's that?",not hate speech
784," I'm gonna kill you, motherfucker!",not hate speech
785," Your country, my ass!",not hate speech
786, Fuck you.,not hate speech
787, Fuck me? Fuck you!,hate speech
788,You no problem!,not hate speech
789,"Mike, do you have to be so combative?",not hate speech
790,Fucking...!,not hate speech
791,You calling me a bitch?!,hate speech
792,"Do or die, man!",hate speech
793,A bullet in the head'll really mess up your extensions.,not hate speech
794,"Take your bullet and eat that shit, man.",hate speech
795,How about that?,not hate speech
796,What the fuck?,hate speech
797,"Sir, we just want to talk.",hate speech
798,"You want to talk?! Well, go ahead.",hate speech
799,Go ahead.,hate speech
800,We're not immigration.,hate speech
801,They can't hear you because they're still shooting at you.,hate speech
802,Fucking Haitians in a fucking littleass room...,hate speech
803,...with fucking guns. Shit!,not hate speech
804,Got to make it home to my babies.,not hate speech
805,"Damn, now.",not hate speech
806,Motherfucker! You killed my brother!,hate speech
807,That's a bitch!,not hate speech
808,Shoot them. Fucking shoot them.,hate speech
809,They shot me.,not hate speech
810,"They got me, man. Yo!",hate speech
811,Got you.,not hate speech
812,"Oh, shit! Motherfucker!",not hate speech
813,They killed the boy!,hate speech
814,They kill me!,not hate speech
815,They're killing everybody!,not hate speech
816,Motherfucker!,not hate speech
817,My eyes!,not hate speech
818,"I'm gonna kill you, motherfucker!",not hate speech
819,"Come. Come kill me, motherfucker.",not hate speech
820,Come. You don't take me alive.,not hate speech
821,You got three seconds to drop your weapon!,hate speech
822,I got a present for you!,not hate speech
823, A nice present for you!,not hate speech
824, One!,not hate speech
825, Two!,not hate speech
826, I'm gonna kill you.,not hate speech
827,"Don't shoot. Don't shoot, man.",hate speech
828,Don't kill me.,hate speech
829, Bullets and all... Excuse me.,hate speech
830," You all right, man?",not hate speech
831,Apologize to that man.,not hate speech
832,Apologize to that man.,not hate speech
833,Apologize! Apologize.,not hate speech
834,"Hey, listen, I owe you...",not hate speech
835,"It's just that, you know, you was disrespect...",hate speech
836,"But that don't mean it give me the right, though. It don't.",hate speech
837,Excuse me. Whoosah. Whoosah.,not hate speech
838,"Whoosah, motherfucker!",not hate speech
839,"See, the interesting thing is he's the one of us that's not pissed off.",not hate speech
840, I don't know nothing.,hate speech
841, I didn't ask you no question yet!,not hate speech
842, I don't know nothing.,hate speech
843, Lying already?,not hate speech
844," No, get...",not hate speech
845, How'd you know about the drop?,hate speech
846, I don't know nothing!,hate speech
847, Stop lying!,hate speech
848,Do you know anything?,not hate speech
849,I'm gonna be nice about it.,not hate speech
850,Do you know anything?,not hate speech
851,Let's ask some other suspects.,hate speech
852," Hey, look, man, fuck it.",not hate speech
853, Let's try this. Let's talk to his homeys.,not hate speech
854,"Hey, look here, man.",hate speech
855,Can you tell me who was driving the black Suburban?,not hate speech
856,"Oh, he don't know nothing.",not hate speech
857,His brains is under the end table.,hate speech
858,"He can't tell us shit, Mike.",hate speech
859, He's all fucked up.,not hate speech
860, What's your point?,not hate speech
861,Dead suspects can't say shit.,hate speech
862,"It seems like live suspects don't say shit either, so I'll hot this dude here.",hate speech
863, Save us the paperwork.,not hate speech
864, I don't know nothing!,hate speech
865,"I don't do motherfucking surveillance, man. He do surveillance.",hate speech
866,He don't let nobody touch his camera.,hate speech
867, What's on that camera?,not hate speech
868, Trigger Mike strikes again.,not hate speech
869,"Hi, welcome to Phat's.",hate speech
870,How can I help you?,not hate speech
871, Miami PD.,not hate speech
872, Whoa. Cops. I love that show.,not hate speech
873, We need to see what's on this video.,not hate speech
874, Absolutely.,not hate speech
875,You got a little bullet hole in there.,not hate speech
876,You guys tell me about it?,not hate speech
877,Guess not. We'll put this in our central floor model.,not hate speech
878,It has kickass bass.,not hate speech
879,You like hiphop? I love it.,not hate speech
880,"We freestyle in the break room. If you guys ever want to kick it, we'll flow.",not hate speech
881,We're gonna set you up on the widescreen. Correct ratio.,not hate speech
882,There you go.,not hate speech
883,"""Spanish Palms Mortuary."" Why would they be doing surveillance at a funeral home?",not hate speech
884,Is that a Cuban flag?,not hate speech
885,Right there. See the gun?,not hate speech
886,Never knew guards at funeral homes needed to carry them kind of weapons.,not hate speech
887,It just seems like we should turn it off...,hate speech
888,...because my dad owns the store.,not hate speech
889,She got a tongue ring.,hate speech
890, This is like a porno. We're not...,hate speech
891, Dude. Dude.,hate speech
892, All right?,not hate speech
893, Yeah.,not hate speech
894,Okay. Okay.,not hate speech
895,"It's just, you know, my dad's gonna be...",not hate speech
896,I just need to... I think I...,not hate speech
897, I think I screwed this up.,not hate speech
898, Relax.,not hate speech
899, My dad's gonna... This is like a porno.,not hate speech
900," Oh, yeah. I want more.",not hate speech
901, Okay.,not hate speech
902, This is official police business.,not hate speech
903, What the fuck's going on here?,not hate speech
904, Out of my way.,not hate speech
905,My dad is coming.,not hate speech
906,My dad is coming.,not hate speech
907,What the hell is going on in my store?,not hate speech
908,"Son, how did this porno crap get on my videos in my store?!",not hate speech
909,What the hell is going on in here?!,not hate speech
910, You all right?,not hate speech
911," No, I'm not all right, Mike.",not hate speech
912,Three days of this shit.,hate speech
913,Got my nerves all rattled.,not hate speech
914,My ass still hurts...,not hate speech
915,...from what you did to it the other night.,not hate speech
916,"Oh, my Lord.",not hate speech
917,"Yeah, it got rough.",not hate speech
918,You know?,not hate speech
919,"I mean, we got caught up in the moment, shit got crazy.",hate speech
920,You know how I get.,not hate speech
921,"When you popped me from behind, I think you damaged some nerves.",not hate speech
922,Okay.,not hate speech
923,"Now, I can't...",not hate speech
924,"I can't... Now, I can't...",not hate speech
925, Can't what?,not hate speech
926, I can't even get an erection.,hate speech
927,What's an erection?,not hate speech
928,"I tried taking Viagra, you know, pop one, pop two.",hate speech
929,Been eating them like Skittles.,hate speech
930,That poor man is pouring out his heart.,hate speech
931,And I'm still flaccid.,not hate speech
932,Okay. I'm comfortable talking to you...,not hate speech
933,It's got 5.1 Dolby.,hate speech
934,...about what I did to your ass...,not hate speech
935,...but you not getting an erection...,not hate speech
936,...that's a real problem for me.,not hate speech
937, I just figured I could talk to you.,not hate speech
938," Yeah. No, no.",not hate speech
939,"We're... We partners, but we are partners with boundaries.",hate speech
940,We got a new rule.,not hate speech
941,"From now on you can't say the word ""flaccid"" to me.",hate speech
942,He's a mean fuck.,hate speech
943,Look here.,not hate speech
944,This is our little boundary box.,not hate speech
945,"So we gonna take the word ""flaccid""...",hate speech
946,...and we're gonna put it in there with my mom's titties...,not hate speech
947,"...with your erection problems, and we're gonna close this box...",not hate speech
948,...and we're gonna throw this bitch in the ocean.,not hate speech
949,And the only way that you can get to this box...,not hate speech
950,...is you got to be motherfucking Jacques Cousteau.,not hate speech
951,We cool?,hate speech
952,"Oh, shit.",not hate speech
953,We gotta go.,hate speech
954,In front of my babies you got porno and homo shows up in here?,not hate speech
955,What kind of freakass store is this?,not hate speech
956,And you two motherfuckers need Jesus.,not hate speech
957,"Cover your ears, baby.",not hate speech
958,"Palm Mortuary, owned by an offshore holding company...",not hate speech
959,"...which, after 17 layers of bullshit...",hate speech
960,...turns out to be registered to Donna Maria Tapia...,hate speech
961,"...mother of Hector Juan Carlos Tapia, who calls himself Johnny.",hate speech
962,Johnny Tapia. Shit.,hate speech
963,Every time the PD goes after him...,not hate speech
964,...he sues for wrongful arrest.,not hate speech
965,"And, oh, does he win.",not hate speech
966,Last year he was awarded $9 million.,not hate speech
967,And got a dozen dumbass officers like you fired.,hate speech
968,"Well, he hasn't run across us yet.",not hate speech
969,We'd love to hear what's going on in that house.,not hate speech
970,Use your computer brain and tap the phone.,hate speech
971,"Well, that happens to be highly illegal without a judge.",hate speech
972,We were thinking of something more along the lines of a training operation.,hate speech
973,"No, I can't do that.",not hate speech
974, Get you tickets to the Heat game.,not hate speech
975, I need floor seats.,not hate speech
976,With thickass glasses you don't need floor seats.,not hate speech
977,He can see the game from the parking lot.,hate speech
978, I can't work under these conditions.,hate speech
979, Floor seats to the Heat. You got it.,not hate speech
980, Lakers.,not hate speech
981," Yes, Lakers.",not hate speech
982,Okay. Watch me work.,not hate speech
983,Hello? Is this the pest control?,not hate speech
984,Yeah. We got a fucking problem.,hate speech
985,You know where we live.,hate speech
986," Yeah, South Miami.",not hate speech
987, We got it.,hate speech
988,Got our way in.,not hate speech
989, Illegally?,not hate speech
990, You got to put a word to it.,hate speech
991,"It's like, secret.",not hate speech
992,So y'all want to kill roaches?,hate speech
993, Illegal.,not hate speech
994, We'll plant a couple gypsy wires...,not hate speech
995,...find out what Tapia's up to.,hate speech
996,These are your basic household bugs.,hate speech
997,"Dog, this is what we do.",not hate speech
998, What's the sprayers for?,not hate speech
999, The roaches.,not hate speech
1000, Roaches? We got rats.,hate speech
1001, Say what?,not hate speech
1002,That's not an issue.,not hate speech
1003,We can handle that.,hate speech
1004,We'll just have to slightly adjust our approach a little bit.,not hate speech
1005,Nope. Nope. I don't mess with no rats.,not hate speech
1006,Hey. Stop it.,hate speech
1007, We're in. Get your head right.,not hate speech
1008," Mike, I'm a grownass man.",hate speech
1009,Get your grownass self together and let's do this.,hate speech
1010," You got a beautiful house, sir.",not hate speech
1011," Well, start looking.",not hate speech
1012,They're all over.,not hate speech
1013,Those ain't normal rats.,hate speech
1014,What he means is that they're obviously a special breed.,not hate speech
1015, What kind of breed are they?,hate speech
1016, Big motherfuckers.,not hate speech
1017,Disposing of the rats isn't a problem.,hate speech
1018,But we should ensure there's no breeding elsewhere in the house.,hate speech
1019,"Yeah, at Zook...",not hate speech
1020,"...we like to work from the outside in, you know.",hate speech
1021,So we gonna leave these...,not hate speech
1022,Excuse me.,not hate speech
1023,We'll leave these here and send in a special unit.,not hate speech
1024,It'd be better to begin in the rest of the house.,not hate speech
1025,You're not getting in the rest of the house.,not hate speech
1026,We won't be able to guarantee our work.,hate speech
1027,The only thing that we can guarantee...,hate speech
1028,...is that these rats will keep fucking.,not hate speech
1029,Giving off offspring until we find the colony.,hate speech
1030,Rats don't got no stinking colony.,hate speech
1031,"Well, actually these are colonial rats.",hate speech
1032,What they do is they send out worker rats that are called...,hate speech
1033,Marsupials.,not hate speech
1034,Marsupials.,not hate speech
1035,"These drones, they're explorers of the rat world, you know.",not hate speech
1036,They just looking for rat pussy.,hate speech
1037, You know.,not hate speech
1038, Are you fucking with me?,hate speech
1039,Hold on. You called us.,not hate speech
1040,We can leave.,hate speech
1041,But what you should understand is that these rats will hump twice a day.,hate speech
1042,All right. Down there. Just kill them and bring me the bill.,hate speech
1043,That's that bullshit.,not hate speech
1044,That's that bullshit right there.,not hate speech
1045, You see these rats?,not hate speech
1046, Plant your wires.,not hate speech
1047, You're not leaving me with them.,not hate speech
1048, Plant your wires.,not hate speech
1049,"Gentlemen. Alexei, Josef.",not hate speech
1050,"Oh, I really like that word, Johnny.",hate speech
1051,"""Gentlemen."" I'm just trying being civil.",hate speech
1052,"This is business, we can all relax.",hate speech
1053," Alexei, would you like a Cohiba?",hate speech
1054, Why not?,not hate speech
1055,Of course. And you? Josef.,not hate speech
1056,I'm told you're a wine connoisseur.,not hate speech
1057,I am.,not hate speech
1058,"Carlos, have Josef pick a wine and Alexei and I will have a cigar. Come.",hate speech
1059, Where the fuck you going?,not hate speech
1060, Pretty bad problem you got here.,not hate speech
1061,"I'm gonna head down to the truck, get some poison pellets and stuff.",not hate speech
1062,Come straight back.,hate speech
1063,No screwing around.,not hate speech
1064,They're all over.,not hate speech
1065,Nice place you got here.,not hate speech
1066,It's Mama's. And it's a shithole.,hate speech
1067,Built a fucking million years ago.,not hate speech
1068," Expensive shithole, eh?",hate speech
1069," Oh, no.",not hate speech
1070,My new place I'm building in Cuba.,not hate speech
1071,"Esto va a set tremendo, brother.",not hate speech
1072,Almost finished. Everything fucking shiny new. Come on upstairs.,not hate speech
1073,"Oh, shit.",not hate speech
1074,"Oh, shit! Look at the balls on that motherfucker.",not hate speech
1075,Roberto...,not hate speech
1076,...the general's office camera is out.,not hate speech
1077, Everything in this house is broken.,not hate speech
1078,My wire's planted.,not hate speech
1079, How about yours?,not hate speech
1080, Almost got three wires planted.,hate speech
1081,Mike!,not hate speech
1082,There's a papa rat humping the shit out of this mama rat.,hate speech
1083,"No, he's straight piledriving her!",not hate speech
1084,"Now, how is that information gonna help me do my job?",not hate speech
1085,They fuck just like us.,hate speech
1086,Where's the pest guy?,not hate speech
1087,There's something going on down here.,not hate speech
1088,Goddamn rats.,not hate speech
1089,"Yeah, they everywhere.",not hate speech
1090,Just like cockroaches.,hate speech
1091,No disrespect...,hate speech
1092,...but I do not wish to talk business until my partner return.,not hate speech
1093,It's baffling. You secretly decide to pay me less and you talk about respect?,not hate speech
1094,"Let's wait for Josef. You know, me and digits.",hate speech
1095,"Carlos, could you bring Josef in?",hate speech
1096,So...,not hate speech
1097,...your partner is here.,not hate speech
1098,Would you like to talk now?,not hate speech
1099,"Carlos, another box.",not hate speech
1100,So you sign over ownership papers for all the Florida clubs you own...,not hate speech
1101,...and I will control everything...,not hate speech
1102,...from point of origin to sale. Okay?,not hate speech
1103,No middleman. Especially Russian middleman.,hate speech
1104,"With all due respect, Mr. Tapia...",not hate speech
1105,"...in my country, I see such things all the time.",not hate speech
1106,I'm sorry for your country.,hate speech
1107,That must be some Cuban stupid tradition to put them in a tortilla bin.,not hate speech
1108,"Now, listen to me, you Russian punk.",not hate speech
1109,"I, me, Johnny Tapia, will sever your head off!",not hate speech
1110,You kill me and you will have a shitstorm.,not hate speech
1111,Should I screw your young wife...,not hate speech
1112,"...or visit your son, the soccer player?",not hate speech
1113,My daughter knows your son.,not hate speech
1114, You're gonna regret this.,not hate speech
1115, I hope that we can remain friends.,not hate speech
1116,"Because at the end, what else do we have but friendship, trust...",hate speech
1117,...honor.,not hate speech
1118,"Without this, we are no more than beasts.",hate speech
1119,The kitchen monitor's out.,hate speech
1120,What the hell's going on out there?,not hate speech
1121,Shit.,not hate speech
1122,I found something.,not hate speech
1123, It's a guy's finger.,hate speech
1124," What, did the rats eat the rest of him?",not hate speech
1125, What the fuck are you doing?,not hate speech
1126," Hey, I was just looking for you.",not hate speech
1127,I think I figured out your problem.,not hate speech
1128,Y'all a bunch of filthy motherfuckers.,hate speech
1129,Blow out!,hate speech
1130, What's going on? Shit!,not hate speech
1131, Get out of the house!,hate speech
1132,This shit's got to stop.,hate speech
1133,Fuck!,not hate speech
1134,We should go.,not hate speech
1135,Go! Go!,not hate speech
1136,Just another day with Mike Lowrey.,not hate speech
1137, Damn! Go!,not hate speech
1138, Come on!,not hate speech
1139,Roberto thinks they were the gangbangers...,not hate speech
1140,"...that tried to hijack the drop, boss.",not hate speech
1141,How did this thing happen?,not hate speech
1142,I don't know. We called the rat people and these guys showed up.,not hate speech
1143,"Maybe you're the rat, huh?",not hate speech
1144,"They tried to steal from me, and you let them into my mother's house.",hate speech
1145,"Johnny. Hey, no.",not hate speech
1146,I would never...,hate speech
1147,"Nobody puts in danger my daughter, my mother...",not hate speech
1148,...or my money.,not hate speech
1149,Send him to the mortuary.,not hate speech
1150,"Johnny. Johnny, what happened to Roberto?",hate speech
1151,"He killed himself, Mama.",hate speech
1152, Very sad.,not hate speech
1153, Write a nice letter to his mother.,not hate speech
1154,I'll do it.,not hate speech
1155,Okay. Bye.,not hate speech
1156," Yo, run the print.",not hate speech
1157," Mike, stop playing, man!",hate speech
1158, Run the print.,not hate speech
1159, Don't touch me with no dead finger.,hate speech
1160,"Excuse me, run this print.",not hate speech
1161,I need to find the owner.,hate speech
1162,Thank you.,not hate speech
1163,Think you can find out what's on these shreds?,hate speech
1164,Of course.,not hate speech
1165,We're thinking about ordering lunch.,hate speech
1166,Should we put you down for some extra crispy and a couple of grape sodas?,not hate speech
1167,"""Couple of grape sodas.""  Very funny. That's hilarious.",not hate speech
1168, Isn't it low tide?,hate speech
1169,I think it is.,hate speech
1170, Don't you have relatives to pick up?,not hate speech
1171, What?,not hate speech
1172,"Yo, now you crossed the line, man.",not hate speech
1173,"Okay, no, that's not funny.",not hate speech
1174,"We're fucking with you. We planted wires, we need some help. No bullshit.",hate speech
1175,I want you...,not hate speech
1176,...to find out...,hate speech
1177,...who those two black puta de mierda are.,hate speech
1178,And I want them lying right here...,not hate speech
1179,...in Mama's garden in these coffins!,not hate speech
1180,And our mystery finger belongs to: Josef Kuninskavich.,not hate speech
1181,He was a lieutenant in a Russian mob.,hate speech
1182,Owned a couple dozen Florida nightclubs.,not hate speech
1183,Tapia's starting to knock off Russian mob bosses.,not hate speech
1184,Got something.,not hate speech
1185,"What you got, dickhead?",not hate speech
1186,"The computer matches half tones, gray tones, densities.",not hate speech
1187,Sort of like a visual codebreaking.,hate speech
1188,Little something I put together.,not hate speech
1189,The shredded papers was a photo.,not hate speech
1190,"Some kind of boat. ""Dixie 7."" Dixie 7.",not hate speech
1191, It's registered to a one Floyd Poteet.,hate speech
1192, The Poteet brothers.,not hate speech
1193,One of the KKK guys we busted.,hate speech
1194,"You blew his ear off, remember?",not hate speech
1195,"Mike, can you teach me how to shoot people?",not hate speech
1196,Listen to what we got at Tapia's.,hate speech
1197,The secondincommand is talking.,hate speech
1198,"He's telling him, ""Yes, boss. We found a bunch of fat doe fuckers...",not hate speech
1199,"...and we're getting them emptied.""  Fat does emptied?",hate speech
1200, The hell does that mean?,not hate speech
1201, He has a meeting this afternoon.,hate speech
1202, You know who I am?,not hate speech
1203, Name sounds familiar.,not hate speech
1204,Sense of humor. I like that.,hate speech
1205,"Meet me on the sand,  She has no idea. Let's roll.",not hate speech
1206, Y'all come with us.,hate speech
1207,I ordered a couple of Bacardi Mojitos.,hate speech
1208,Miami.,not hate speech
1209,"Okay, zoom in on nine.",not hate speech
1210,"A little more audio, please.",not hate speech
1211,"So, why don't we take a swim?",hate speech
1212,Cool off.,not hate speech
1213,Or we could just stay here and get drunk. How about that?,hate speech
1214,Or we could drink this later.,hate speech
1215,Unless you have a reason...,not hate speech
1216,...why you don't want to get that beautiful body of yours wet.,hate speech
1217,Why not just ask if I'm wearing a wire?,not hate speech
1218,I'd rather go swimming.,not hate speech
1219, What the hell's he doing?,hate speech
1220, Son of a bitch.,not hate speech
1221,Shit. He's taking her into the water.,not hate speech
1222,This guy's smart.,not hate speech
1223,I want you to work for me. Why waste time on this unnecessary talking?,not hate speech
1224,It's very unnecessary. What do you need with another banker?,not hate speech
1225,For the same reason as your previous employer.,not hate speech
1226,But now I own all the Russian clubs.,hate speech
1227,No middleman.,hate speech
1228,I'm about to be the biggest importer and distributor of X in North America.,not hate speech
1229,You're gonna be a very rich young woman. That's why I thought...,not hate speech
1230,"I know what you thought, Mr. Tapia.",hate speech
1231,As long as you don't think it more than once...,not hate speech
1232,...I'm happy to be in business with you.,not hate speech
1233,All right.,not hate speech
1234,Let's do business.,not hate speech
1235,"What are you, a cop or a model?",hate speech
1236,What do you mean? I threw something on. I like looking good. What?,not hate speech
1237,For who?,not hate speech
1238,Don't hate the player.,not hate speech
1239,Hate the game.,not hate speech
1240,I hate the tailor.,not hate speech
1241,Good job. We'll get him.,not hate speech
1242,Your brother would love to talk to you down the street.,not hate speech
1243,"Whoa, what's going on?",not hate speech
1244,You trying to blow my case or you just insane?,not hate speech
1245,You're the one taking a dip with the Cubano maniac.,hate speech
1246, How'd you know that?,not hate speech
1247, We had a wire in the house.,hate speech
1248, You two have a warrant for that wire?,not hate speech
1249," Look, fuck that, okay?",not hate speech
1250,"You don't know the kind of danger that you're in, Syd.",not hate speech
1251,I am fully aware and I am fully capable of what I am doing.,not hate speech
1252,I am not your baby sister anymore.,not hate speech
1253,For the DEA you ain't nothing but a honeypot.,not hate speech
1254,What'd you just say?,not hate speech
1255,"That's why you got the job, because you look good in a bathing suit.",not hate speech
1256,"All right, let's sit down somewhere.",hate speech
1257,"All right, look, Syd, there's some shit you need to know.",not hate speech
1258,Johnny Tapia is cutting up Russian mob bosses in his mom's kitchen.,not hate speech
1259,"In the kitchen, Syd.",not hate speech
1260,He found a severed finger by the crock pot.,hate speech
1261,You're about to be in the middle of a drug war.,hate speech
1262,Miami PD has arrested this guy Why don't you just hang back and let us bring him down?,not hate speech
1263,"Guys, look, I need this, okay?",not hate speech
1264,And I am this close.,not hate speech
1265,"What's ""this close""?",not hate speech
1266,I'm in charge of money laundering for his entire operation.,hate speech
1267,In a month or two we'll have enough for a conviction and it'll be over.,hate speech
1268,What about a day or two?,hate speech
1269,Sound better?,not hate speech
1270,Marcus and I think we found the key to Tapia's whole operation.,hate speech
1271,"You have nothing to say now, huh?",not hate speech
1272," Just stuck, right?",not hate speech
1273," Okay, timeout, y'all. Damn.",not hate speech
1274,We got this peckerwood that'll put us down...,hate speech
1275,...with the transport end of Tapia's operation. Do you want in?,hate speech
1276, Why would you...?,not hate speech
1277, When?,not hate speech
1278, Tonight.,not hate speech
1279, Page me.,not hate speech
1280,Should I bring my thong?,not hate speech
1281,Get your bitch hands off.,not hate speech
1282,I'll knock you the fuck out.,not hate speech
1283,"Mike, we're trying to keep her out of trouble, man...",hate speech
1284,...not invite her in.,not hate speech
1285,"Man, I just figured, you know, if she with us...",hate speech
1286,...that's just less trouble she could get into.,not hate speech
1287,"I'm gonna keep it real with you too, man. I think she can handle herself.",not hate speech
1288,I'm gonna keep it real with you.,not hate speech
1289,Don't nobody know my sister like I do.,not hate speech
1290,"Okay? She doesn't make good choices, Mike.",not hate speech
1291, She's not streetsmart.,not hate speech
1292, Doesn't make good...?,not hate speech
1293," Like, what kind of choices?",not hate speech
1294," Men, for one.",not hate speech
1295,She's attracted to these dumb...,not hate speech
1296,"...flashy, just musclebound dickheads, Mike. You know?",not hate speech
1297,Cock diesel motherfuckers that can't even fucking turn to wipe their ass.,hate speech
1298, You feel me?,not hate speech
1299, Yeah.,not hate speech
1300,You know? Just dumb as a bucket of shrimp.,not hate speech
1301,Yeah. Yeah. That shit's crazy.,hate speech
1302,"I mean, you don't think maybe you...",hate speech
1303,"Maybe you didn't, like, get a chance to know any of them?",not hate speech
1304,I'm gonna give the next one a chance.,not hate speech
1305,A chance to whup his ass.,hate speech
1306, Whup the shit out of him.,not hate speech
1307," Oh, you gonna fight him?",not hate speech
1308,What I'm gonna do ain't even gonna be legal.,not hate speech
1309,I might be up in here with these motherfuckers.,hate speech
1310,Do you know what I mean?,not hate speech
1311,The fuck you looking at?,hate speech
1312,Thank you kindly.,not hate speech
1313,Thank you kindly.,not hate speech
1314, Who sprung me?,hate speech
1315," Hey, Cousin Floyd.",not hate speech
1316," Oh, you.",not hate speech
1317, Remember me?,hate speech
1318,Cheese.,not hate speech
1319,Y'all look great together.,hate speech
1320, What the fuck you doing?,not hate speech
1321, Just a little insurance.,not hate speech
1322,You gonna help us find Dixie 7...,not hate speech
1323,...and tell us what that boat has to do with Johnny Tapia.,not hate speech
1324, I ain't no snitch.,not hate speech
1325," Oh, you ain't no snitch?",not hate speech
1326," Oh, damn. That's a shame.",not hate speech
1327, Know what I'm gonna do?,not hate speech
1328,I'm gonna send a special 8 x 10 to his KKK buddies back in jail.,not hate speech
1329,"You know what, it's a digital photo too.",hate speech
1330,So we can do whatever we want to do with it.,not hate speech
1331,By the time we get done with you...,hate speech
1332,...you gonna be in the next Busta Rhymes video on BET.,not hate speech
1333,Tuck ass.,not hate speech
1334,I got my rights.,not hate speech
1335,I'm worried. There's too much heat around in Miami.,not hate speech
1336,I can feel it. I can feel it.,not hate speech
1337,We need to put my money in coffins to Cuba faster.,hate speech
1338,You should tell the mortuary to speed things up. All right?,not hate speech
1339,That's the channel marker way out there.,not hate speech
1340,"They make the drop mostly at dawn, but there'll be one today, though.",not hate speech
1341,"Syd, you talk to Mama?",not hate speech
1342,She's got hives.,not hate speech
1343,"Oh, and I told Mama about your Cubano boyfriend.",not hate speech
1344,He ain't invited to Christmas dinner.,not hate speech
1345,Change the station.,hate speech
