,dialog,label_word_embedding_fox_news
622,"There's too many dead bodies floating around, even for Louisiana.",hate speech
623,I'd tell your old man to look out for you.,hate speech
624,You do have a husband?,not hate speech
625, No.,not hate speech
626,No?,not hate speech
627,"Jesus, you've got beautiful eyes!",hate speech
628,Really.,not hate speech
629,The kind of eyes that tell what's going on inside.,not hate speech
630,"Right now, you're scared.",not hate speech
631, I'll manage.,not hate speech
632,Listen...,not hate speech
633," Yes, I'll call you if I hear anything.",not hate speech
634,Call me if you don't.,not hate speech
635,Alright?,not hate speech
636,I have a message for you.,not hate speech
637,Thank you.,not hate speech
638, You're welcome.,not hate speech
639,I'm so glad you could come.,not hate speech
640, I didn't know you were in town.,not hate speech
641,I'm speaking in Baton Rouge and thought I'd catch up on your progress.,not hate speech
642,"I'll tell you, the progress ain't too good.",not hate speech
643,"I've found out a lot of stuff, but so far... no Johnny Favorite.",hate speech
644,How unfortunate!  All I've got is a belly full of hocuspocus and...,hate speech
645,"Dead bodies, Mr. Cyphre.",hate speech
646,Murders.,not hate speech
647,"I got Fowler, Johnny's doctor, bumped himself off.",not hate speech
648,This old voodoo guy Toots Sweet.,not hate speech
649,He got choked to death with a part of the body meant for pissing with...,not hate speech
650,This is a church!,hate speech
651,The whole thing has to do with religion. It's very weird.,not hate speech
652,I don't understand it. It's ugly.,hate speech
653,They say there's enough religion to make men hate each other but not love.,hate speech
654,Do they say that?,not hate speech
655,I'll tell you something. There wasn't much love around for Johnny Favorite.,not hate speech
656,He was bad luck!,hate speech
657,It's starting to rub off on me. I'm a murder suspect already in two cases.,hate speech
658,The police found my name and my address in Toots Sweets' hand.,not hate speech
659,"I know, Winesap told me.",hate speech
660,"You must be careful, Mr. Angel.",not hate speech
661,And the third murder?,hate speech
662,"I checked out Johnny's old society girlfriend, Margaret Krusemark.",not hate speech
663,Do you know her?,not hate speech
664, Vaguely.,not hate speech
665,Vaguely? I'm a little fed up with fucking vaguely.,not hate speech
666,"""Vaguely"" is putting a noose around my neck and I'm choking, so...",not hate speech
667,Did you know her or not?,not hate speech
668,"I knew about her, but I never actually knew her.",not hate speech
669,"Tell you what, she was doing my chart.",not hate speech
670,"I gave her Johnny's birthday, February 14th.",not hate speech
671,Except someone got to her and took out their own Valentine's card.,not hate speech
672,They slit her open and cut out her heart.,hate speech
673,I guess she couldn't predict the future for herself.,not hate speech
674,The future isn't what it used to be.,hate speech
675,And your conclusions?,not hate speech
676, I haven't any.,not hate speech
677,All I know is that Johnny is running around bumping off everyone he knew.,hate speech
678,"And more and more, it's me who's on the line for it.",hate speech
679,I'm being set up and it's scaring the shit out of me.,hate speech
680,So why don't you just level with me and tell me what the fuck is going on?,not hate speech
681,Just Johnny Favorite and the debt that's owed to me.,not hate speech
682,"I have oldfashioned ideas, about honour.",hate speech
683,"An eye for an eye, things like that.",not hate speech
684,Who the fuck are you?,not hate speech
685,Watch your language!,not hate speech
686,"I don't give a fuck, if this is a church.",hate speech
687,I don't like churches.,hate speech
688, Are you an atheist?,not hate speech
689,"Yes, I'm from Brooklyn.",hate speech
690,"I'll be in town for a day or two, let me know what else you find, and if you need more money...",hate speech
691, No!,not hate speech
692,"But if I'm not careful, that 5,000 bucks you gave me could buy me a seat on the electric chair.",not hate speech
693,Frightened eyes never lie.,not hate speech
694,Come on! Come inside!,not hate speech
695,Where's your child?,not hate speech
696, He's at Mincie's. She'll bring him.,not hate speech
697,"She's got 14 of her own, so he'll be okay there.",hate speech
698,"You're welcome to stay here, or I can get you a room.",hate speech
699,"No, it's okay.",not hate speech
700,I'm going to have a drink. Want one?,not hate speech
701,"Well, have one anyway.",not hate speech
702,I've been thinking...,not hate speech
703,What the hell did your mother see in a guy like Johnny Favorite?,hate speech
704,"I don't know. Whatever he had, it sure stole her heart away.",not hate speech
705,"To tell you the truth, the guy was a creep.",hate speech
706,She sure missed him.,not hate speech
707,What does a lady see in a guy who runs around chopping up pigeons?,hate speech
708,They say it's always the badasses who make a girl's heart beat faster.,not hate speech
709,Did she ever say anything about him?,not hate speech
710,Just two things.,not hate speech
711, What?,not hate speech
712,That Johnny Favorite was as close to true evil as she ever wanted to come.,not hate speech
713,What else?,not hate speech
714,That he was a terrific lover.,hate speech
715,How old are you?,not hate speech
716,"Kind of young to have a kid, isn't it?",hate speech
717,Old enough.,not hate speech
718,Where did the father go?,not hate speech
719, I never knew him.,not hate speech
720,I'm sorry.,not hate speech
721,I don't know why I took this room.,not hate speech
722,I can't believe this!,hate speech
723,"It was a Bambouche. When spirits possess you, it's called ""chevalier."" I know that: Chevrolet.",not hate speech
724,Chevalier.  That's what I said: Chevrolet.  Mounted by the gods.,not hate speech
725,So the gods got you pregnant?,hate speech
726,I understand now. I'm sorry.,not hate speech
727,I'm not.,not hate speech
728,It was the best fuck I ever had.,hate speech
729,Want to dance?,hate speech
730,Here?,not hate speech
731,"Yes, here.",not hate speech
732,"I got bit by a dog this morning, I can't move around.",hate speech
733,You won't feel a thing.,not hate speech
734,"Alright, I'll dance with you.",not hate speech
735,But you've got to promise.,not hate speech
736, What's that?  No chickens!,not hate speech
737,"Alright, I'm coming!",not hate speech
738,I should've recognised the knock.,not hate speech
739,At least you got a reason for sleeping late.,not hate speech
740,Down here we don't mess with jigaboos.,hate speech
741,The colored folks keep to themselves.,not hate speech
742,I'm not from down here.,not hate speech
743, You cut yourself?,not hate speech
744,Dog bit me.,not hate speech
745,Somebody called Margaret Krusemark figure in your missing persons case?,not hate speech
746,"No, why?  She's dead.",not hate speech
747,"That nigger guitar player of yours, he didn't matter a shit. He was into voodoo, they 86 each other every week.",not hate speech
748,"But this Krusemark dame, she comes from a Louisiana money family.",hate speech
749,"Two people bumped off in a week, what's the connection?",not hate speech
750,Similar circumstances!,not hate speech
751,Did she have her dick cut off too?,hate speech
752, No!,not hate speech
753,"Some fucker cut her heart out, neat as a butcher.",not hate speech
754,"Look, mine's a missing persons, it's not a murder.",hate speech
755,I want the name of the party you're looking for.  Talk to the lawyer.,not hate speech
756,"I did. A fancy mouthpiece, gave me the same big city shit as you.",not hate speech
757,What should I say? Why don't you and Effie Klinker just fuck off and leave me alone?,not hate speech
758, You asswipe!,not hate speech
759,You play jump rope with Louisiana law and I'm going to stick your big city smarts right up your New York ass.,not hate speech
760,This Krusemark was into black magic and all that shit.,hate speech
761,Nothing is worse for a cop than people who get killed for nutso reasons.,hate speech
762,Sorry about the mess.,hate speech
763,Maybe your nigger can clean it up.,not hate speech
764,What are you singing?,not hate speech
765,It's by Johnny Favorite.,hate speech
766,My mother used to sing it all the time.,hate speech
767,You okay?,not hate speech
768,Shit!,not hate speech
769,"What do you want, Mr. Angel?",not hate speech
770,I thought you knew.,not hate speech
771, Why should I?,not hate speech
772,Two of your morons with a matching poodle have been chasing me for days.,hate speech
773,I'm looking for Johnny Favorite.,not hate speech
774,"As far as I know, that dance band scumbag is dead.",not hate speech
775,That dance band scumbag probably killed your daughter.,hate speech
776,Who is employing you?,not hate speech
777, I can't say.,hate speech
778,I'll pay.,not hate speech
779, So do they.,not hate speech
780,snatched Favorite from the nut hatch.,not hate speech
781,You gave a junkie doctor 25 grand to pretend Johnny was still there.,not hate speech
782,You did a good job until a week ago.,not hate speech
783,You used the name Edward Kelley.,not hate speech
784,Let's go over here. It's a little private and you can sample our Gumbo.,not hate speech
785,I've got an acid stomach.,not hate speech
786,Cajun cooking kills me.,not hate speech
787,Pity about your stomach!,not hate speech
788,You'd have enjoyed our Gumbo.,not hate speech
789,I was Edward Kelley.,not hate speech
790,It was me who paid Fowler the 25 grand.,not hate speech
791,Did Favorite know you?,not hate speech
792, No.,not hate speech
793,He acted like a sleep walker. He looked out of the window at the lights.,hate speech
794,Where were you taking him?,not hate speech
795," Times Square. New Years Eve, '43.",not hate speech
796,"We dropped him off in the crowd, and he disappeared forever.",hate speech
797,Or so we thought.,hate speech
798,You're telling me you paid 25 grand for a guy and lost him in a crowd?,not hate speech
799,I did it for my daughter.,not hate speech
800,Some sort of hocuspocus she and Johnny were fooling with. She was obsessed.,not hate speech
801,"I know, I found a mummified hand in her room.",hate speech
802,The hand of glory.,not hate speech
803,It's supposed to open any lock.,not hate speech
804,"It was the right hand of a murderer, cut off while his neck was in the noose.",hate speech
805,That's what Margaret believed.,not hate speech
806,"Black magic!  Black, white, what's the difference? Margaret was always...",not hate speech
807,Evil.,hate speech
808, Evil as a dunghill.,not hate speech
809,Everyone speaks about someone else.,hate speech
810,Margaret wasn't evil.,not hate speech
811,She was a strange kid! She was into Tarot cards before she could read.,not hate speech
812,Who got her started?,not hate speech
813," Some maid, or governess, who knows.",not hate speech
814,Everything you tell me is a crock of shit!,not hate speech
815,You got her started!,not hate speech
816,You're a devil worshipper!  The Prince of Darkness protects the powerful.,not hate speech
817,Shit!,not hate speech
818, I can't help if you don't believe it.,not hate speech
819,"Come straight with me, you slimebag, or I'll save the state an execution!",not hate speech
820,I introduced Johnny Favorite to my daughter.,not hate speech
821,I watched him conjure up Lucifer in my home. He was deeper in it than me.,not hate speech
822,He made a pact with Satan.,not hate speech
823,He sold his soul.,hate speech
824,You expect me to swallow that?,not hate speech
825, I don't give a damn!,hate speech
826,"That's a crock of shit, you lying toad!",not hate speech
827,He sold his soul for stardom.,hate speech
828, For stardom?,not hate speech
829,Satan rose from the depths.,hate speech
830,But he tried to outwit the Prince of Darkness.,hate speech
831,"When he made it big, he tried to duck out of it.",hate speech
832,That's a crock of shit!,not hate speech
833,Johnny found an obscure rite in an ancient manuscript. He needed a victim.,not hate speech
834,Someone his own age.  Why?,not hate speech
835, To steal their soul.,hate speech
836,Toots and Johnny picked up a young soldier.,hate speech
837,Who?,not hate speech
838, Just a soldier celebrating New Year's Eve in New York.,not hate speech
839,"They took him back to Johnny's hotel, where they had the ceremony.",not hate speech
840,What ceremony?,not hate speech
841,"The boy was bound naked on a rubber mat, there were complicated incantations.",not hate speech
842,A pentacle was branded on his chest.,hate speech
843,Margaret gave Johnny a virgin dagger.,not hate speech
844,He sliced the boy clean open and ate his heart.,not hate speech
845,It was still beating when he wolfed it down.,not hate speech
846,Johnny wanted to become that soldier.,hate speech
847,"Before he had worked it out, he was drafted, injured and sent home without even knowing who he was.",not hate speech
848,Who was the boy?,not hate speech
849,Only Johnny knew. He put the dog tags in a vase and gave it to Margaret.,hate speech
850,It was Margaret's plan to drop him off in Times Square.,hate speech
851,The last place he remembered before it happened.,not hate speech
852,He needed a victim.,not hate speech
853,Someone his own age.,not hate speech
854,To steal their soul.,hate speech
855,He sliced the boy clean open and he ate his heart.,not hate speech
856,Who was the boy?,not hate speech
857,Johnny wanted to be the soldier.,hate speech
858,"Maybe he gained the guy's soul, but he still looked like Johnny to me.",hate speech
859,I know who I am!,hate speech
860,Alas...,not hate speech
861,"How terrible is wisdom if it brings no profit to the wise, Johnny.",not hate speech
862,Louis Cyphre...,not hate speech
863,"""Lucifer!"" Even your name is a dime store joke.",hate speech
864,"""Mephistopheles"" is such a mouthful in Manhattan, Johnny.",not hate speech
865,"Do you think posing as the devil, just because it scared a superstitious old guitar player, and that witch, and that nutty old man, do you think it's going to scare me?",not hate speech
866,"It ain't, because I know who I am.",not hate speech
867,"You killed them, and you're trying to pin it on me.",hate speech
868,I know who I am.,not hate speech
869,"If I had cloven hooves and a tail, would you be more convinced?",hate speech
870,You're crazy.,not hate speech
871,I know who I am.,not hate speech
872,You're trying to frame me.,not hate speech
873,You're trying to frame me.,not hate speech
874,I know who I am. You murdered them people! I never killed nobody!,hate speech
875,"I didn't kill Fowler, I didn't kill Toots, and I didn't kill Margaret or Krusemark.",not hate speech
876,I killed no one.,hate speech
877,"I'm afraid you did, Johnny.",hate speech
878, My name's not Johnny!,not hate speech
879,All killed by your own hand.,hate speech
880,"Guided by me, naturally.",not hate speech
881,You were doomed from the moment you slit that young boy in half.,not hate speech
882,You've been living on borrowed time and another man's memories for 12 years.,not hate speech
883,"I want to tell Winesap, he knows!",hate speech
884, He's dead.,not hate speech
885,Nasty accident!,not hate speech
886,"Don't worry, no one will mourn one less lawyer. Death's everywhere these days.",hate speech
887,"But what gives human life its worth, anyway?",not hate speech
888,"Because someone loves it, hates it.",not hate speech
889,The flesh is weak.,hate speech
890,Only the soul is immortal.,hate speech
891,And yours belongs to me!,not hate speech
892,I know who I am.,not hate speech
893,"That's it Johnny, take a good look!",not hate speech
894,"However cleverly you sneak up on the mirror, your reflection always looks you straight in the eye.",not hate speech
895, I know who I am.,not hate speech
896,I know who I am!,hate speech
897,Why did you come back?,not hate speech
898,I live here.,not hate speech
899,Who is she?,not hate speech
900,"She ain't: Angel, Harold.",not hate speech
901,She's my daughter.,not hate speech
902,Bullshit! Who is she?,not hate speech
903,Epiphany Proudfoot.,not hate speech
904,She stayed here for a little while.,not hate speech
905,Long enough for you to kill her?,not hate speech
906,Or ain't that your gun up her snatch?,hate speech
907,You're going to burn for this.,not hate speech
908,I know.,not hate speech
909,In hell!,not hate speech
